track,unit,experiment_name,run_id,dataset,seed,model_variant,monitor_preset,trigger_mode,confirm_theta,confirm_window,weights,log_path,acc_final,mean_acc,acc_min,drift_flag_count,drift_events_merged,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol,MTD_tol,MTFA_tol,MTR_tol,delay_p50,delay_p90,delay_p99,miss_rate_tol500,n_drifts
J,sample_idx,trackJ_twostage_sweep,20260108-002828-a8c_theta0.40_w2,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-002828-a8c_theta0.40_w2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.85634,0.8080305034027917,0.59375,31,31,0.0,631.0,1853.5384615384614,2.9374619041813967,0.5,263.0,1721.142857142857,13.088538837588267,631.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.92794921875,0.9510771059011092,0.8125,13,13,0.0,47.0,4576.0,97.36170212765957,0.0,47.0,4576.0,97.36170212765957,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.93166015625,0.9460929567174553,0.40625,13,13,0.0,79.0,4384.0,55.49367088607595,0.0,79.0,4384.0,55.49367088607595,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.9225,0.9357976585744052,0.640625,14,14,0.0,47.0,4142.545454545455,88.13926499032883,0.0,47.0,4142.545454545455,88.13926499032883,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9291015625,0.9423514452663049,0.109375,13,13,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.93451171875,0.9437154297558066,0.21875,10,10,0.0,79.0,6153.142857142857,77.8878842676311,0.0,79.0,6153.142857142857,77.8878842676311,79.0,117.39999999999999,126.04,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86336,0.8136521162778994,0.34375,31,31,0.0,807.0,1861.5384615384614,2.3067391097130874,0.75,447.0,1668.9655172413793,14.934814471958651,791.0,1098.2,1188.92,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87404,0.8199107828458007,0.515625,30,30,0.0,935.0,1896.96,2.0288342245989304,1.0,,1635.3103448275863,,887.0,1131.8,1192.28,1.0,4
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed3.csv,0.86782,0.8166738198888853,0.328125,29,29,0.0,1159.0,1962.6666666666667,1.6934138625251653,1.0,,1682.2857142857142,,1143.0,1355.8,1416.28,1.0,4
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88234,0.8333391007831843,0.375,30,30,0.0,743.0,1881.6,2.532436069986541,0.75,255.0,1680.0,26.352941176470587,759.0,1117.4,1190.84,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87506,0.8233262993946776,0.640625,30,30,0.0,743.0,1876.48,2.5255450874831764,0.75,447.0,1675.4285714285713,14.99264940875679,663.0,1079.0,1187.0,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.9290234375,0.9462082976342703,0.671875,14,14,0.0,47.0,4160.0,88.51063829787235,0.0,47.0,4160.0,88.51063829787235,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.9201953125,0.9372727832589532,0.34375,14,14,0.0,79.0,4078.5454545454545,51.62715765247411,0.0,79.0,4078.5454545454545,51.62715765247411,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.9284765625,0.9285286329901138,0.109375,12,12,0.0,47.0,4984.888888888889,106.06146572104018,0.0,47.0,4984.888888888889,106.06146572104018,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9203125,0.933818154782151,0.88125,15,15,0.0,47.0,3904.0,83.06382978723404,0.0,47.0,3904.0,83.06382978723404,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003009-944_theta0.40_w3,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.4,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.9287109375,0.9371184165735285,0.171875,12,12,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86698,0.8203574412825351,0.640625,31,31,0.0,695.0,1860.923076923077,2.6775871610403983,0.5,391.0,1728.0,8.838874680306905,599.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed2.csv,0.86658,0.8209268723053786,0.359375,30,30,0.0,935.0,1920.0,2.053475935828877,1.0,,1655.1724137931035,,919.0,1151.0,1194.2,1.0,4
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed3.csv,0.8748,0.8235732414349719,0.3125,29,29,0.0,903.0,1962.6666666666667,2.173495754891104,0.75,143.0,1744.5925925925926,48.7997927997928,1031.0,1344.6,1400.76,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed4.csv,0.85458,0.8097923998893283,0.59375,30,30,0.0,727.0,1884.16,2.5916918844566714,0.5,455.0,1744.5925925925926,7.668538868538868,631.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed5.csv,0.8793,0.8260304884719938,0.546875,29,29,0.0,839.0,2016.0,2.402860548271752,0.75,15.0,1792.0,477.8666666666667,999.0,1299.8,1338.6799999999998,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.93021484375,0.9495840952463546,0.390625,13,13,0.0,47.0,4601.6,97.90638297872341,0.0,47.0,4601.6,97.90638297872341,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.92943359375,0.9480291390301483,0.859375,13,13,0.0,79.0,4358.4,55.16962025316455,0.0,79.0,4358.4,55.16962025316455,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.9309765625,0.9410775455388677,0.296875,11,11,0.0,47.0,5616.0,119.48936170212765,0.0,47.0,5616.0,119.48936170212765,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9305859375,0.9460671375582783,0.171875,11,11,0.0,79.0,5408.0,68.45569620253164,0.0,79.0,5408.0,68.45569620253164,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.928046875,0.927664435685415,0.09375,11,11,0.0,79.0,6016.0,76.15189873417721,0.0,79.0,6016.0,76.15189873417721,79.0,117.39999999999999,126.04,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87424,0.8151923297282075,0.234375,30,30,0.0,679.0,1904.64,2.8050662739322534,0.75,191.0,1700.5714285714287,35.61406133133882,663.0,1079.0,1187.0,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed2.csv,0.85496,0.8049659609828794,0.359375,30,30,0.0,679.0,1894.4,2.7899852724594996,0.5,359.0,1754.0740740740741,9.772000412668937,631.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.86778,0.824429324225804,0.328125,31,31,0.0,759.0,1860.923076923077,2.4518090605047127,0.75,319.0,1668.4137931034484,20.920549129823804,759.0,1079.0,1187.0,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86336,0.8173667411066582,0.484375,31,31,0.0,663.0,1858.4615384615386,2.803109409444251,0.5,327.0,1725.7142857142858,10.55482743556138,631.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86812,0.8241736270229687,0.6875,29,29,0.0,823.0,1970.6666666666667,2.3944916970433376,1.0,,1689.142857142857,,791.0,1079.0,1187.0,1.0,4
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.9226953125,0.9441203115953225,0.359375,14,14,0.0,47.0,4224.0,89.87234042553192,0.0,47.0,4224.0,89.87234042553192,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.92849609375,0.9475498104008472,0.859375,13,13,0.0,79.0,4326.4,54.76455696202531,0.0,79.0,4326.4,54.76455696202531,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.93384765625,0.950351583400528,0.828125,11,11,0.0,47.0,5408.0,115.06382978723404,0.0,47.0,5408.0,115.06382978723404,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.92841796875,0.9483938422199794,0.46875,11,11,0.0,79.0,5408.0,68.45569620253164,0.0,79.0,5408.0,68.45569620253164,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,2,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.932109375,0.9443687693380914,0.15625,11,11,0.0,79.0,5632.0,71.29113924050633,0.0,79.0,5632.0,71.29113924050633,79.0,117.39999999999999,126.04,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86706,0.8214629396523072,0.453125,31,31,0.0,647.0,1861.5384615384614,2.8771846391630005,0.5,263.0,1728.5714285714287,13.145029875067898,663.0,1098.2,1188.92,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87136,0.813255185397854,0.2109375,31,31,0.0,711.0,1856.0,2.610407876230661,0.75,255.0,1664.0,26.101960784313725,695.0,1079.0,1187.0,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88086,0.8293476732164702,0.484375,29,29,0.0,951.0,2013.3333333333333,2.1170697511391516,0.75,143.0,1789.6296296296296,50.059570059570056,1063.0,1434.2,1524.9199999999998,0.75,4
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed4.csv,0.85914,0.808427573822239,0.3359375,31,31,0.0,631.0,1856.0,2.941362916006339,0.5,263.0,1723.4285714285713,13.105920695274307,631.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87474,0.8169569290139701,0.626953125,30,30,0.0,631.0,1871.36,2.9657052297939774,0.5,263.0,1732.7407407407406,13.176735671032247,631.0,1079.0,1187.0,0.5,4
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.935546875,0.9419691405576441,0.265625,12,12,0.0,79.0,4814.222222222223,60.9395218002813,0.0,79.0,4814.222222222223,60.9395218002813,79.0,117.39999999999999,126.04,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.9278515625,0.938796711645298,0.171875,14,14,0.0,79.0,4078.5454545454545,51.62715765247411,0.0,79.0,4078.5454545454545,51.62715765247411,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.936953125,0.951642149694091,0.6875,11,11,0.0,47.0,5608.0,119.31914893617021,0.0,47.0,5608.0,119.31914893617021,47.0,59.800000000000004,62.68,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.93060546875,0.9509417744081804,0.84375,12,12,0.0,79.0,4807.111111111111,60.849507735583686,0.0,79.0,4807.111111111111,60.849507735583686,79.0,91.8,94.67999999999999,0.0,2
J,sample_idx,trackJ_twostage_sweep,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,0.5,3,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.93375,0.9525818232182469,0.453125,12,12,0.0,79.0,4714.666666666667,59.67932489451477,0.0,79.0,4714.666666666667,59.67932489451477,79.0,117.39999999999999,126.04,0.0,2
