step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.328125,-0.03614457831325301,1.0,0.6788433790206909,0.0066382791846990585,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.97515,0.00115,0.9,0.8775,1767764662.3218606,0.8531873822212219,0.026805823668837547
2,128,127,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.4609375,-0.078125,0.3333333333333333,0.6834074854850769,0.008191226050257683,0,0.0,0.6666666666666667,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1767764662.3326483,0.7290630340576172,0.03318142145872116
3,192,191,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.515625,-0.06947771921418318,0.5,0.6742373108863831,0.015585341490805149,0,0.0,0.16666666666666669,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1767764662.3431833,0.8034029006958008,0.06306170672178268
4,256,255,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.58203125,-0.004842259721203228,0.16666666666666666,0.6787390112876892,0.013529599644243717,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1767764662.3668263,0.5983689427375793,0.054977163672447205
5,320,319,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.61875,0.040078682075239895,0.3333333333333333,0.6813051700592041,0.014530426822602749,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1767764662.3761508,0.6375446319580078,0.05952423810958862
6,384,383,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.6328125,0.047699451245251254,0.5,0.679507315158844,0.014358701184391975,0,0.0,0.16666666666666669,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1767764662.387133,0.6428038477897644,0.05870052054524422
7,448,447,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.6450892857142857,0.09077912794853452,0.5,0.6846349239349365,0.013364302925765514,0,0.0,0.000994398258626461,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1767764662.3973472,0.717552125453949,0.05567387118935585
8,512,511,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.65625,0.1312831389183457,0.16666666666666666,0.6843665838241577,0.011758989654481411,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1767764662.4066494,0.6176006197929382,0.04857635498046875
9,576,575,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.6701388888888888,0.16534472239170234,0.16666666666666666,0.6819266676902771,0.015208747237920761,0,0.0,0.00344975758343935,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1767764662.418234,0.5990185141563416,0.06295935809612274
10,640,639,sea_abrupt4,sea,ts_drift_adapt_severity,1,error_divergence_ph_meta,or,2,0.5,,0.671875,0.17621820410665032,0.16666666666666666,0.6821563839912415,0.007273935247212648,0,0.0,0.007934811990708113,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1767764662.433103,0.6882374286651611,0.029750168323516846
