dataset_name,model_variant,seed,drift_index,true_drift_step,window,student_error_rate_pre,student_error_rate_post,delta_student_error_rate,teacher_entropy_pre,teacher_entropy_post,delta_teacher_entropy,divergence_js_pre,divergence_js_post,delta_divergence_js,metric_accuracy_pre,metric_accuracy_post,delta_metric_accuracy,delta_acc,drop_min_acc,x_error_pos,x_div_pos,x_entropy_pos,z_error_pos,z_div_pos,z_entropy_pos,severity_manual,severity_lr
sea_abrupt4,ts_drift_adapt,1,0,10000,500,0.1458333333333333,0.1874999999999999,0.0416666666666666,0.3843633122742176,0.3778807036578655,-0.006482608616352,0.0073601335170678,0.0089593737502581,0.0015992402331903,0.8094059565053198,0.8096962244531843,0.0002902679478645,0.0002902679478645,0.000526383334588,0.0416666666666666,0.0015992402331903,0.006482608616352,-1.8261662134262797,-0.29559170921100947,-0.44231018352901175,-1.2286082591719718,-0.01493005463448533
sea_abrupt4,ts_drift_adapt,1,1,20000,500,0.1041666666666666,0.0624999999999999,-0.0416666666666666,0.2972842045128345,0.3048321828246116,0.0075479783117771,0.0098919458978343,0.0121995520312338,0.0023076061333995,0.8199684095962226,0.8214803767643568,0.0015119671681341,0.0015119671681341,-0.0006186511066527,0.0,0.0023076061333995,0.0,-1.9975657601838106,-0.19861521112813155,-1.1988366460955542,-1.3780076840582811,-0.017359632465152725
sea_abrupt4,ts_drift_adapt,1,2,30000,500,0.0833333333333333,0.2291666666666666,0.1458333333333333,0.1885558478534221,0.182149190455675,-0.006406657397747,0.0107799850520677,0.0229148506186902,0.0121348655666224,0.8515227862987121,0.8519098808230252,0.000387094524313,0.000387094524313,-0.0002383365826438,0.1458333333333333,0.0121348655666224,0.006406657397747,-1.3976673465324527,1.1467533410628103,-0.4511737614710645,-0.539691781747735,-0.007494699690343963
sea_abrupt4,ts_drift_adapt,1,3,40000,500,0.1041666666666666,0.0952380952380952,-0.0089285714285714,0.2249799780547618,0.2131060723747525,-0.0118739056800092,0.0213418249040841,0.0169644488154776,-0.0043773760886064,0.8611056920774753,0.8616244804898694,0.000518788412394,0.000518788412394,-0.0003160331621412,0.0,0.0,0.0118739056800092,-1.9975657601838106,-0.514530420634355,0.1868592045358163,-1.3342126618470111,-0.015591317109961337
sea_abrupt4,ts_drift_adapt,2,0,10000,500,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.3764311596751213,0.3421307168900966,-0.0343004427850246,0.008243323129136,0.0079704927047714,-0.0002728304243646,0.7997933840040128,0.80138568176196,0.0015922977579472,0.0015922977579472,-0.0010373121985188,0.0833333333333333,0.0,0.0343004427850246,-1.6547666666687488,-0.514530420634355,2.804056969780843,-0.8668134292134715,-0.007974871073556019
sea_abrupt4,ts_drift_adapt,2,1,20000,500,0.1249999999999999,0.1249999999999999,-2.775557561562892e-17,0.2898592986166477,0.2803935445845127,-0.009465754032135,0.0083624589024111,0.0106890004244632,0.0023265415220521,0.8185541606113026,0.8209061747939199,0.0023520141826173,0.0023520141826173,-0.0012341780468443,0.0,0.0023265415220521,0.009465754032135,-1.9975657601838106,-0.19602292417470096,-0.09417433540281256,-1.2667637669029777,-0.015180228825482747
sea_abrupt4,ts_drift_adapt,2,2,30000,500,0.0833333333333333,0.1874999999999999,0.1041666666666666,0.164075631648302,0.1849575582891702,0.0208819266408681,0.0093663390143773,0.0270576905459165,0.0176913515315391,0.8555425358111424,0.8561255065037525,0.0005829706926101,0.0005829706926101,-0.0003565637651288,0.1041666666666666,0.0176913515315391,0.0,-1.5690668932899834,1.9074457323328382,-1.1988366460955542,-0.48909008088369393,-0.007898981542950566
sea_abrupt4,ts_drift_adapt,2,3,40000,500,0.1041666666666666,0.0714285714285714,-0.0327380952380952,0.2449378427118062,0.2498858741351536,0.0049480314233474,0.016671925317496,0.0188640785802687,0.0021921532627727,0.8634251494017184,0.863917019864342,0.0004918704626235,0.0004918704626235,-0.0003607357657456,0.0,0.0021921532627727,0.0,-1.9975657601838106,-0.2144209057327082,-1.1988366460955542,-1.3827493924396541,-0.017407447816887113
sea_abrupt4,ts_drift_adapt,3,0,10000,500,0.2916666666666666,0.2083333333333333,-0.0833333333333333,0.3240411505103111,0.3369896486401558,0.0129484981298446,0.0124513403279706,0.0158776607131585,0.0034263203851878,0.8179773665813604,0.8178309920264576,-0.0001463745549028,-0.0001463745549028,0.0017616653618482,0.0,0.0034263203851878,0.0,-1.9975657601838106,-0.04546132489250598,-1.1988366460955542,-1.3320615181875934,-0.016896311673308195
sea_abrupt4,ts_drift_adapt,3,1,20000,500,0.1249999999999999,0.0624999999999999,-0.0625,0.2597776427865028,0.2641698755323887,0.0043922327458858,0.0144463871838524,0.0146835962077602,0.0002372090239077,0.8314335716939798,0.8324726272827905,0.0010390555888106,0.0010390555888106,-0.0005851982740713,0.0,0.0002372090239077,0.0,-1.9975657601838106,-0.4820561012953907,-1.1988366460955542,-1.4630399511084589,-0.018217097207975978
