step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.859375,-0.051094890510948905,0.16666666666666666,0.6289480328559875,0.002588764065876603,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.97515,0.00115,0.9,0.8775,1767764825.6130247,0.5219807624816895,0.010259977541863918
2,128,127,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.8515625,-0.028764805414551606,0.0,0.6457778811454773,0.005414007231593132,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1767764825.6207557,0.31332769989967346,0.02257072553038597
3,192,191,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.859375,-0.019669551534225383,0.3333333333333333,0.6336751580238342,0.009328129701316357,0,0.0,0.3333333333333333,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1767764825.6275618,0.6800689697265625,0.039680011570453644
4,256,255,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.87890625,-0.014833759590792838,0.16666666666666666,0.6387646198272705,0.012767801992595196,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1767764825.634029,0.5594351887702942,0.0548291951417923
5,320,319,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.88125,-0.011984021304927222,0.16666666666666666,0.6354581117630005,0.01764221489429474,0,0.0,0.004874412901699543,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1767764825.640837,0.40162453055381775,0.07688107341527939
6,384,383,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.8880208333333334,-0.010031808172252703,0.0,0.6285951137542725,0.019030822440981865,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1767764825.6476748,0.19996608793735504,0.08406957238912582
7,448,447,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.890625,0.026950354609929842,0.0,0.6369672417640686,0.020670738071203232,0,0.0,0.0016399156302213669,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1767764825.6553364,0.19369399547576904,0.09256542474031448
8,512,511,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.888671875,0.023031601499732192,0.16666666666666666,0.6292317509651184,0.022893574088811874,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1767764825.6632438,0.4142827093601227,0.1044919416308403
9,576,575,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.8871527777777778,0.020100502512563376,0.16666666666666666,0.6100996732711792,0.016933463513851166,0,0.0,0.005960110574960709,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1767764825.671087,0.3103955388069153,0.07581059634685516
10,640,639,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.8890625,0.018574514038876694,0.0,0.6057420969009399,0.018706785514950752,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1767764825.6790464,0.18008174002170563,0.08425497263669968
11,704,703,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.8863636363636364,0.037199124726477295,0.16666666666666666,0.6124364137649536,0.016196928918361664,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1767764825.6876996,0.3722611963748932,0.07358771562576294
12,768,767,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.8880208333333334,0.034837502922610446,0.16666666666666666,0.5965438485145569,0.016902895644307137,0,0.0,0.0007059667259454727,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1767764826.4428856,0.2891923487186432,0.39197561144828796
13,832,831,stagger_abrupt3,stagger,ts_drift_adapt,3,error_divergence_ph_meta,k_of_n,2,0.5,,0.890625,0.03320053120849904,0.0,0.6010980010032654,0.01706266775727272,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1767764826.449713,0.15228253602981567,0.07782944291830063
