dataset_name,model_variant,seed,drift_index,true_drift_step,signal_name,pre_mean,post_mean,delta
sea_abrupt4,ts_drift_adapt,1,0,10000,student_error_rate,0.0833333333333333,0.0,-0.0833333333333333
sea_abrupt4,ts_drift_adapt,1,0,10000,teacher_entropy,0.40304388105869293,0.3966362774372101,-0.006407603621482849
sea_abrupt4,ts_drift_adapt,1,0,10000,divergence_js,0.00934575730934735,0.0064468313939869,-0.00289892591536045
sea_abrupt4,ts_drift_adapt,1,0,10000,metric_accuracy,0.8100376731803143,0.8103105095541401,0.00027283637382580217
sea_abrupt4,ts_drift_adapt,1,1,20000,student_error_rate,0.0,0.16666666666666666,0.16666666666666666
sea_abrupt4,ts_drift_adapt,1,1,20000,teacher_entropy,0.2695526033639908,0.3049159497022629,0.035363346338272095
sea_abrupt4,ts_drift_adapt,1,1,20000,divergence_js,0.00859306636266405,0.0079265069216489,-0.0006665594410151503
sea_abrupt4,ts_drift_adapt,1,1,20000,metric_accuracy,0.8203499393241405,0.8206985860839218,0.00034864675978130144
sea_abrupt4,ts_drift_adapt,1,2,30000,student_error_rate,0.1666666666666666,0.3333333333333333,0.1666666666666667
sea_abrupt4,ts_drift_adapt,1,2,30000,teacher_entropy,0.1672118604183197,0.1910641491413116,0.023852288722991888
sea_abrupt4,ts_drift_adapt,1,2,30000,divergence_js,0.0105878598988056,0.012227046303450999,0.0016391864046453996
sea_abrupt4,ts_drift_adapt,1,2,30000,metric_accuracy,0.8520299145299145,0.8520368569387107,6.9424087961733605e-06
sea_abrupt4,ts_drift_adapt,1,3,40000,student_error_rate,0.1666666666666666,0.0,-0.1666666666666666
sea_abrupt4,ts_drift_adapt,1,3,40000,teacher_entropy,0.2334436625242233,0.1813000440597534,-0.05214361846446991
sea_abrupt4,ts_drift_adapt,1,3,40000,divergence_js,0.019550498574972097,0.0150375831872224,-0.004512915387749698
sea_abrupt4,ts_drift_adapt,1,3,40000,metric_accuracy,0.8613641025641026,0.8614217252396166,5.762267551401301e-05
sea_abrupt4,ts_drift_adapt,2,0,10000,student_error_rate,0.16666666666666666,0.1666666666666666,-5.551115123125783e-17
sea_abrupt4,ts_drift_adapt,2,0,10000,teacher_entropy,0.3745520263910293,0.3102498948574066,-0.06430213153362269
sea_abrupt4,ts_drift_adapt,2,0,10000,divergence_js,0.00742237758822735,0.0042878477834165,-0.0031345298048108495
sea_abrupt4,ts_drift_adapt,2,0,10000,metric_accuracy,0.8011457040942929,0.801453025477707,0.0003073213834141608
sea_abrupt4,ts_drift_adapt,2,1,20000,student_error_rate,0.0,0.0833333333333333,0.0833333333333333
sea_abrupt4,ts_drift_adapt,2,1,20000,teacher_entropy,0.2691871374845505,0.26729558408260345,-0.0018915534019470215
sea_abrupt4,ts_drift_adapt,2,1,20000,divergence_js,0.0087226647883653,0.007136969128623549,-0.0015856956597417506
sea_abrupt4,ts_drift_adapt,2,1,20000,metric_accuracy,0.8193718470453046,0.8200006581825767,0.0006288111372720895
sea_abrupt4,ts_drift_adapt,2,2,30000,student_error_rate,0.0,0.1666666666666666,0.1666666666666666
sea_abrupt4,ts_drift_adapt,2,2,30000,teacher_entropy,0.1955070495605468,0.19808349758386612,0.0025764480233193277
sea_abrupt4,ts_drift_adapt,2,2,30000,divergence_js,0.0107042752206325,0.0139615628868341,0.0032572876662016
sea_abrupt4,ts_drift_adapt,2,2,30000,metric_accuracy,0.8560697115384616,0.8560802678287891,1.055629032753469e-05
sea_abrupt4,ts_drift_adapt,2,3,40000,student_error_rate,0.0833333333333333,0.0,-0.0833333333333333
sea_abrupt4,ts_drift_adapt,2,3,40000,teacher_entropy,0.240786001086235,0.2670782804489136,0.026292279362678583
sea_abrupt4,ts_drift_adapt,2,3,40000,divergence_js,0.01511370064690705,0.0169547237455844,0.0018410230986773517
sea_abrupt4,ts_drift_adapt,2,3,40000,metric_accuracy,0.8636909254807692,0.8637929313099042,0.000102005829134999
sea_abrupt4,ts_drift_adapt,3,0,10000,student_error_rate,0.24999999999999994,0.0,-0.24999999999999994
sea_abrupt4,ts_drift_adapt,3,0,10000,teacher_entropy,0.3330456018447876,0.3524337410926819,0.019388139247894287
sea_abrupt4,ts_drift_adapt,3,0,10000,divergence_js,0.01446219580247995,0.0129544790834188,-0.0015077167190611501
sea_abrupt4,ts_drift_adapt,3,0,10000,metric_accuracy,0.8184281947890819,0.818968949044586,0.000540754255504039
sea_abrupt4,ts_drift_adapt,3,1,20000,student_error_rate,0.24999999999999994,0.0,-0.24999999999999994
sea_abrupt4,ts_drift_adapt,3,1,20000,teacher_entropy,0.24825964868068695,0.2585012763738632,0.01024162769317627
sea_abrupt4,ts_drift_adapt,3,1,20000,divergence_js,0.0146570759825408,0.013495841529220301,-0.0011612344533204998
sea_abrupt4,ts_drift_adapt,3,1,20000,metric_accuracy,0.8318369680878472,0.8320374502706498,0.0002004821828025527
sea_abrupt4,ts_drift_adapt,3,2,30000,student_error_rate,0.0,0.0833333333333333,0.0833333333333333
sea_abrupt4,ts_drift_adapt,3,2,30000,teacher_entropy,0.1620421260595321,0.17419628798961634,0.012154161930084229
sea_abrupt4,ts_drift_adapt,3,2,30000,divergence_js,0.007149782963097,0.013594225514680099,0.0064444425515830985
sea_abrupt4,ts_drift_adapt,3,2,30000,metric_accuracy,0.8626469017094017,0.8626031719253278,-4.372978407396477e-05
sea_abrupt4,ts_drift_adapt,3,3,40000,student_error_rate,0.0833333333333333,0.3333333333333333,0.25
sea_abrupt4,ts_drift_adapt,3,3,40000,teacher_entropy,0.26642725616693497,0.3030920624732971,0.03666480630636215
sea_abrupt4,ts_drift_adapt,3,3,40000,divergence_js,0.0158293163403868,0.0293754581362009,0.0135461417958141
sea_abrupt4,ts_drift_adapt,3,3,40000,metric_accuracy,0.8653047075320512,0.8652655750798722,-3.913245217901373e-05
sea_abrupt4,ts_drift_adapt,4,0,10000,student_error_rate,0.0,0.0,0.0
sea_abrupt4,ts_drift_adapt,4,0,10000,teacher_entropy,0.38226650655269623,0.3636632859706878,-0.018603220582008417
sea_abrupt4,ts_drift_adapt,4,0,10000,divergence_js,0.0088781248778104,0.0094448523595929,0.0005667274817825006
sea_abrupt4,ts_drift_adapt,4,0,10000,metric_accuracy,0.8130524968982631,0.8128980891719745,-0.00015440772628860788
sea_abrupt4,ts_drift_adapt,4,1,20000,student_error_rate,0.3333333333333333,0.0833333333333333,-0.25
sea_abrupt4,ts_drift_adapt,4,1,20000,teacher_entropy,0.3292046338319778,0.2940188348293304,-0.0351857990026474
sea_abrupt4,ts_drift_adapt,4,1,20000,divergence_js,0.0169211952015757,0.0221061594784259,0.005184964276850199
sea_abrupt4,ts_drift_adapt,4,1,20000,metric_accuracy,0.827823794598689,0.8279754780885615,0.00015168348987248947
sea_abrupt4,ts_drift_adapt,4,2,30000,student_error_rate,0.0,0.41666666666666663,0.41666666666666663
sea_abrupt4,ts_drift_adapt,4,2,30000,teacher_entropy,0.206500843167305,0.19369153678417206,-0.012809306383132935
sea_abrupt4,ts_drift_adapt,4,2,30000,divergence_js,0.0069735613651573,0.0117151238955557,0.0047415625303984
sea_abrupt4,ts_drift_adapt,4,2,30000,metric_accuracy,0.8603766025641025,0.8602072157260808,-0.00016938683802170118
sea_abrupt4,ts_drift_adapt,4,3,40000,student_error_rate,0.16666666666666666,0.1666666666666666,-5.551115123125783e-17
sea_abrupt4,ts_drift_adapt,4,3,40000,teacher_entropy,0.218624971807003,0.2372901141643524,0.018665142357349396
sea_abrupt4,ts_drift_adapt,4,3,40000,divergence_js,0.0165593801066279,0.0108992559835314,-0.005660124123096499
sea_abrupt4,ts_drift_adapt,4,3,40000,metric_accuracy,0.8670561298076923,0.8671875,0.00013137019230768932
sea_abrupt4,ts_drift_adapt,42,0,1500,student_error_rate,0.3333333333333333,0.6666666666666666,0.3333333333333333
sea_abrupt4,ts_drift_adapt,42,0,1500,teacher_entropy,0.6257698237895966,0.603020191192627,-0.022749632596969604
sea_abrupt4,ts_drift_adapt,42,0,1500,divergence_js,0.01966714952141045,0.0201105885207653,0.00044343899935484973
sea_abrupt4,ts_drift_adapt,42,0,1500,metric_accuracy,0.6402081274703557,0.6438802083333334,0.003672080862977656
sea_abrupt4,ts_drift_adapt,42,1,3000,student_error_rate,0.3333333333333333,0.41666666666666663,0.08333333333333331
sea_abrupt4,ts_drift_adapt,42,1,3000,teacher_entropy,0.618507444858551,0.6103769838809967,-0.008130460977554321
sea_abrupt4,ts_drift_adapt,42,1,3000,divergence_js,0.0079196467995643,0.00872220261953765,0.0008025558199733496
sea_abrupt4,ts_drift_adapt,42,1,3000,metric_accuracy,0.6976902173913043,0.6994992519946808,0.001809034603376447
sea_abrupt4,ts_drift_adapt,42,2,4500,student_error_rate,0.1666666666666666,0.1666666666666666,0.0
sea_abrupt4,ts_drift_adapt,42,2,4500,teacher_entropy,0.5798152983188629,0.6072103977203369,0.027395099401474
sea_abrupt4,ts_drift_adapt,42,2,4500,divergence_js,0.0139391468837857,0.0102993519976735,-0.003639794886112201
sea_abrupt4,ts_drift_adapt,42,2,4500,metric_accuracy,0.732907932194617,0.734375,0.001467067805382971
sea_abrupt4,ts_drift_adapt,42,3,6000,student_error_rate,0.3333333333333333,0.3333333333333333,0.0
sea_abrupt4,ts_drift_adapt,42,3,6000,teacher_entropy,0.5910207033157349,0.5647636950016022,-0.02625700831413269
sea_abrupt4,ts_drift_adapt,42,3,6000,divergence_js,0.0069417199119925,0.0051725206431001,-0.0017691992688923996
sea_abrupt4,ts_drift_adapt,42,3,6000,metric_accuracy,0.7405913978494624,0.7408244680851064,0.0002330702356440062
sea_abrupt4,ts_drift_adapt,42,4,7500,student_error_rate,0.41666666666666663,0.5,0.08333333333333337
