step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,Electricity,uspds_csv,ts_drift_adapt,2,0.5390625,-0.009153470969466159,0.5833333333333334,0.6724890470504761,0.0032698428258299828,0,0.0,mild_drift,0.980075,0.000575,0.6299999999999999,0.8775,1764683734.539901,0.6767542958259583,0.013139238581061363
2,512,511,Electricity,uspds_csv,ts_drift_adapt,2,0.5234375,-0.006185567010309278,0.4166666666666667,0.6772265434265137,0.002993864007294178,0,0.0,mild_drift,0.9726125,0.0006125,0.595,0.86625,1764683734.5490007,0.6773436069488525,0.012094114907085896
3,768,767,Electricity,uspds_csv,ts_drift_adapt,2,0.5,-0.01576804645683952,0.5,0.6718976497650146,0.003414788516238332,0,0.0,mild_drift,0.9688812499999999,0.0006312500000000001,0.5774999999999999,0.860625,1764683734.5573583,0.6549839377403259,0.013779799453914165
4,1024,1023,Electricity,uspds_csv,ts_drift_adapt,2,0.515625,0.00121135845197829,0.4166666666666667,0.6739761829376221,0.003689277684316039,0,0.0,mild_drift,0.9670156249999999,0.0006406250000000001,0.5687499999999999,0.8578125,1764683734.5654898,0.6812794804573059,0.014931194484233856
5,1280,1279,Electricity,uspds_csv,ts_drift_adapt,2,0.55546875,-0.004080732326017476,0.5,0.6731640100479126,0.0037262318655848503,0,0.0,mild_drift,0.9660828124999999,0.0006453125,0.5643749999999998,0.85640625,1764683734.57445,0.6978904604911804,0.015084311366081238
6,1536,1535,Electricity,uspds_csv,ts_drift_adapt,2,0.5813802083333334,-0.021525884431278598,0.16666666666666666,0.6756686568260193,0.0034886403009295464,0,0.0,mild_drift,0.9656164062499999,0.00064765625,0.5621874999999998,0.855703125,1764683734.5827577,0.549485445022583,0.014044415205717087
7,1792,1791,Electricity,uspds_csv,ts_drift_adapt,2,0.5809151785714286,0.006003308910423282,0.4166666666666667,0.6741658449172974,0.004066240508109331,0,0.0,mild_drift,0.9653832031249999,0.0006488281250000001,0.56109375,0.8553515625,1764683734.5914752,0.7240933775901794,0.01646413467824459
8,2048,2047,Electricity,uspds_csv,ts_drift_adapt,2,0.59326171875,0.01748727789590566,0.25,0.6729267239570618,0.004032534547150135,0,0.0,mild_drift,0.9652666015625,0.0006494140625,0.560546875,0.85517578125,1764683734.6006656,0.644108235836029,0.016432715579867363
9,2304,2303,Electricity,uspds_csv,ts_drift_adapt,2,0.58984375,0.01494271386612213,0.4166666666666667,0.6726292371749878,0.005539716221392155,0,0.0,mild_drift,0.96520830078125,0.00064970703125,0.5602734375,0.855087890625,1764683734.6097288,0.7280938625335693,0.022761747241020203
10,2560,2559,Electricity,uspds_csv,ts_drift_adapt,2,0.58515625,0.009022144202674715,0.4166666666666667,0.6731106042861938,0.004926514811813831,0,0.0,mild_drift,0.965179150390625,0.0006498535156250001,0.5601367187499999,0.8550439453125,1764683734.6190135,0.7181792855262756,0.02021998167037964
11,2816,2815,Electricity,uspds_csv,ts_drift_adapt,2,0.5813210227272727,0.013479414802515624,0.4166666666666667,0.6694119572639465,0.00487940339371562,0,0.0,mild_drift,0.9651645751953124,0.0006499267578125001,0.560068359375,0.85502197265625,1764683734.6284614,0.642784059047699,0.020051326602697372
12,3072,3071,Electricity,uspds_csv,ts_drift_adapt,2,0.5882161458333334,0.018381104806247012,0.25,0.669376790523529,0.004526520147919655,0,0.0,mild_drift,0.9651572875976562,0.0006499633789062501,0.5600341796874999,0.855010986328125,1764683734.6378238,0.5960090160369873,0.018593255430459976
13,3328,3327,Electricity,uspds_csv,ts_drift_adapt,2,0.5883413461538461,0.017167916720018387,0.4166666666666667,0.6671632528305054,0.004818484652787447,0,0.0,mild_drift,0.9651536437988281,0.000649981689453125,0.56001708984375,0.8550054931640625,1764683734.6465914,0.7107436656951904,0.019790183752775192
14,3584,3583,Electricity,uspds_csv,ts_drift_adapt,2,0.5867745535714286,0.01950170278763601,0.3333333333333333,0.6665599346160889,0.004198488779366016,0,0.0,mild_drift,0.965151821899414,0.0006499908447265626,0.560008544921875,0.8550027465820312,1764683734.65559,0.6440403461456299,0.017095638439059258
15,3840,3839,Electricity,uspds_csv,ts_drift_adapt,2,0.5963541666666666,0.017539365276288695,0.5,0.6687790751457214,0.004066671244800091,0,0.0,mild_drift,0.965150910949707,0.0006499954223632813,0.5600042724609375,0.8550013732910156,1764683734.664546,0.7020460963249207,0.01661975309252739
16,4096,4095,Electricity,uspds_csv,ts_drift_adapt,2,0.5947265625,0.014251781472684086,0.5833333333333334,0.6702437400817871,0.003354074899107218,0,0.0,mild_drift,0.9651504554748535,0.0006499977111816407,0.5600021362304688,0.8550006866455078,1764683734.6736627,0.7441737651824951,0.013626527972519398
