step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,drift_severity_raw,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5234375,0.06831334645904183,0.5833333333333334,0.6793099641799927,0.006561560556292534,0,0.0,0.0,0.0,mild_drift,0.980075,0.000575,0.6299999999999999,0.8775,1764739475.7720249,0.6822496056556702,0.026391439139842987
2,512,511,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.52734375,0.05051495831289848,0.5833333333333334,0.6772638559341431,0.0068955812603235245,0,0.0,0.0,0.0,mild_drift,0.9726125,0.0006125,0.595,0.86625,1764739475.7813153,0.7095193266868591,0.02775142900645733
3,768,767,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5130208333333334,0.021442734204125093,0.5833333333333334,0.6809858083724976,0.009864951483905315,0,0.0,0.0,0.0,mild_drift,0.9688812499999999,0.0006312500000000001,0.5774999999999999,0.860625,1764739475.7902036,0.6938164234161377,0.04022115841507912
4,1024,1023,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5126953125,0.012301387868713032,0.4166666666666667,0.680057942867279,0.010808158665895462,0,0.0,0.0,0.0,mild_drift,0.9670156249999999,0.0006406250000000001,0.5687499999999999,0.8578125,1764739475.7991438,0.7076192498207092,0.04411252215504646
5,1280,1279,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.55078125,0.04360933520453251,0.25,0.6806324124336243,0.012090254575014114,0,0.0,0.0,0.0,mild_drift,0.9660828124999999,0.0006453125,0.5643749999999998,0.85640625,1764739475.8081565,0.6072590351104736,0.049445148557424545
6,1536,1535,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5729166666666666,0.04414543633176232,0.16666666666666666,0.6804242134094238,0.01205679401755333,0,0.0,0.0,0.0,mild_drift,0.9656164062499999,0.00064765625,0.5621874999999998,0.855703125,1764739475.8175912,0.5177175402641296,0.04985302686691284
7,1792,1791,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5675223214285714,0.03654042534298259,0.5,0.6782301664352417,0.012455197051167488,0,0.0,0.0,0.0,mild_drift,0.9653832031249999,0.0006488281250000001,0.56109375,0.8553515625,1764739475.8273997,0.7561390995979309,0.050970349460840225
8,2048,2047,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.58203125,0.050948462537895194,0.25,0.6805397868156433,0.01183320302516222,0,0.0,0.0,0.0,mild_drift,0.9652666015625,0.0006494140625,0.560546875,0.85517578125,1764739475.8374596,0.5364081859588623,0.049173980951309204
9,2304,2303,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5798611111111112,0.0418180380888879,0.4166666666666667,0.6773721575737,0.01752994768321514,0,0.0,0.0,0.0,mild_drift,0.96520830078125,0.00064970703125,0.5602734375,0.855087890625,1764739475.8474305,0.674077570438385,0.07320275902748108
10,2560,2559,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.575,0.030654007851435103,0.5,0.6753225922584534,0.01569279097020626,0,0.0,0.0,0.0,mild_drift,0.965179150390625,0.0006498535156250001,0.5601367187499999,0.8550439453125,1764739475.8577197,0.6870973706245422,0.06552737951278687
11,2816,2815,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5703125,0.026726627911228082,0.4166666666666667,0.6798189878463745,0.010090721771121025,0,0.0,0.0,0.0,mild_drift,0.9651645751953124,0.0006499267578125001,0.560068359375,0.85502197265625,1764739475.867812,0.6724919676780701,0.041734613478183746
12,3072,3071,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5787760416666666,0.03747094374709429,0.5,0.6761708855628967,0.009881507605314255,0,0.0,0.0,0.0,mild_drift,0.9651572875976562,0.0006499633789062501,0.5600341796874999,0.855010986328125,1764739475.8775158,0.6173213720321655,0.04062885418534279
13,3328,3327,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.578125,0.03247280059734944,0.4166666666666667,0.6783251166343689,0.008419283665716648,0,0.0,0.0,0.0,mild_drift,0.9651536437988281,0.000649981689453125,0.56001708984375,0.8550054931640625,1764739475.8876789,0.7323808670043945,0.034634508192539215
14,3584,3583,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5792410714285714,0.0391212501675639,0.4166666666666667,0.6757771372795105,0.007231605239212513,0,0.0,0.0,0.0,mild_drift,0.965151821899414,0.0006499908447265626,0.560008544921875,0.8550027465820312,1764739475.8978443,0.6865084171295166,0.029315348714590073
15,3840,3839,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5809895833333333,0.028425644973808444,0.5,0.6793683171272278,0.005830391310155392,0,0.0,0.0,0.0,mild_drift,0.965150910949707,0.0006499954223632813,0.5600042724609375,0.8550013732910156,1764739475.908353,0.8092682957649231,0.023642191663384438
16,4096,4095,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.572998046875,0.013631997744155513,0.6666666666666666,0.6761149168014526,0.005175760481506586,0,0.0,0.0,0.0,mild_drift,0.9651504554748535,0.0006499977111816407,0.5600021362304688,0.8550006866455078,1764739475.918469,0.792888879776001,0.02072986587882042
17,4352,4351,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5735294117647058,0.0051363379838979244,0.4166666666666667,0.6765483021736145,0.006158309057354927,0,0.0,0.0,0.0,mild_drift,0.9651502277374266,0.0006499988555908204,0.5600010681152343,0.8550003433227539,1764739475.9287283,0.6795635223388672,0.02475597709417343
18,4608,4607,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5720486111111112,0.01577195223183274,0.4166666666666667,0.6771241426467896,0.0067009106278419495,0,0.0,0.0,0.0,mild_drift,0.9651501138687133,0.0006499994277954103,0.5600005340576171,0.8550001716613769,1764739475.9390972,0.7175460457801819,0.02699928916990757
19,4864,4863,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5694901315789473,0.012924263968206413,0.4166666666666667,0.6787315011024475,0.00674583250656724,0,0.0,0.0,0.0,mild_drift,0.9651500569343566,0.0006499997138977051,0.5600002670288085,0.8550000858306884,1764739475.9490185,0.6524219512939453,0.027211453765630722
20,5120,5119,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.573046875,0.02292464722582087,0.4166666666666667,0.6794026494026184,0.006286746356636286,0,0.0,0.0,0.0,mild_drift,0.9651500284671783,0.0006499998569488527,0.5600001335144043,0.8550000429153441,1764739475.95871,0.6763373017311096,0.025266001001000404
21,5376,5375,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5749627976190477,0.03338081907554531,0.4166666666666667,0.6757519245147705,0.005724368616938591,0,0.0,0.0,0.0,stable,0.9800750142335892,0.0005249999284744263,0.6300000667572021,0.9000000214576721,1764739475.9688716,0.7484316825866699,0.022959880530834198
22,5632,5631,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5736860795454546,0.029405169698655805,0.3333333333333333,0.6802446842193604,0.005112392827868462,0,0.0,0.0,0.0,stable,0.9875375071167947,0.0004624999642372132,0.665000033378601,0.9225000107288361,1764739475.9790592,0.6397830247879028,0.02055426500737667
23,5888,5887,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5743885869565217,0.03418345118804249,0.4166666666666667,0.6790130734443665,0.005897208116948605,0,0.0,0.0,0.0,stable,0.9912687535583973,0.0004312499821186066,0.6825000166893005,0.9337500053644181,1764739475.9891434,0.7344517707824707,0.023749791085720062
24,6144,6143,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.57470703125,0.039445144475676604,0.5,0.6781600117683411,0.005656393710523844,0,0.0,0.0,0.0,stable,0.9931343767791987,0.00041562499105930327,0.6912500083446502,0.9393750026822091,1764739475.9990404,0.7032546997070312,0.022827953100204468
25,6400,6399,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.57359375,0.037968347078741,0.5833333333333334,0.6800051927566528,0.0050963726826012135,1,0.0,0.0,0.0,stable,0.9940671883895993,0.0004078124955296516,0.6956250041723251,0.9421875013411045,1764739476.008947,0.7009789347648621,0.02056010626256466
26,6656,6655,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5734675480769231,0.034496825492526556,0.3333333333333333,0.680724561214447,0.0055705164559185505,0,0.0,0.0,0.0,mild_drift,0.9796085941947996,0.0005289062477648258,0.6278125020861625,0.8985937506705522,1764739476.0185742,0.7207852005958557,0.02260415628552437
27,6912,6911,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5745081018518519,0.03497105035440077,0.5,0.6790341138839722,0.005077039822936058,0,0.0,0.0,0.0,mild_drift,0.9723792970973998,0.000589453123882413,0.5939062510430813,0.8767968753352762,1764739476.0281427,0.7098321914672852,0.02048663981258869
28,7168,7167,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5726841517857143,0.03378472935514073,0.4166666666666667,0.6795684695243835,0.005590952001512051,0,0.0,0.0,0.0,mild_drift,0.9687646485486998,0.0006197265619412066,0.5769531255215405,0.8658984376676381,1764739476.0382485,0.7368926405906677,0.022618211805820465
29,7424,7423,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5699084051724138,0.03627031815135631,0.3333333333333333,0.6796869039535522,0.005530182272195816,0,0.0,0.0,0.0,mild_drift,0.9669573242743499,0.0006348632809706034,0.5684765627607702,0.8604492188338191,1764739476.048276,0.6709830164909363,0.022366153076291084
30,7680,7679,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.565234375,0.030713837964252283,0.5,0.6762369871139526,0.006623053923249245,0,0.0,0.0,0.0,mild_drift,0.9660536621371749,0.0006424316404853017,0.564238281380385,0.8577246094169095,1764739476.0580027,0.6268884539604187,0.026842674240469933
31,7936,7935,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5641381048387096,0.032133290515460364,0.5,0.6806680560112,0.0053519438952207565,0,0.0,0.0,0.0,mild_drift,0.9656018310685874,0.0006462158202426508,0.5621191406901924,0.8563623047084548,1764739476.0675514,0.7464132308959961,0.021656636148691177
32,8192,8191,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5635986328125,0.03497033116350159,0.25,0.6781162023544312,0.005442081950604916,0,0.0,0.0,0.0,mild_drift,0.9653759155342937,0.0006481079101213255,0.5610595703450962,0.8556811523542274,1764739476.0774884,0.6185017228126526,0.02194586768746376
33,8448,8447,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5617897727272727,0.036840853610200376,0.4166666666666667,0.680415689945221,0.004752678796648979,0,0.0,0.0,0.0,mild_drift,0.9652629577671468,0.0006490539550606628,0.5605297851725481,0.8553405761771137,1764739476.087376,0.687142550945282,0.019199464470148087
34,8704,8703,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5597426470588235,0.03510360700734449,0.4166666666666667,0.6762170791625977,0.004494522698223591,0,0.0,0.0,0.0,mild_drift,0.9652064788835734,0.0006495269775303315,0.5602648925862741,0.8551702880885568,1764739476.0974157,0.6919271945953369,0.018049705773591995
35,8960,8959,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5577008928571429,0.03468234932325924,0.5833333333333334,0.6807318329811096,0.004727207124233246,0,0.0,0.0,0.0,mild_drift,0.9651782394417867,0.0006497634887651657,0.560132446293137,0.8550851440442784,1764739476.1073847,0.7726382613182068,0.019099701195955276
36,9216,9215,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5545789930555556,0.029555905717347297,0.4166666666666667,0.6789828538894653,0.004216958303004503,0,0.0,0.0,0.0,mild_drift,0.9651641197208933,0.0006498817443825829,0.5600662231465685,0.8550425720221392,1764739476.117238,0.6936973929405212,0.016944456845521927
37,9472,9471,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5558488175675675,0.03170841350044045,0.25,0.6771894097328186,0.004329226911067963,0,0.0,0.0,0.0,mild_drift,0.9651570598604466,0.0006499408721912915,0.5600331115732842,0.8550212860110695,1764739476.1269336,0.6294727921485901,0.01736452244222164
38,9728,9727,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5555098684210527,0.03552499846835481,0.4166666666666667,0.6762009263038635,0.00452733039855957,0,0.0,0.0,0.0,mild_drift,0.9651535299302233,0.0006499704360956459,0.5600165557866421,0.8550106430055348,1764739476.136734,0.7080464959144592,0.018127262592315674
39,9984,9983,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5537860576923077,0.03489384438100676,0.5,0.6781261563301086,0.004211554769426584,0,0.0,0.0,0.0,mild_drift,0.9651517649651116,0.0006499852180478229,0.5600082778933211,0.8550053215027673,1764739476.146852,0.6666581630706787,0.016872113570570946
40,10240,10239,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.55439453125,0.04251803278688534,0.5,0.6773114800453186,0.004902311135083437,0,0.0,0.0,0.0,mild_drift,0.9651508824825558,0.0006499926090239114,0.5600041389466606,0.8550026607513836,1764739476.1568663,0.7279505133628845,0.019584422931075096
41,10496,10495,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5543064024390244,0.04492045381690332,0.25,0.6750047206878662,0.005764861591160297,0,0.0,0.0,0.0,mild_drift,0.9651504412412779,0.0006499963045119557,0.5600020694733303,0.8550013303756918,1764739476.1667616,0.6394638419151306,0.02306111715734005
42,10752,10751,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5545944940476191,0.04839632766227407,0.25,0.6788625121116638,0.004833671264350414,0,0.0,0.0,0.0,mild_drift,0.9651502206206389,0.000649998152255978,0.5600010347366651,0.8550006651878459,1764739476.1768775,0.6079990267753601,0.019396362826228142
43,11008,11007,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5537790697674418,0.04598863273387023,0.5833333333333334,0.6789605617523193,0.005176941864192486,0,0.0,0.0,0.0,mild_drift,0.9651501103103195,0.000649999076127989,0.5600005173683325,0.8550003325939229,1764739476.1867814,0.7286965847015381,0.020706333220005035
44,11264,11263,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5522904829545454,0.04341382950575491,0.25,0.6799976825714111,0.005534314550459385,0,0.0,0.0,0.0,mild_drift,0.9651500551551597,0.0006499995380639945,0.5600002586841661,0.8550001662969615,1764739476.1967175,0.6200686693191528,0.022162863984704018
45,11520,11519,Electricity,uspds_csv,ts_drift_adapt_severity,2,0.5513020833333333,0.04235548314708232,0.5833333333333334,0.6792384386062622,0.005976084619760513,0,0.0,0.0,0.0,mild_drift,0.9651500275775798,0.0006499997690319972,0.5600001293420831,0.8550000831484807,1764739476.2065954,0.7334001064300537,0.023972494527697563
