dataset_name,model_variant,seed,drift_index,true_drift_step,signal_name,pre_mean,post_mean,delta
sea_abrupt4,ts_drift_adapt,1,0,10000,student_error_rate,0.05999999999999999,0.0,-0.05999999999999999
sea_abrupt4,ts_drift_adapt,1,0,10000,teacher_entropy,0.17383230425417423,0.1557711660861969,-0.01806113816797733
sea_abrupt4,ts_drift_adapt,1,0,10000,divergence_js,0.012398364986292976,0.0047449734993278,-0.007653391486965176
sea_abrupt4,ts_drift_adapt,1,0,10000,metric_accuracy,0.871431676315948,0.87584,0.0044083236840519735
sea_abrupt4,ts_drift_adapt,1,1,20000,student_error_rate,0.05999999999999999,0.0,-0.05999999999999999
sea_abrupt4,ts_drift_adapt,1,1,20000,teacher_entropy,0.17383230425417423,0.1557711660861969,-0.01806113816797733
sea_abrupt4,ts_drift_adapt,1,1,20000,divergence_js,0.012398364986292976,0.0047449734993278,-0.007653391486965176
sea_abrupt4,ts_drift_adapt,1,1,20000,metric_accuracy,0.871431676315948,0.87584,0.0044083236840519735
sea_abrupt4,ts_drift_adapt,1,2,30000,student_error_rate,0.05999999999999999,0.0,-0.05999999999999999
sea_abrupt4,ts_drift_adapt,1,2,30000,teacher_entropy,0.17383230425417423,0.1557711660861969,-0.01806113816797733
sea_abrupt4,ts_drift_adapt,1,2,30000,divergence_js,0.012398364986292976,0.0047449734993278,-0.007653391486965176
sea_abrupt4,ts_drift_adapt,1,2,30000,metric_accuracy,0.871431676315948,0.87584,0.0044083236840519735
sea_abrupt4,ts_drift_adapt,1,3,40000,student_error_rate,0.05999999999999999,0.0,-0.05999999999999999
sea_abrupt4,ts_drift_adapt,1,3,40000,teacher_entropy,0.17383230425417423,0.1557711660861969,-0.01806113816797733
sea_abrupt4,ts_drift_adapt,1,3,40000,divergence_js,0.012398364986292976,0.0047449734993278,-0.007653391486965176
sea_abrupt4,ts_drift_adapt,1,3,40000,metric_accuracy,0.871431676315948,0.87584,0.0044083236840519735
sea_abrupt4,ts_drift_adapt,2,0,10000,student_error_rate,0.05166666666666665,0.0,-0.05166666666666665
sea_abrupt4,ts_drift_adapt,2,0,10000,teacher_entropy,0.1865198589116335,0.1312602162361145,-0.055259642675519
sea_abrupt4,ts_drift_adapt,2,0,10000,divergence_js,0.013624776508659078,0.0027577050495892,-0.010867071459069878
sea_abrupt4,ts_drift_adapt,2,0,10000,metric_accuracy,0.8732425907454221,0.87692,0.0036774092545779347
sea_abrupt4,ts_drift_adapt,2,1,20000,student_error_rate,0.05166666666666665,0.0,-0.05166666666666665
sea_abrupt4,ts_drift_adapt,2,1,20000,teacher_entropy,0.1865198589116335,0.1312602162361145,-0.055259642675519
sea_abrupt4,ts_drift_adapt,2,1,20000,divergence_js,0.013624776508659078,0.0027577050495892,-0.010867071459069878
sea_abrupt4,ts_drift_adapt,2,1,20000,metric_accuracy,0.8732425907454221,0.87692,0.0036774092545779347
sea_abrupt4,ts_drift_adapt,2,2,30000,student_error_rate,0.05166666666666665,0.0,-0.05166666666666665
sea_abrupt4,ts_drift_adapt,2,2,30000,teacher_entropy,0.1865198589116335,0.1312602162361145,-0.055259642675519
sea_abrupt4,ts_drift_adapt,2,2,30000,divergence_js,0.013624776508659078,0.0027577050495892,-0.010867071459069878
sea_abrupt4,ts_drift_adapt,2,2,30000,metric_accuracy,0.8732425907454221,0.87692,0.0036774092545779347
sea_abrupt4,ts_drift_adapt,2,3,40000,student_error_rate,0.05166666666666665,0.0,-0.05166666666666665
sea_abrupt4,ts_drift_adapt,2,3,40000,teacher_entropy,0.1865198589116335,0.1312602162361145,-0.055259642675519
sea_abrupt4,ts_drift_adapt,2,3,40000,divergence_js,0.013624776508659078,0.0027577050495892,-0.010867071459069878
sea_abrupt4,ts_drift_adapt,2,3,40000,metric_accuracy,0.8732425907454221,0.87692,0.0036774092545779347
sea_abrupt4,ts_drift_adapt,3,0,10000,student_error_rate,0.06666666666666665,0.0,-0.06666666666666665
sea_abrupt4,ts_drift_adapt,3,0,10000,teacher_entropy,0.18020725280046462,0.2851592004299164,0.10495194762945176
sea_abrupt4,ts_drift_adapt,3,0,10000,divergence_js,0.01311170444823797,0.028486656025052,0.015374951576814032
sea_abrupt4,ts_drift_adapt,3,0,10000,metric_accuracy,0.8735597913252398,0.8774,0.0038402086747602038
sea_abrupt4,ts_drift_adapt,3,1,20000,student_error_rate,0.06666666666666665,0.0,-0.06666666666666665
sea_abrupt4,ts_drift_adapt,3,1,20000,teacher_entropy,0.18020725280046462,0.2851592004299164,0.10495194762945176
sea_abrupt4,ts_drift_adapt,3,1,20000,divergence_js,0.01311170444823797,0.028486656025052,0.015374951576814032
sea_abrupt4,ts_drift_adapt,3,1,20000,metric_accuracy,0.8735597913252398,0.8774,0.0038402086747602038
sea_abrupt4,ts_drift_adapt,3,2,30000,student_error_rate,0.06666666666666665,0.0,-0.06666666666666665
sea_abrupt4,ts_drift_adapt,3,2,30000,teacher_entropy,0.18020725280046462,0.2851592004299164,0.10495194762945176
sea_abrupt4,ts_drift_adapt,3,2,30000,divergence_js,0.01311170444823797,0.028486656025052,0.015374951576814032
sea_abrupt4,ts_drift_adapt,3,2,30000,metric_accuracy,0.8735597913252398,0.8774,0.0038402086747602038
sea_abrupt4,ts_drift_adapt,3,3,40000,student_error_rate,0.06666666666666665,0.0,-0.06666666666666665
sea_abrupt4,ts_drift_adapt,3,3,40000,teacher_entropy,0.18020725280046462,0.2851592004299164,0.10495194762945176
sea_abrupt4,ts_drift_adapt,3,3,40000,divergence_js,0.01311170444823797,0.028486656025052,0.015374951576814032
sea_abrupt4,ts_drift_adapt,3,3,40000,metric_accuracy,0.8735597913252398,0.8774,0.0038402086747602038
