dataset,model,acc_final_mean,acc_final_std,acc_max_mean,acc_max_std,kappa_final_mean,kappa_final_std,MDR_mean,MDR_std,MTD_mean,MTD_std,MTFA_mean,MTFA_std,MTR_mean,MTR_std,n_detected_mean,n_detected_std
sea_abrupt4,ts_drift_adapt,0.8667680000000001,0.008055365913476548,0.8667680000000001,0.008055365913476548,0.6935956165034808,0.01938474157699826,0.0,0.0,727.0,153.88307249337078,1791.9005877085879,66.5668159392222,2.5365587499628406,0.4329075262156691,31.6,1.1401754250991378
