dataset_name,model_variant,mean_acc_mean,mean_acc_std,final_acc_mean,final_acc_std,mean_drop_min_acc_mean,mean_drop_min_acc_std,max_drop_min_acc_mean,max_drop_min_acc_std,mean_drift_severity_mean,mean_drift_severity_std,runs
sea_abrupt4,ts_drift_adapt,0.8236183033829599,0.004093506004148831,0.8656016463423194,0.002727028327781446,-0.0003049813693954795,0.00018449729394184866,0.00026231545810158076,0.0004396864470055833,0.0,0.0,5
sea_abrupt4,ts_drift_adapt_severity_s1p0,0.8220579871426242,0.007301401035505038,0.859241564425069,0.009022508254254713,-0.00014870047482343218,0.0003672480952179878,0.0007873722240923087,0.0009270717534787349,0.016504235983057673,0.0052387980565412875,5
sine_abrupt4,ts_drift_adapt,0.7224444346583174,0.014987570047494523,0.6446026703516357,0.011825302173771372,0.014547993023668982,0.0010306224952163763,0.03910363158808501,0.0033078477300689992,0.0,0.0,5
sine_abrupt4,ts_drift_adapt_severity_s1p0,0.721141858379699,0.012464084809995259,0.6426507598521706,0.013770042097054874,0.014503045198541769,0.0009550372957801065,0.03780891903728687,0.003218318215380344,0.04248061030263035,0.006530833756597056,5
stagger_abrupt3,ts_drift_adapt,0.9467943779035295,0.008630421002830062,0.9314515449228622,0.0031390714481312654,0.008851643522489317,0.00013852768311448173,0.013324574210069917,0.00015319680757283367,0.0,0.0,5
stagger_abrupt3,ts_drift_adapt_severity_s1p0,0.9455437220046436,0.011011769304646198,0.9319270970454845,0.003809014303312132,0.008827707766283176,0.00026093379867506427,0.013314494989060455,0.0004067233718714234,0.04950333805253128,0.01236127770767567,5
