track,phase,group,dataset,base_dataset_name,dataset_kind,seed,run_id,log_path,horizon,confirm_rule,perm_stat,perm_alpha,perm_pre_n,perm_post_n,perm_side,perm_n_perm,delta_k,acc_final,confirm_rate_per_10k,MTFA_win,miss_tol500,conf_P90
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,1,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed1/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed1.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9303,27.0,352.0,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,2,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed2/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed2.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9158,26.0,366.08,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,3,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed3/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed3.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9204,24.0,403.4782608695652,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,4,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed4/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed4.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.929,22.0,426.6666666666667,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,5,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed5/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed5.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9015,25.0,362.6666666666667,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,6,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed6/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed6.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9125,24.0,386.7826086956522,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,7,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed7/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed7.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9261,22.0,435.8095238095238,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,8,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed8/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed8.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9213,24.0,397.9130434782609,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,9,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed9/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed9.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9103,23.0,360.72727272727275,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_nodrift,sine_abrupt4,nodrift,10,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_nodrift,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_nodrift/ts_drift_adapt/seed10/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_nodrift__ts_drift_adapt__seed10.csv,10000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.9297,26.0,368.64,,
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,1,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed1/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.86588,,,0.0,309.40000000000003
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,2,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed2/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87466,,,0.0,267.80000000000007
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,3,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed3/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.88916,,,0.0,226.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,4,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed4/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87038,,,0.0,229.4
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,5,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed5/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8724,,,0.0,314.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,6,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed6/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed6.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.88068,,,0.0,186.20000000000002
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,7,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed7/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed7.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.88472,,,0.0,272.6
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,8,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed8/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed8.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87784,,,0.0,314.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,9,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed9/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed9.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8658,,,0.0,304.6
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_abrupt4,sea_abrupt4,drift,10,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_abrupt4/ts_drift_adapt/seed10/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_abrupt4__ts_drift_adapt__seed10.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87792,,,0.0,245.40000000000003
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,1,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed1/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.6471,,,0.0,170.2
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,2,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed2/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.66446,,,0.0,282.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,3,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed3/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.63612,,,0.0,304.6
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,4,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed4/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.6878,,,0.0,277.40000000000003
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,5,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed5/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.64868,,,0.0,282.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,6,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed6/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed6.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.63886,,,0.0,90.2
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,7,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed7/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed7.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.64084,,,0.0,304.6
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,8,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed8/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed8.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.62066,,,0.0,288.6
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,9,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed9/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed9.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.66918,,,0.0,146.20000000000002
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_abrupt4,sine_abrupt4,drift,10,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_abrupt4,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_abrupt4/ts_drift_adapt/seed10/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_abrupt4__ts_drift_adapt__seed10.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.64872,,,0.0,271.00000000000006
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,1,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed1/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed1.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.86918,,,0.0,309.40000000000003
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,2,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed2/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed2.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87454,,,0.0,251.80000000000004
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,3,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed3/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed3.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87646,,,0.0,226.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,4,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed4/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed4.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8759,,,0.0,101.4
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,5,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed5/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed5.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8713,,,0.0,250.20000000000002
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,6,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed6/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed6.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8726,,,0.0,247.0
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,7,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed7/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed7.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8762,,,0.0,207.00000000000003
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,8,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed8/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed8.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87516,,,0.0,221.40000000000003
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,9,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed9/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed9.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.87012,,,0.0,282.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sea_gradual_frequent,sea_abrupt4,drift,10,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sea_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sea_gradual_frequent/ts_drift_adapt/seed10/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sea_gradual_frequent__ts_drift_adapt__seed10.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.8684,,,0.0,314.20000000000005
AL,stability,P_perm_vote_score_a0.025_pre500_post10_n5,sine_gradual_frequent,sine_abrupt4,drift,1,20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5__sine_gradual_frequent,logs_v15p3_s1/trackAL_perm_confirm_stability_v15p2/sine_gradual_frequent/ts_drift_adapt/seed1/20260113-004228-gsq_P_perm_vote_score_a0.025_pre500_post10_n5/sine_gradual_frequent__ts_drift_adapt__seed1.csv,50000,perm_test,vote_score,0.025,500,10,one_sided_pos,200,N/A,0.6388,,,0.0,154.2
