step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.6875,0.15789473684210525,0.0,0.6784277558326721,0.0066446647979319096,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.97515,0.00115,0.9,0.8775,1767764765.2451777,0.48712053894996643,0.026894109323620796
2,128,127,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.8203125,0.2086021505376344,0.0,0.6742891669273376,0.011254562996327877,0,0.0,0.0046098981983959675,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1767764765.2527983,0.4474717676639557,0.04687242582440376
3,192,191,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.8385416666666666,0.15358361774744025,0.3333333333333333,0.6707705855369568,0.01805567368865013,0,0.0,0.3333333333333333,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1767764765.2604136,0.5280654430389404,0.0772160142660141
4,256,255,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.8515625,0.12784651246189707,0.16666666666666666,0.6761335134506226,0.03212021663784981,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1767764765.2671876,0.40232565999031067,0.14076729118824005
5,320,319,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.85625,0.10516717325227935,0.3333333333333333,0.6701303124427795,0.027780553326010704,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1767764765.280342,0.6455016732215881,0.12180553376674652
6,384,383,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.859375,0.08611723226090862,0.16666666666666666,0.6666843295097351,0.026889363303780556,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1767764765.2990391,0.3524073660373688,0.11976777762174606
7,448,447,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.8616071428571429,0.11816623277668428,0.16666666666666666,0.6671146750450134,0.024462008848786354,0,0.0,0.0024273544549942017,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1767764765.3163996,0.36089596152305603,0.10877770185470581
8,512,511,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.875,0.16009637566001947,0.0,0.654716432094574,0.024014487862586975,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1767764765.324337,0.18948014080524445,0.10644065588712692
9,576,575,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.8854166666666666,0.2274740906319855,0.0,0.6530104875564575,0.023762520402669907,0,0.0,0.0002519674599170685,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1767764765.3323092,0.3478953540325165,0.1056259498000145
10,640,639,stagger_abrupt3,stagger,ts_drift_adapt,5,error_divergence_ph_meta,or,2,0.5,,0.890625,0.27348209652309274,0.0,0.6454726457595825,0.014423094689846039,0,0.0,0.009339425712823868,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1767764765.3414624,0.3578427731990814,0.06328631937503815
