epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.4886571828401736,0.7662444933920705,1.7683503286334905,0.6780501239328008,0.001
2,0.43200777976523413,0.8019456681350955,0.6619335360285402,0.6780501239328008,0.0009990133642141358
3,0.4192247551793394,0.8052496328928047,0.4789010508678991,0.7543376480308455,0.000996057350657239
4,0.41139532430931686,0.809287812041116,0.4430741266388763,0.7851831451390802,0.0009911436253643444
5,0.4076274023357117,0.8091960352422908,0.4175219569069004,0.8091434866427981,0.0009842915805643156
6,0.40131790675605794,0.8169052863436124,0.42523190845342684,0.8055632057284494,0.0009755282581475769
7,0.4006749440132259,0.8188325991189427,0.4608492735856428,0.7675571467915175,0.0009648882429441258
8,0.3976725282998162,0.8161710719530103,0.43113156938086655,0.7992288625722941,0.0009524135262330099
9,0.3971896954482522,0.8203010279001468,0.4262920470974459,0.8066648306251721,0.0009381533400219318
10,0.3972946401472134,0.8193832599118943,0.43397471206932153,0.7995042687964748,0.0009221639627510075
11,0.39376138888091594,0.8177312775330396,0.43986157358464245,0.8066648306251721,0.0009045084971874736
12,0.3915688186315013,0.8212187958883994,0.42963287165361275,0.8017075185899202,0.0008852566213878945
13,0.3899467505197343,0.822503671071953,0.4464400515054678,0.7956485816579455,0.0008644843137107056
14,0.39347903563937775,0.8173641703377387,0.5016842201635286,0.7438722115119801,0.0008422735529643443
15,0.3875151135235281,0.822136563876652,0.4983302499351013,0.7496557422197742,0.0008187119948743448
16,0.39093413117523584,0.8235132158590308,0.4329257948984295,0.8113467364362434,0.0007938926261462366
17,0.3867453072389667,0.8242474302496329,0.44286960917410856,0.7865601762599834,0.0007679133974894982
18,0.38977062343325736,0.8258076358296622,0.4855583527960813,0.7606719911870008,0.0007408768370508576
19,0.3854655097847293,0.8261747430249633,0.5096948798515027,0.7301019003029469,0.0007128896457825362
20,0.3850603966198304,0.8258076358296622,0.46252754939649754,0.7656293032222529,0.0006840622763423389
21,0.38126828224998566,0.8271842878120411,0.4321887332261741,0.7981272376755715,0.0006545084971874735
22,0.3800914040308517,0.8281020558002937,0.4272148430232534,0.8044615808317268,0.0006243449435824271
23,0.38244379568905207,0.822503671071953,0.4299541189138044,0.8083172679702562,0.0005936906572928622
24,0.38256555795669556,0.8271842878120411,0.44030567841961904,0.8036353621591849,0.000562666616782152
25,0.38051474475125385,0.8269089574155654,0.43565371042439116,0.8085926741944368,0.0005313952597646566
26,0.3804536131860226,0.82681718061674,0.44272527864438316,0.8072156430735334,0.0004999999999999998
27,0.38032947850472426,0.828928046989721,0.4320038590047747,0.7986780501239328,0.00046860474023534314
28,0.3789427949118369,0.8249816446402349,0.4298189833485302,0.8050123932800881,0.00043733338321784774
29,0.3789280068331703,0.8248898678414097,0.43127225447344536,0.7964748003304875,0.00040630934270713756
30,0.37906930327590516,0.8269089574155654,0.4431228597477362,0.7887634260534289,0.00037565505641757246
31,0.3757983952891984,0.828928046989721,0.43881607323236554,0.8080418617460755,0.00034549150281252633
32,0.3761466446164421,0.828928046989721,0.42779840653312334,0.8083172679702562,0.00031593772365766105
33,0.37363808165562834,0.8281020558002937,0.42914050852782926,0.8083172679702562,0.00028711035421746355
34,0.37479355813123055,0.8304882525697503,0.4309519014060415,0.8055632057284494,0.0002591231629491422
35,0.37430799598210707,0.8282856093979442,0.4281507254106484,0.8019829248141008,0.00023208660251050145
36,0.3738617400765944,0.8291116005873715,0.43952666023190573,0.7915174882952355,0.00020610737385376337
37,0.375902121243848,0.827826725403818,0.43792831621134587,0.7915174882952355,0.00018128800512565502
38,0.3722418270534706,0.832507342143906,0.43725071494095386,0.7939961443128615,0.00015772644703565555
39,0.3717051246005183,0.8301211453744494,0.43042638164944175,0.8008812999173781,0.00013551568628929425
40,0.37218164767462775,0.8274596182085169,0.4293692859776648,0.8110713302120628,0.00011474337861210535
41,0.3720949392836875,0.8327826725403817,0.4381197221809036,0.8061140181768108,9.549150281252626e-05
42,0.36975684744496,0.832507342143906,0.434965882714016,0.8063894244009915,7.783603724899252e-05
43,0.37024821947149594,0.830029368575624,0.4329070235474055,0.8025337372624621,6.184665997806817e-05
44,0.3719219668671248,0.8301211453744494,0.4302966376452103,0.8033599559350041,4.7586473766990294e-05
45,0.37125766960009604,0.8326908957415565,0.44052904634986556,0.8011567061415588,3.5111757055874305e-05
46,0.36925166622132455,0.8337004405286343,0.4418506638237479,0.8000550812448362,2.4471741852423218e-05
47,0.37061881808982544,0.8330580029368576,0.43495342873305665,0.8014321123657394,1.5708419435684507e-05
48,0.3706255935449782,0.829295154185022,0.4326391532479551,0.8028091434866428,8.856374635655634e-06
49,0.3713473629496346,0.8307635829662261,0.42979476517371584,0.8055632057284494,3.942649342761115e-06
50,0.37169038737397886,0.8291116005873715,0.42924476754103963,0.8052877995042688,9.866357858642198e-07
