step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.53125,-0.1497005988023952,0.6666666666666666,0.6822686195373535,0.004092497751116753,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.97515,0.00115,0.9,0.8775,1767764745.4039936,0.7223865389823914,0.016416452825069427
2,128,127,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.6640625,-0.14666666666666667,0.5,0.6790568828582764,0.008266584016382694,0,0.0,0.16666666666666663,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1767764745.4119728,0.7203866839408875,0.033555254340171814
3,192,191,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.7291666666666666,-0.1470588235294122,0.16666666666666666,0.6794754266738892,0.010258892551064491,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1767764745.419186,0.5051894783973694,0.042063452303409576
4,256,255,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.78125,-0.12,0.0,0.6823632717132568,0.017199335619807243,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1767764745.4257252,0.35372960567474365,0.0720570832490921
5,320,319,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8125,-0.1029411764705887,0.0,0.6749681830406189,0.032702457159757614,0,0.0,0.01550312153995037,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1767764745.4327896,0.272610068321228,0.1413416564464569
6,384,383,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8203125,-0.09814323607426989,0.16666666666666666,0.6763403415679932,0.03896424174308777,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1767764745.4405885,0.37780818343162537,0.17347082495689392
7,448,447,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.828125,-0.09109311740890735,0.16666666666666666,0.6819033622741699,0.04968470707535744,0,0.0,0.010720465332269669,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1767764745.4493864,0.35273802280426025,0.22646035254001617
8,512,511,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.833984375,-0.08452950558213716,0.5,0.6697340607643127,0.04304952546954155,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1767764745.457554,0.7761823534965515,0.19719254970550537
9,576,575,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.84375,-0.07712765957446825,0.3333333333333333,0.6679354310035706,0.036368098109960556,0,0.0,0.16666666666666669,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1767764745.465111,0.5279862880706787,0.1634761244058609
10,640,639,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8515625,-0.07102593010146506,0.0,0.6709205508232117,0.027993086725473404,0,0.0,0.3333333333333333,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1767764745.4727137,0.2343040257692337,0.12388478964567184
11,704,703,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8607954545454546,-0.026911169326029653,0.0,0.6638558506965637,0.022147540003061295,0,0.0,0.005845546722412109,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1767764745.4802594,0.30298754572868347,0.0970328226685524
12,768,767,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8658854166666666,0.040791579764271765,0.0,0.6595150232315063,0.018831217661499977,0,0.0,0.0033163223415613174,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1767764745.4902449,0.2542494833469391,0.08165127038955688
13,832,831,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.875,0.04477611940298507,0.0,0.6511901617050171,0.019523393362760544,0,0.0,0.0006921757012605667,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1767764745.4999766,0.3225184381008148,0.0862722098827362
14,896,895,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8794642857142857,0.15922637148765356,0.16666666666666666,0.6515017747879028,0.013846062123775482,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603018127441405,0.0012999816894531252,0.8000122070312501,0.8550027465820312,1767764745.5115318,0.37021902203559875,0.059188246726989746
15,960,959,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8854166666666666,0.2294220665499121,0.0,0.6491200923919678,0.01226722914725542,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603009063720702,0.0012999908447265626,0.8000061035156251,0.8550013732910156,1767764745.5334356,0.26580291986465454,0.05252440273761749
16,1024,1023,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8916015625,0.26541374764108266,0.16666666666666666,0.6463428139686584,0.013174312189221382,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603004531860351,0.0012999954223632815,0.8000030517578125,0.8550006866455078,1767764745.5509245,0.3375360071659088,0.05708669126033783
17,1088,1087,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.8961397058823529,0.3302244497711917,0.0,0.6528887748718262,0.01398430299013853,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603002265930175,0.0012999977111816407,0.8000015258789063,0.8550003433227539,1767764745.5587811,0.2627585530281067,0.06050276383757591
18,1152,1151,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.9010416666666666,0.3795038979447195,0.0,0.6387704014778137,0.013357128947973251,0,0.0,0.0006271740421652794,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603001132965088,0.0012999988555908205,0.8000007629394532,0.8550001716613769,1767764745.5665145,0.2867514193058014,0.0583370216190815
19,1216,1215,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.9046052631578947,0.4187524209034192,0.0,0.6367883086204529,0.014376848936080933,0,0.0,0.0010197199881076813,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603000566482544,0.0012999994277954102,0.8000003814697266,0.8550000858306884,1767764745.5740356,0.1997518092393875,0.06341966986656189
20,1280,1279,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.909375,0.46526452263478235,0.0,0.6314073801040649,0.015044420957565308,0,0.0,0.000667572021484375,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9603000283241272,0.0012999997138977053,0.8000001907348633,0.8550000429153441,1767764745.5822213,0.2755902111530304,0.06703939288854599
21,1344,1343,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.9122023809523809,0.4893617021276597,0.16666666666666666,0.6292833685874939,0.01633639447391033,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,stable,0.9751500141620636,0.0010499998569488526,0.9000000953674316,0.9000000214576721,1767764745.5914578,0.27977263927459717,0.07289713621139526
22,1408,1407,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.9161931818181818,0.5154597684388577,0.0,0.6137861609458923,0.016903843730688095,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,stable,0.9825750070810317,0.0009249999284744264,0.9500000476837158,0.9225000107288361,1767764745.5995214,0.1936548948287964,0.07600945234298706
23,1472,1471,stagger_abrupt3,stagger,ts_drift_adapt,1,error_divergence_ph_meta,or,2,0.5,,0.9198369565217391,0.5270335032457628,0.0,0.6039149761199951,0.017802417278289795,0,0.0,0.0008985735476016998,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,stable,0.9862875035405159,0.0008624999642372132,0.9750000238418579,0.9337500053644181,1767764745.6072931,0.21945424377918243,0.08061331510543823
