table_name,dataset,n_total,n_missing_summary,n_dataset_mismatch,n_seed_mismatch,n_seed_schema_missing,missing_summary_ratio,dataset_mismatch_ratio,seed_mismatch_ratio,row_idx,track,phase,group,seed,run_id,log_path,summary_path,summary_exists,summary_read_error,summary_dataset_name,summary_seed,summary_seed_present,match_dataset,match_seed,summary_tw_has___confirm_rule,summary_tw_has___perm_alpha,status,label_dataset,corrected_dataset_mode,label_purity,corrected_dataset_counts_json,rank,confirm_rule,perm_stat,perm_alpha,perm_pre_n,perm_post_n,delta_k,sea_miss,sea_confP90,sine_miss,sine_confP90,no_drift_rate,no_drift_MTFA,drift_acc_final,best_drift_acc_step1,phase_used,miss_sum,conf_over_sum,distance,check,report_winner,recomputed_winner,report_winner_line,n_feasible_groups,claim,report_value,recomputed_value,report_line,detail,source,n_rows,n_ref_runs,n_found_in_RUN_INDEX,n_missing_in_RUN_INDEX,traceability_ratio,first_missing_example_json,trackam_n_runs,run_index_n_runs
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,7,AL,quick,A_weighted_n5,2,20260111-183656-wsn_A_weighted_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed2.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed2.summary.json,1,,sine_nodrift,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,8,AL,quick,A_weighted_n5,3,20260111-183656-wsn_A_weighted_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed3.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed3.summary.json,1,,sine_nodrift,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,9,AL,quick,A_weighted_n5,4,20260111-183656-wsn_A_weighted_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed4.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed4.summary.json,1,,sine_nodrift,4,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,10,AL,quick,A_weighted_n5,5,20260111-183656-wsn_A_weighted_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed5.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-183656-wsn_A_weighted_n5/sine_nodrift__ts_drift_adapt__seed5.summary.json,1,,sine_nodrift,5,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,11,AL,quick,A_weighted_n5,1,20260111-183656-wsn_A_weighted_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed1.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed1.summary.json,1,,sea_abrupt4,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,12,AL,quick,A_weighted_n5,2,20260111-183656-wsn_A_weighted_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed2.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed2.summary.json,1,,sea_abrupt4,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,13,AL,quick,A_weighted_n5,3,20260111-183656-wsn_A_weighted_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed3.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed3.summary.json,1,,sea_abrupt4,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,14,AL,quick,A_weighted_n5,4,20260111-183656-wsn_A_weighted_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed4.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed4.summary.json,1,,sea_abrupt4,4,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,15,AL,quick,A_weighted_n5,5,20260111-183656-wsn_A_weighted_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed5.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260111-183656-wsn_A_weighted_n5/sea_abrupt4__ts_drift_adapt__seed5.summary.json,1,,sea_abrupt4,5,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_abrupt4,,,,,,,,,16,AL,quick,A_weighted_n5,1,20260111-183656-wsn_A_weighted_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed1.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed1.summary.json,1,,sine_abrupt4,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_abrupt4,,,,,,,,,17,AL,quick,A_weighted_n5,2,20260111-183656-wsn_A_weighted_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed2/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed2.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed2/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed2.summary.json,1,,sine_abrupt4,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_abrupt4,,,,,,,,,18,AL,quick,A_weighted_n5,3,20260111-183656-wsn_A_weighted_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed3/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed3.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed3/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed3.summary.json,1,,sine_abrupt4,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_abrupt4,,,,,,,,,19,AL,quick,A_weighted_n5,4,20260111-183656-wsn_A_weighted_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed4/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed4.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed4/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed4.summary.json,1,,sine_abrupt4,4,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_abrupt4,,,,,,,,,20,AL,quick,A_weighted_n5,5,20260111-183656-wsn_A_weighted_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed5/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed5.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed5/20260111-183656-wsn_A_weighted_n5/sine_abrupt4__ts_drift_adapt__seed5.summary.json,1,,sine_abrupt4,5,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_nodrift,,,,,,,,,21,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,1,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed1/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed1.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed1/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed1.summary.json,1,,sea_nodrift,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_nodrift,,,,,,,,,22,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,2,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed2/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed2.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed2/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed2.summary.json,1,,sea_nodrift,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_nodrift,,,,,,,,,23,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,3,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed3/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed3.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed3/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed3.summary.json,1,,sea_nodrift,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_nodrift,,,,,,,,,24,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,4,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed4/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed4.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed4/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed4.summary.json,1,,sea_nodrift,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_nodrift,,,,,,,,,25,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,5,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed5/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed5.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed5/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_nodrift__ts_drift_adapt__seed5.summary.json,1,,sea_nodrift,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,26,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,1,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed1/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed1.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed1/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed1.summary.json,1,,sine_nodrift,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,27,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,2,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed2.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed2.summary.json,1,,sine_nodrift,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,28,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,3,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed3.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed3.summary.json,1,,sine_nodrift,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,29,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,4,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed4.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed4.summary.json,1,,sine_nodrift,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sine_nodrift,,,,,,,,,30,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,5,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed5.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sine_nodrift__ts_drift_adapt__seed5.summary.json,1,,sine_nodrift,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,31,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,1,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_abrupt4__ts_drift_adapt__seed1.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_abrupt4__ts_drift_adapt__seed1.summary.json,1,,sea_abrupt4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,32,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,2,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_abrupt4__ts_drift_adapt__seed2.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_abrupt4__ts_drift_adapt__seed2.summary.json,1,,sea_abrupt4,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_INDEX_VS_SUMMARY_ALIGNMENT,sea_abrupt4,,,,,,,,,33,AL,quick,P_perm_fused_score_a0.05_pre200_post30_n5,3,20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_abrupt4__ts_drift_adapt__seed3.csv,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-183855-btf_P_perm_fused_score_a0.05_pre200_post30_n5/sea_abrupt4__ts_drift_adapt__seed3.summary.json,1,,sea_abrupt4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
