step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,sine_abrupt4,sine,ts_drift_adapt,3,0.578125,0.011441647597254004,0.6666666666666666,0.6704040765762329,0.004356550984084606,0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1763996007.5883362,0.7743501663208008,0.01746419630944729
2,128,127,sine_abrupt4,sine,ts_drift_adapt,3,0.625,0.1777301927194861,0.0,0.6640715599060059,0.00742722162976861,0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1763996007.597616,0.544071614742279,0.029489386826753616
3,192,191,sine_abrupt4,sine,ts_drift_adapt,3,0.6302083333333334,0.2391158740790355,0.5,0.6706960797309875,0.00588022219017148,0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1763996007.6053164,0.7629325985908508,0.02341577224433422
4,256,255,sine_abrupt4,sine,ts_drift_adapt,3,0.6328125,0.25076281213026963,0.6666666666666666,0.6710084080696106,0.003468865528702736,0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1763996007.6134758,0.6931920051574707,0.01378740556538105
5,320,319,sine_abrupt4,sine,ts_drift_adapt,3,0.665625,0.29749692244562986,0.0,0.6784313321113586,0.004467490129172802,0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1763996007.621672,0.5088420510292053,0.01804780587553978
6,384,383,sine_abrupt4,sine,ts_drift_adapt,3,0.6692708333333334,0.2960332582712629,0.6666666666666666,0.6746429800987244,0.005547060631215572,0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1763996007.6298692,0.7483379244804382,0.02258005365729332
7,448,447,sine_abrupt4,sine,ts_drift_adapt,3,0.671875,0.29674084831916614,0.16666666666666666,0.6659094095230103,0.005031282547861338,0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1763996007.638262,0.510202944278717,0.02018425613641739
8,512,511,sine_abrupt4,sine,ts_drift_adapt,3,0.666015625,0.28250180292401494,0.0,0.6743480563163757,0.009181646630167961,0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1763996007.6476967,0.3681676387786865,0.038653429597616196
9,576,575,sine_abrupt4,sine,ts_drift_adapt,3,0.6527777777777778,0.2595639654463183,0.3333333333333333,0.6711090803146362,0.010141802951693535,0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1763996007.6570363,0.5033525824546814,0.042465124279260635
10,640,639,sine_abrupt4,sine,ts_drift_adapt,3,0.646875,0.24507030491560275,0.0,0.6654772758483887,0.011094954796135426,0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1763996007.666484,0.25397148728370667,0.04783562943339348
11,704,703,sine_abrupt4,sine,ts_drift_adapt,3,0.640625,0.22804341042266227,0.6666666666666666,0.6593546867370605,0.017775490880012512,0,0.0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1763996007.6755142,0.8547564148902893,0.07840248942375183
12,768,767,sine_abrupt4,sine,ts_drift_adapt,3,0.6302083333333334,0.21054003185174458,0.6666666666666666,0.6621127128601074,0.01603955589234829,0,0.0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1763996007.6847591,0.900961697101593,0.07114628702402115
13,832,831,sine_abrupt4,sine,ts_drift_adapt,3,0.6346153846153846,0.21311638614939477,0.16666666666666666,0.6624915599822998,0.012569613754749298,0,0.0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1763996007.6943495,0.4591645300388336,0.054388850927352905
14,896,895,sine_abrupt4,sine,ts_drift_adapt,3,0.6439732142857143,0.22203592814371256,0.16666666666666666,0.6578343510627747,0.01162714697420597,0,0.0,mild_drift,0.9603018127441405,0.0012999816894531252,0.8000122070312501,0.8550027465820312,1763996007.7037303,0.3699348270893097,0.05019951984286308
15,960,959,sine_abrupt4,sine,ts_drift_adapt,3,0.65,0.2338497057104991,0.16666666666666666,0.6585870981216431,0.010082348249852657,0,0.0,mild_drift,0.9603009063720702,0.0012999908447265626,0.8000061035156251,0.8550013732910156,1763996007.7128527,0.4420975148677826,0.04316583648324013
16,1024,1023,sine_abrupt4,sine,ts_drift_adapt,3,0.6474609375,0.24185172727794776,0.3333333333333333,0.6540365815162659,0.007200905587524176,0,0.0,mild_drift,0.9603004531860351,0.0012999954223632815,0.8000030517578125,0.8550006866455078,1763996007.7219007,0.5394397377967834,0.029980288818478584
17,1088,1087,sine_abrupt4,sine,ts_drift_adapt,3,0.6571691176470589,0.26628964838947644,0.16666666666666666,0.647339940071106,0.007224334869533777,0,0.0,mild_drift,0.9603002265930175,0.0012999977111816407,0.8000015258789063,0.8550003433227539,1763996007.731006,0.4976663887500763,0.029474426060914993
18,1152,1151,sine_abrupt4,sine,ts_drift_adapt,3,0.6701388888888888,0.2965654215368991,0.16666666666666666,0.6484860777854919,0.009234237484633923,0,0.0,mild_drift,0.9603001132965088,0.0012999988555908205,0.8000007629394532,0.8550001716613769,1763996007.740682,0.4683474004268646,0.038254961371421814
19,1216,1215,sine_abrupt4,sine,ts_drift_adapt,3,0.6833881578947368,0.3290683543142785,0.3333333333333333,0.6560103297233582,0.0097494563087821,0,0.0,mild_drift,0.9603000566482544,0.0012999994277954102,0.8000003814697266,0.8550000858306884,1763996007.7500849,0.65373694896698,0.040300000458955765
20,1280,1279,sine_abrupt4,sine,ts_drift_adapt,3,0.6953125,0.35253758057612744,0.16666666666666666,0.6496514081954956,0.009125282056629658,0,0.0,mild_drift,0.9603000283241272,0.0012999997138977053,0.8000001907348633,0.8550000429153441,1763996007.759348,0.50775545835495,0.03736759349703789
21,1344,1343,sine_abrupt4,sine,ts_drift_adapt,3,0.7053571428571429,0.3754881345749475,0.0,0.6371186375617981,0.011517004109919071,0,0.0,stable,0.9751500141620636,0.0010499998569488526,0.9000000953674316,0.9000000214576721,1763996007.768712,0.49027106165885925,0.047367215156555176
