step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,NOAA,uspds_csv,ts_drift_adapt,2,0.5859375,0.047124095793243906,0.6666666666666666,0.6801318526268005,0.004357209429144859,0,0.0,mild_drift,0.980075,0.000575,0.6299999999999999,0.8775,1764683753.5898106,0.7495128512382507,0.017509113997220993
2,512,511,NOAA,uspds_csv,ts_drift_adapt,2,0.65234375,0.0532111616696794,0.4166666666666667,0.6808945536613464,0.004400777164846659,0,0.0,mild_drift,0.9726125,0.0006125,0.595,0.86625,1764683753.5982192,0.6512781977653503,0.017792657017707825
3,768,767,NOAA,uspds_csv,ts_drift_adapt,2,0.6744791666666666,0.035437619942327026,0.16666666666666666,0.6795029044151306,0.006216656882315874,0,0.0,mild_drift,0.9688812499999999,0.0006312500000000001,0.5774999999999999,0.860625,1764683753.6063404,0.5209927558898926,0.02534966729581356
4,1024,1023,NOAA,uspds_csv,ts_drift_adapt,2,0.6376953125,-0.0013600851898320453,0.5,0.6808485388755798,0.010998846963047981,0,0.0,mild_drift,0.9670156249999999,0.0006406250000000001,0.5687499999999999,0.8578125,1764683753.6143186,0.691723108291626,0.045731738209724426
5,1280,1279,NOAA,uspds_csv,ts_drift_adapt,2,0.6546875,0.002352343703160348,0.5,0.676443338394165,0.012186362408101559,0,0.0,mild_drift,0.9660828124999999,0.0006453125,0.5643749999999998,0.85640625,1764683753.6230738,0.7770957350730896,0.05103965103626251
6,1536,1535,NOAA,uspds_csv,ts_drift_adapt,2,0.6731770833333334,0.0075143839054719,0.25,0.6764025092124939,0.013464518822729588,0,0.0,mild_drift,0.9656164062499999,0.00064765625,0.5621874999999998,0.855703125,1764683753.6319065,0.5456350445747375,0.05645983666181564
7,1792,1791,NOAA,uspds_csv,ts_drift_adapt,2,0.6768973214285714,0.005833339721133951,0.4166666666666667,0.6754205226898193,0.013758620247244835,0,0.0,mild_drift,0.9653832031249999,0.0006488281250000001,0.56109375,0.8553515625,1764683753.6409721,0.7295410633087158,0.05764894559979439
8,2048,2047,NOAA,uspds_csv,ts_drift_adapt,2,0.6796875,0.004471212770151209,0.16666666666666666,0.6713699698448181,0.011548612266778946,0,0.0,mild_drift,0.9652666015625,0.0006494140625,0.560546875,0.85517578125,1764683753.6500528,0.5236849188804626,0.048417605459690094
9,2304,2303,NOAA,uspds_csv,ts_drift_adapt,2,0.6875,0.004995177566326236,0.25,0.6734657883644104,0.010064195841550827,0,0.0,mild_drift,0.96520830078125,0.00064970703125,0.5602734375,0.855087890625,1764683753.6604238,0.5525094270706177,0.0418536439538002
10,2560,2559,NOAA,uspds_csv,ts_drift_adapt,2,0.690234375,0.004177384827596847,0.08333333333333333,0.6737459301948547,0.010100549086928368,0,0.0,mild_drift,0.965179150390625,0.0006498535156250001,0.5601367187499999,0.8550439453125,1764683753.6721435,0.4650609791278839,0.042021434754133224
11,2816,2815,NOAA,uspds_csv,ts_drift_adapt,2,0.6878551136363636,0.0017116298878646983,0.3333333333333333,0.6714447736740112,0.008634759113192558,0,0.0,mild_drift,0.9651645751953124,0.0006499267578125001,0.560068359375,0.85502197265625,1764683753.6839075,0.6541601419448853,0.03589700162410736
12,3072,3071,NOAA,uspds_csv,ts_drift_adapt,2,0.6966145833333334,0.004744239336585673,0.25,0.6687566041946411,0.008488629013299942,0,0.0,mild_drift,0.9651572875976562,0.0006499633789062501,0.5600341796874999,0.855010986328125,1764683753.6958992,0.6143832802772522,0.03523116558790207
13,3328,3327,NOAA,uspds_csv,ts_drift_adapt,2,0.6977163461538461,0.003908832390290738,0.25,0.6664583683013916,0.006813079584389925,0,0.0,mild_drift,0.9651536437988281,0.000649981689453125,0.56001708984375,0.8550054931640625,1764683753.7060382,0.6244711875915527,0.02826084941625595
14,3584,3583,NOAA,uspds_csv,ts_drift_adapt,2,0.6964285714285714,0.00518405433868593,0.5833333333333334,0.6647994518280029,0.006188468541949987,0,0.0,mild_drift,0.965151821899414,0.0006499908447265626,0.560008544921875,0.8550027465820312,1764683753.715663,0.7733848094940186,0.02552921511232853
15,3840,3839,NOAA,uspds_csv,ts_drift_adapt,2,0.696875,0.004791507098199435,0.16666666666666666,0.6629282236099243,0.005846905987709761,0,0.0,mild_drift,0.965150910949707,0.0006499954223632813,0.5600042724609375,0.8550013732910156,1764683753.7258465,0.5419848561286926,0.02414695732295513
16,4096,4095,NOAA,uspds_csv,ts_drift_adapt,2,0.696533203125,0.004314165089760448,0.3333333333333333,0.6615828275680542,0.006217509042471647,0,0.0,mild_drift,0.9651504554748535,0.0006499977111816407,0.5600021362304688,0.8550006866455078,1764683753.7356956,0.6258700489997864,0.025741396471858025
17,4352,4351,NOAA,uspds_csv,ts_drift_adapt,2,0.6943933823529411,0.0027786353812904877,0.08333333333333333,0.6647241115570068,0.006154881324619055,0,0.0,mild_drift,0.9651502277374266,0.0006499988555908204,0.5600010681152343,0.8550003433227539,1764683753.745028,0.48806968331336975,0.025399979203939438
18,4608,4607,NOAA,uspds_csv,ts_drift_adapt,2,0.6948784722222222,0.0022364350098637953,0.25,0.6600749492645264,0.005332875996828079,0,0.0,mild_drift,0.9651501138687133,0.0006499994277954103,0.5600005340576171,0.8550001716613769,1764683753.754437,0.5528393387794495,0.02203507162630558
19,4864,4863,NOAA,uspds_csv,ts_drift_adapt,2,0.6969572368421053,0.002010028986734174,0.16666666666666666,0.6615066528320312,0.005338993389159441,0,0.0,mild_drift,0.9651500569343566,0.0006499997138977051,0.5600002670288085,0.8550000858306884,1764683753.763942,0.47665536403656006,0.022010216489434242
20,5120,5119,NOAA,uspds_csv,ts_drift_adapt,2,0.694921875,0.0015351317446670018,0.5,0.6607345938682556,0.006724492646753788,0,0.0,mild_drift,0.9651500284671783,0.0006499998569488527,0.5600001335144043,0.8550000429153441,1764683753.7737617,0.6881954073905945,0.027892157435417175
21,5376,5375,NOAA,uspds_csv,ts_drift_adapt,2,0.6921502976190477,0.0010118689124501154,0.25,0.6556912064552307,0.005211178679019213,0,0.0,stable,0.9800750142335892,0.0005249999284744263,0.6300000667572021,0.9000000214576721,1764683753.7821283,0.5571346879005432,0.021522894501686096
22,5632,5631,NOAA,uspds_csv,ts_drift_adapt,2,0.6960227272727273,0.0014432596790363106,0.08333333333333333,0.65891033411026,0.006220750976353884,0,0.0,stable,0.9875375071167947,0.0004624999642372132,0.665000033378601,0.9225000107288361,1764683753.7903776,0.46409180760383606,0.02578641287982464
