dataset,model,acc_final_mean,acc_final_std,acc_max_mean,acc_max_std,kappa_final_mean,kappa_final_std,MDR_mean,MDR_std,MTD_mean,MTD_std,MTFA_mean,MTFA_std,MTR_mean,MTR_std,n_detected_mean,n_detected_std
sea_abrupt4,ts_drift_adapt,0.8741066666666667,0.003061785971183005,0.8741066666666667,0.003061785971183005,0.711058322552141,0.00887139957602235,0.0,0.0,844.3333333333334,190.88565512718168,1853.4399999999998,53.20860080851596,2.2708461930997834,0.5029403330253721,30.666666666666668,1.154700538379251
