dataset,model,seed,acc_final,acc_max,kappa_final,drift_events,total_steps,seen_samples,MDR,MTD,MTFA,MTR,n_detected
sea_abrupt4,ts_drift_adapt,1,0.87746,0.87746,0.7205189309975646,30,782,50000,0.0,999.0,1884.16,1.8860460460460462,30
sea_abrupt4,ts_drift_adapt,3,0.8734,0.8734,0.7097301347764712,30,782,50000,0.0,903.0,1884.16,2.0865559246954595,30
sea_abrupt4,ts_drift_adapt,5,0.87146,0.87146,0.7029259018823872,32,782,50000,0.0,631.0,1792.0,2.839936608557845,32
