step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.375,-0.23671497584541062,0.5,0.6825914978981018,0.005031997337937355,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.97515,0.00115,0.9,0.8775,1767764662.7840452,0.6723482012748718,0.02028064616024494
2,128,127,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.390625,-0.1726568005637773,0.5,0.6776665449142456,0.004919638857245445,0,0.0,0.00011235848069190979,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1767764662.8004532,0.7307766079902649,0.019657114520668983
3,192,191,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.4791666666666667,-0.09839816933638443,0.5,0.6828210353851318,0.005218148697167635,0,0.0,0.0002985098399221897,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1767764662.818592,0.7099661827087402,0.021231120452284813
4,256,255,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.5078125,-0.08972972972972973,0.8333333333333334,0.6789410710334778,0.008624819107353687,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1767764662.8328729,0.7492030262947083,0.03499716892838478
5,320,319,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.540625,-0.0249259194701062,0.3333333333333333,0.6815170049667358,0.00635528052225709,0,0.0,0.5,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1767764662.840411,0.6033605933189392,0.02586452290415764
6,384,383,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.5703125,0.025170779740291655,0.16666666666666666,0.6829930543899536,0.0069626313634216785,0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1767764662.847941,0.5757479071617126,0.02847333252429962
7,448,447,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.5892857142857143,0.06156648451730415,0.16666666666666666,0.6815018653869629,0.008708822540938854,0,0.0,0.0017461911775171757,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1767764662.8554814,0.6350191831588745,0.035670287907123566
8,512,511,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.60546875,0.08142674435128607,0.5,0.6819860339164734,0.010465843603014946,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1767764662.8641963,0.7245435118675232,0.04344844073057175
9,576,575,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.6267361111111112,0.12167721070101296,0.16666666666666666,0.6810265183448792,0.010286154225468636,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1767764662.8727536,0.4896985590457916,0.04216133430600166
10,640,639,sea_abrupt4,sea,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.6421875,0.149489322191272,0.16666666666666666,0.6833727359771729,0.010424423962831497,0,0.0,0.00013826973736286163,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1767764662.8820815,0.5230991244316101,0.04293786734342575
