step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,drift_severity_raw,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,Airlines,uspds_csv,ts_drift_adapt,2,0.67578125,0.057654780911832536,0.25,0.673754096031189,0.003985485062003136,0,0.0,0.0,0.0,mild_drift,0.980075,0.000575,0.6299999999999999,0.8775,1764759247.4619696,0.6268474459648132,0.01597510650753975
2,512,511,Airlines,uspds_csv,ts_drift_adapt,2,0.70703125,0.04707546467478969,0.25,0.6763402819633484,0.004386591725051403,0,0.0,0.0,0.0,mild_drift,0.9726125,0.0006125,0.595,0.86625,1764759247.4723277,0.635235071182251,0.017867760732769966
3,768,767,Airlines,uspds_csv,ts_drift_adapt,2,0.73828125,0.040071636445041026,0.08333333333333333,0.6730326414108276,0.007286349311470985,0,0.0,0.0,0.0,mild_drift,0.9688812499999999,0.0006312500000000001,0.5774999999999999,0.860625,1764759247.4821372,0.47405123710632324,0.030028508976101875
4,1024,1023,Airlines,uspds_csv,ts_drift_adapt,2,0.748046875,0.03325526932084309,0.16666666666666666,0.6752455830574036,0.012859953567385674,0,0.0,0.0,0.0,mild_drift,0.9670156249999999,0.0006406250000000001,0.5687499999999999,0.8578125,1764759247.491941,0.5137513279914856,0.05387154221534729
5,1280,1279,Airlines,uspds_csv,ts_drift_adapt,2,0.7421875,0.01902497027348355,0.16666666666666666,0.6770489811897278,0.01916586048901081,0,0.0,0.0,0.0,mild_drift,0.9660828124999999,0.0006453125,0.5643749999999998,0.85640625,1764759247.5020926,0.4632662236690521,0.08137679100036621
6,1536,1535,Airlines,uspds_csv,ts_drift_adapt,2,0.7389322916666666,0.015422389319419931,0.16666666666666666,0.6725659966468811,0.024567412212491035,0,0.0,0.0,0.0,mild_drift,0.9656164062499999,0.00064765625,0.5621874999999998,0.855703125,1764759247.5126057,0.37745562195777893,0.10581234842538834
7,1792,1791,Airlines,uspds_csv,ts_drift_adapt,2,0.7349330357142857,0.010191124279620713,0.16666666666666666,0.6739513278007507,0.02628994733095169,0,0.0,0.0,0.0,mild_drift,0.9653832031249999,0.0006488281250000001,0.56109375,0.8553515625,1764759247.5236065,0.43488022685050964,0.11455196887254715
8,2048,2047,Airlines,uspds_csv,ts_drift_adapt,2,0.73486328125,0.007982073340874139,0.3333333333333333,0.6708403825759888,0.030729418620467186,0,0.0,0.0,0.0,mild_drift,0.9652666015625,0.0006494140625,0.560546875,0.85517578125,1764759247.5346894,0.6535102725028992,0.1358472853899002
9,2304,2303,Airlines,uspds_csv,ts_drift_adapt,2,0.7296006944444444,0.0048502899358560695,0.16666666666666666,0.6634157299995422,0.029054787009954453,0,0.0,0.0,0.0,mild_drift,0.96520830078125,0.00064970703125,0.5602734375,0.855087890625,1764759247.5455735,0.4757852256298065,0.12859800457954407
10,2560,2559,Airlines,uspds_csv,ts_drift_adapt,2,0.726171875,0.0030000666681481813,0.25,0.6678236126899719,0.029674870893359184,0,0.0,0.0,0.0,mild_drift,0.965179150390625,0.0006498535156250001,0.5601367187499999,0.8550439453125,1764759247.5565948,0.6661551594734192,0.1314122974872589
11,2816,2815,Airlines,uspds_csv,ts_drift_adapt,2,0.7233664772727273,0.001731083228516138,0.16666666666666666,0.6597197651863098,0.02479248307645321,0,0.0,0.0,0.0,mild_drift,0.9651645751953124,0.0006499267578125001,0.560068359375,0.85502197265625,1764759247.567764,0.4536881148815155,0.10918846726417542
12,3072,3071,Airlines,uspds_csv,ts_drift_adapt,2,0.7138671875,-0.0006329254645034674,0.4166666666666667,0.6586940288543701,0.02421298623085022,0,0.0,0.0,0.0,mild_drift,0.9651572875976562,0.0006499633789062501,0.5600341796874999,0.855010986328125,1764759247.5791423,0.8046216368675232,0.10651615262031555
13,3328,3327,Airlines,uspds_csv,ts_drift_adapt,2,0.7115384615384616,-0.00120274192567836,0.25,0.6553924083709717,0.01945280283689499,0,0.0,0.0,0.0,mild_drift,0.9651536437988281,0.000649981689453125,0.56001708984375,0.8550054931640625,1764759247.5903594,0.6460105776786804,0.08461866527795792
14,3584,3583,Airlines,uspds_csv,ts_drift_adapt,2,0.7067522321428571,-0.002061166745942613,0.4166666666666667,0.6481580138206482,0.014607005752623081,0,0.0,0.0,0.0,mild_drift,0.965151821899414,0.0006499908447265626,0.560008544921875,0.8550027465820312,1764759247.6014657,0.8493868708610535,0.06270559132099152
15,3840,3839,Airlines,uspds_csv,ts_drift_adapt,2,0.69765625,-0.003384947785380021,0.3333333333333333,0.6498145461082458,0.010987902991473675,0,0.0,0.0,0.0,mild_drift,0.965150910949707,0.0006499954223632813,0.5600042724609375,0.8550013732910156,1764759247.6125758,0.6294130682945251,0.046517834067344666
16,4096,4095,Airlines,uspds_csv,ts_drift_adapt,2,0.69189453125,-0.004026476462108196,0.5833333333333334,0.6464090943336487,0.007620912976562977,0,0.0,0.0,0.0,mild_drift,0.9651504554748535,0.0006499977111816407,0.5600021362304688,0.8550006866455078,1764759247.623591,0.920290470123291,0.032007623463869095
17,4352,4351,Airlines,uspds_csv,ts_drift_adapt,2,0.68359375,-0.0038628769152730265,0.5833333333333334,0.6411693096160889,0.004996703937649727,0,0.0,0.0,0.0,mild_drift,0.9651502277374266,0.0006499988555908204,0.5600010681152343,0.8550003433227539,1764759247.6348157,0.7919238209724426,0.020731594413518906
18,4608,4607,Airlines,uspds_csv,ts_drift_adapt,2,0.6768663194444444,-0.004453298339367761,0.5,0.6383249163627625,0.003548301989212632,0,0.0,0.0,0.0,mild_drift,0.9651501138687133,0.0006499994277954103,0.5600005340576171,0.8550001716613769,1764759247.645979,0.8033406734466553,0.014500482007861137
19,4864,4863,Airlines,uspds_csv,ts_drift_adapt,2,0.6677631578947368,-0.005498615879773786,0.4166666666666667,0.6426138877868652,0.0034175857435911894,0,0.0,0.0,0.0,mild_drift,0.9651500569343566,0.0006499997138977051,0.5600002670288085,0.8550000858306884,1764759247.6568947,0.7138351798057556,0.01369820348918438
20,5120,5119,Airlines,uspds_csv,ts_drift_adapt,2,0.66171875,-0.007218300900651927,0.5,0.6465478539466858,0.0029622160363942385,0,0.0,0.0,0.0,mild_drift,0.9651500284671783,0.0006499998569488527,0.5600001335144043,0.8550000429153441,1764759247.6681879,0.7152571082115173,0.011708224192261696
21,5376,5375,Airlines,uspds_csv,ts_drift_adapt,2,0.6553199404761905,-0.001797290708956117,0.3333333333333333,0.6456632614135742,0.004781189374625683,0,0.0,0.0,0.0,stable,0.9800750142335892,0.0005249999284744263,0.6300000667572021,0.9000000214576721,1764759247.6792166,0.6568648815155029,0.018822694197297096
22,5632,5631,Airlines,uspds_csv,ts_drift_adapt,2,0.6487926136363636,0.00033937916405763434,0.25,0.6451312303543091,0.006559418980032206,0,0.0,0.0,0.0,stable,0.9875375071167947,0.0004624999642372132,0.665000033378601,0.9225000107288361,1764759247.690241,0.6061140894889832,0.02579972706735134
23,5888,5887,Airlines,uspds_csv,ts_drift_adapt,2,0.6423233695652174,0.01499667961985617,0.5,0.651550829410553,0.007601364515721798,0,0.0,0.0,0.0,stable,0.9912687535583973,0.0004312499821186066,0.6825000166893005,0.9337500053644181,1764759247.701063,0.6832122802734375,0.029964478686451912
24,6144,6143,Airlines,uspds_csv,ts_drift_adapt,2,0.6359049479166666,0.02563801541666792,0.9166666666666666,0.6516843438148499,0.007953518070280552,0,0.0,0.0,0.0,stable,0.9931343767791987,0.00041562499105930327,0.6912500083446502,0.9393750026822091,1764759247.7123868,0.7996549010276794,0.031480129808187485
25,6400,6399,Airlines,uspds_csv,ts_drift_adapt,2,0.630625,0.030053245266079304,0.5,0.6500341296195984,0.008413813076913357,1,0.0,0.0,0.0,stable,0.9940671883895993,0.0004078124955296516,0.6956250041723251,0.9421875013411045,1764759247.72339,0.6795902848243713,0.03325020521879196
26,6656,6655,Airlines,uspds_csv,ts_drift_adapt,2,0.6295072115384616,0.0445456950089602,0.16666666666666666,0.6523028016090393,0.008702571503818035,0,0.0,0.0,0.0,mild_drift,0.9796085941947996,0.0005289062477648258,0.6278125020861625,0.8985937506705522,1764759247.7342045,0.6382588744163513,0.03441181033849716
27,6912,6911,Airlines,uspds_csv,ts_drift_adapt,2,0.6255787037037037,0.05175173213981299,0.8333333333333334,0.6512703895568848,0.009569457732141018,0,0.0,0.0,0.0,mild_drift,0.9723792970973998,0.000589453123882413,0.5939062510430813,0.8767968753352762,1764759247.7450178,0.7389008402824402,0.03787878528237343
28,7168,7167,Airlines,uspds_csv,ts_drift_adapt,2,0.6217912946428571,0.06133306952853634,0.08333333333333333,0.6537107825279236,0.00833968911319971,0,0.0,0.0,0.0,mild_drift,0.9687646485486998,0.0006197265619412066,0.5769531255215405,0.8658984376676381,1764759247.7562666,0.6362206339836121,0.03295528516173363
29,7424,7423,Airlines,uspds_csv,ts_drift_adapt,2,0.6188038793103449,0.07088530860213134,0.5,0.6542476415634155,0.008703929372131824,0,0.0,0.0,0.0,mild_drift,0.9669573242743499,0.0006348632809706034,0.5684765627607702,0.8604492188338191,1764759247.767427,0.652887761592865,0.03442683815956116
30,7680,7679,Airlines,uspds_csv,ts_drift_adapt,2,0.6157552083333333,0.07635577595524179,0.5,0.6570030450820923,0.008697744458913803,0,0.0,0.0,0.0,mild_drift,0.9660536621371749,0.0006424316404853017,0.564238281380385,0.8577246094169095,1764759247.7787287,0.6840233206748962,0.03446665406227112
31,7936,7935,Airlines,uspds_csv,ts_drift_adapt,2,0.6129032258064516,0.08430583505540447,0.5833333333333334,0.6593021154403687,0.007679584436118603,0,0.0,0.0,0.0,mild_drift,0.9656018310685874,0.0006462158202426508,0.5621191406901924,0.8563623047084548,1764759247.7900305,0.7052646279335022,0.030413398519158363
32,8192,8191,Airlines,uspds_csv,ts_drift_adapt,2,0.6109619140625,0.09013470711834551,0.3333333333333333,0.6641612648963928,0.007383900228887796,0,0.0,0.0,0.0,mild_drift,0.9653759155342937,0.0006481079101213255,0.5610595703450962,0.8556811523542274,1764759247.8009038,0.6465703845024109,0.029351934790611267
33,8448,8447,Airlines,uspds_csv,ts_drift_adapt,2,0.6085464015151515,0.0922696663442651,0.25,0.663605272769928,0.006950497627258301,0,0.0,0.0,0.0,mild_drift,0.9652629577671468,0.0006490539550606628,0.5605297851725481,0.8553405761771137,1764759247.8117907,0.6882855892181396,0.027655713260173798
