step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,sine_abrupt4,sine,baseline_student,1,0.390625,-0.17073170731707318,0.6666666666666666,0.6770678758621216,0.007084978744387627,0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1763995971.6223218,0.7106749415397644,0.028513457626104355
2,128,127,sine_abrupt4,sine,baseline_student,1,0.4453125,-0.11154598825831702,0.3333333333333333,0.6785721182823181,0.00807596743106842,0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1763995971.6288989,0.675290584564209,0.03254019841551781
3,192,191,sine_abrupt4,sine,baseline_student,1,0.5260416666666666,-0.004830917874396214,0.3333333333333333,0.6792469024658203,0.017376279458403587,0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1763995971.6346812,0.5521358251571655,0.07166466116905212
4,256,255,sine_abrupt4,sine,baseline_student,1,0.53515625,0.008204193254329991,0.0,0.6814224123954773,0.015414304099977016,0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1763995971.6407542,0.37552616000175476,0.06413155049085617
5,320,319,sine_abrupt4,sine,baseline_student,1,0.540625,0.002375296912114024,0.5,0.6771342158317566,0.027888860553503036,0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1763995971.6470594,0.6819034218788147,0.11987331509590149
6,384,383,sine_abrupt4,sine,baseline_student,1,0.5442708333333334,0.020065328978068106,0.8333333333333334,0.6778181791305542,0.02080697938799858,0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1763995971.6534204,0.9046656489372253,0.08777447044849396
7,448,447,sine_abrupt4,sine,baseline_student,1,0.5714285714285714,0.07469879518072292,0.3333333333333333,0.683663010597229,0.012138037011027336,0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1763995971.6602976,0.5222596526145935,0.050537530332803726
8,512,511,sine_abrupt4,sine,baseline_student,1,0.5859375,0.11848880081862037,0.3333333333333333,0.6803921461105347,0.009790799580514431,0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1763995971.667547,0.5643731355667114,0.04076523706316948
9,576,575,sine_abrupt4,sine,baseline_student,1,0.6180555555555556,0.19293820933165196,0.0,0.6829743981361389,0.009726447984576225,0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1763995971.6753416,0.48116743564605713,0.04011983796954155
10,640,639,sine_abrupt4,sine,baseline_student,1,0.6375,0.24126442302778822,0.3333333333333333,0.6813853979110718,0.011670139618217945,0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1763995971.6824906,0.6375461220741272,0.048605285584926605
11,704,703,sine_abrupt4,sine,baseline_student,1,0.6505681818181818,0.2785743445334043,0.16666666666666666,0.6769206523895264,0.00875554047524929,0,0.0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1763995971.6905699,0.5697454214096069,0.0359949916601181
12,768,767,sine_abrupt4,sine,baseline_student,1,0.6614583333333334,0.3030074558096675,0.16666666666666666,0.6772774457931519,0.011968236416578293,0,0.0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1763995971.6982443,0.4623456299304962,0.04983095824718475
13,832,831,sine_abrupt4,sine,baseline_student,1,0.6790865384615384,0.34100671618767353,0.0,0.6730385422706604,0.010513554327189922,0,0.0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1763995971.706016,0.4279554784297943,0.043958745896816254
14,896,895,sine_abrupt4,sine,baseline_student,1,0.6930803571428571,0.37140932885700567,0.0,0.6735146045684814,0.01342651154845953,0,0.0,mild_drift,0.9603018127441405,0.0012999816894531252,0.8000122070312501,0.8550027465820312,1763995971.7138674,0.41658875346183777,0.055839523673057556
15,960,959,sine_abrupt4,sine,baseline_student,1,0.70625,0.4039630118890357,0.0,0.6731587648391724,0.013062774203717709,0,0.0,mild_drift,0.9603009063720702,0.0012999908447265626,0.8000061035156251,0.8550013732910156,1763995971.7217968,0.34510350227355957,0.054921705275774
16,1024,1023,sine_abrupt4,sine,baseline_student,1,0.7138671875,0.41820889502505315,0.16666666666666666,0.6722455024719238,0.01503538154065609,0,0.0,mild_drift,0.9603004531860351,0.0012999954223632815,0.8000030517578125,0.8550006866455078,1763995971.7295995,0.5386784672737122,0.06439730525016785
17,1088,1087,sine_abrupt4,sine,baseline_student,1,0.7169117647058824,0.421234615663612,0.16666666666666666,0.6731890439987183,0.01251751184463501,0,0.0,mild_drift,0.9603002265930175,0.0012999977111816407,0.8000015258789063,0.8550003433227539,1763995971.73756,0.4471835196018219,0.0526311956346035
