step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.05859375,-0.006361530682151829,1.0,1.6750215291976929,0.005671211052685976,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.96,0.00115,0.45,0.78,1767764489.55089,2.0231223106384277,0.022838370874524117
2,512,511,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.09375,-0.00026104603673170364,0.9166666666666666,1.674783706665039,0.008046585135161877,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.955,0.001225,0.42500000000000004,0.77,1767764489.5814342,2.1354498863220215,0.03256992995738983
3,768,767,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.12890625,0.011168313782850112,0.6666666666666666,1.685668706893921,0.010922199115157127,0,0.0,0.25,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9524999999999999,0.0012625000000000002,0.41250000000000003,0.765,1767764489.5928051,1.7307840585708618,0.044584132730960846
4,1024,1023,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.13671875,0.007550682324255046,0.8333333333333334,1.6891566514968872,0.017298748716711998,0,0.0,0.16666666666666674,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9512499999999999,0.0012812500000000003,0.40625,0.7625,1767764489.6041157,1.8902682065963745,0.07181809842586517
5,1280,1279,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.14609375,0.004391511310401074,0.75,1.6921343803405762,0.022580798715353012,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9506249999999999,0.001290625,0.403125,0.76125,1767764489.6178904,1.7052479982376099,0.09455510228872299
6,1536,1535,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.15169270833333334,0.0020896500247556855,0.6666666666666666,1.6978766918182373,0.02793094702064991,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9503124999999999,0.0012953125,0.40156250000000004,0.760625,1767764489.6300533,1.6686266660690308,0.11836717277765274
7,1792,1791,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.15234375,-0.003744986894758332,1.0,1.706342339515686,0.030453817918896675,0,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9501562499999999,0.0012976562500000002,0.40078125000000003,0.7603125,1767764489.6453626,1.9611611366271973,0.1287778615951538
8,2048,2047,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.1552734375,-0.007485679106780049,0.5833333333333334,1.7109737396240234,0.031976643949747086,0,0.0,0.41666666666666663,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9500781249999999,0.001298828125,0.400390625,0.76015625,1767764489.6610742,1.6146548986434937,0.1362403780221939
9,2304,2303,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.16015625,-0.005438729273245387,0.75,1.7208224534988403,0.031477563083171844,0,0.0,0.16666666666666663,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9500390624999999,0.0012994140625,0.4001953125,0.7600781249999999,1767764489.6734881,1.6482558250427246,0.13540905714035034
10,2560,2559,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,3,error_divergence_ph_meta,or,2,0.5,,0.166796875,-0.002043548728067062,0.8333333333333334,1.7239844799041748,0.03027455136179924,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,1,uncertain,0.95,5,mild_drift,0.9500195312499999,0.0012997070312500002,0.40009765625000004,0.7600390625,1767764489.6852322,1.7916418313980103,0.13250772655010223
