epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.5080024085380958,0.7470631424375918,1.406265419857852,0.6780501239328008,0.001
2,0.43440003957867446,0.8030469897209985,0.7443194736202569,0.6780501239328008,0.0009990133642141358
3,0.41841138595176336,0.8055249632892805,0.4973073826532855,0.7469016799779675,0.000996057350657239
4,0.41101846155791205,0.8118575624082232,0.4335981757556791,0.7950977692095841,0.0009911436253643444
5,0.4037877298924366,0.8169052863436124,0.44796729752656944,0.7862847700358028,0.0009842915805643156
6,0.40339473196238324,0.8151615271659325,0.5213995640417722,0.7141283393004682,0.0009755282581475769
7,0.3988523630756289,0.816813509544787,0.48987345273125044,0.7535114293583035,0.0009648882429441258
8,0.3954473209188548,0.8201174743024964,0.48520635209179425,0.7518589920132195,0.0009524135262330099
9,0.39859124462334944,0.8169052863436124,0.4843250155383252,0.7488295235472322,0.0009381533400219318
10,0.3978699648782895,0.8147944199706314,0.47578455064947434,0.7543376480308455,0.0009221639627510075
11,0.3927265683984967,0.822136563876652,0.6913745757700227,0.6144312861470669,0.0009045084971874736
12,0.39231798398512224,0.8182819383259912,0.5930072981705189,0.6551914073258056,0.0008852566213878945
13,0.3884957608672491,0.8202092511013216,0.48591795711437225,0.7518589920132195,0.0008644843137107056
14,0.3903915126768328,0.822136563876652,0.4533249216856493,0.7851831451390802,0.0008422735529643443
15,0.38710501995730856,0.8251651982378855,0.4590591349670034,0.7840815202423574,0.0008187119948743448
16,0.3886352633939791,0.8215859030837004,0.44334242319935974,0.7920683007435968,0.0007938926261462366
17,0.3908586122653558,0.8201174743024964,0.4396519551868775,0.8014321123657394,0.0007679133974894982
18,0.3897300086882671,0.8241556534508077,0.4401919280766981,0.7901404571743321,0.0007408768370508576
19,0.3879123090734916,0.823237885462555,0.42622265960847794,0.8025337372624621,0.0007128896457825362
20,0.38900394814305017,0.8226872246696035,0.4362179150974675,0.7890388322776095,0.0006840622763423389
21,0.38318405154868196,0.8255323054331865,0.4262366647219336,0.8094188928669788,0.0006545084971874735
22,0.3820713724771435,0.8293869309838473,0.454935968201274,0.7934453318645002,0.0006243449435824271
23,0.3836585681081343,0.8238803230543319,0.43530596717597037,0.7917928945194161,0.0005936906572928622
24,0.37883547924338634,0.8258994126284875,0.4252769958542845,0.8047369870559075,0.000562666616782152
25,0.3823843775166639,0.8281020558002937,0.45809840501848575,0.7727898650509502,0.0005313952597646566
26,0.3794771218877532,0.8267254038179148,0.45405096638074627,0.7821536766730928,0.0004999999999999998
27,0.3799663852577518,0.8260829662261381,0.43485150792584937,0.8050123932800881,0.00046860474023534314
28,0.3775597496529858,0.8271842878120411,0.4334908315495859,0.7992288625722941,0.00043733338321784774
29,0.37925395041310317,0.8291116005873715,0.4307953545259924,0.7953731754337648,0.00040630934270713756
30,0.37878151209518945,0.8247980910425844,0.4284772127087009,0.8008812999173781,0.00037565505641757246
31,0.3788725080819207,0.8248898678414097,0.4328335806115932,0.7997796750206555,0.00034549150281252633
32,0.37817652425051784,0.82856093979442,0.43233442354123475,0.8019829248141008,0.00031593772365766105
33,0.37561183380135355,0.8281938325991189,0.4263966678834362,0.8014321123657394,0.00028711035421746355
34,0.37438803517345814,0.8322320117474302,0.4264700496223012,0.8033599559350041,0.0002591231629491422
35,0.3755561971979519,0.8293869309838473,0.4293858694311214,0.8058386119526302,0.00023208660251050145
36,0.37368892253583047,0.8284691629955947,0.4306445808999632,0.8033599559350041,0.00020610737385376337
37,0.37702175397179727,0.8261747430249633,0.431512116975477,0.7984026438997521,0.00018128800512565502
38,0.3723301059961669,0.8324155653450808,0.43296915082621595,0.8000550812448362,0.00015772644703565555
39,0.37158860933588117,0.8286527165932452,0.4296237139523243,0.8014321123657394,0.00013551568628929425
40,0.37581105160468126,0.8290198237885462,0.428707091358863,0.8050123932800881,0.00011474337861210535
41,0.3762210152835398,0.8275513950073421,0.4262292063850176,0.8072156430735334,9.549150281252626e-05
42,0.37331064870354014,0.8293869309838473,0.42804236237715837,0.8050123932800881,7.783603724899252e-05
43,0.3707267600446721,0.8308553597650514,0.42921906707208696,0.8041861746075462,6.184665997806817e-05
44,0.3728445425257634,0.8294787077826725,0.42800999294296505,0.8025337372624621,4.7586473766990294e-05
45,0.37324218130321757,0.8298458149779736,0.4270795828562011,0.8044615808317268,3.5111757055874305e-05
46,0.37346988596930203,0.8288362701908958,0.4265947156670139,0.8050123932800881,2.4471741852423218e-05
47,0.3745522766036259,0.831406020558003,0.42938942820268766,0.8030845497108234,1.5708419435684507e-05
48,0.37359175956896923,0.8311306901615272,0.42596696778881554,0.8044615808317268,8.856374635655634e-06
49,0.3717809136130911,0.8299375917767988,0.42775018708957385,0.8019829248141008,3.942649342761115e-06
50,0.37133679345315773,0.8313142437591777,0.42718943926428543,0.8030845497108234,9.866357858642198e-07
