step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,monitor_fused_severity,monitor_vote_count,monitor_vote_score,drift_severity_raw,drift_severity,severity_carry,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.1640625,0.009581661062298876,1.0,1.7337942123413086,0.00771958427503705,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.96,0.00115,0.45,0.78,1767764406.3892431,1.9613962173461914,0.031202180311083794
2,512,511,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.16796875,-0.0031735518944725006,0.9166666666666666,1.7335902452468872,0.009334437549114227,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.955,0.001225,0.42500000000000004,0.77,1767764406.4006636,1.8262251615524292,0.03735541179776192
3,768,767,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.17317708333333334,-0.005486383007675977,1.0,1.7363091707229614,0.013341682963073254,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9524999999999999,0.0012625000000000002,0.41250000000000003,0.765,1767764406.4119952,1.8448448181152344,0.05408954247832298
4,1024,1023,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.1787109375,-0.009328137361188432,0.9166666666666666,1.7404979467391968,0.018383855000138283,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9512499999999999,0.0012812500000000003,0.40625,0.7625,1767764406.4221747,1.8068008422851562,0.0750359296798706
5,1280,1279,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.1765625,-0.011598986541456502,0.75,1.7414605617523193,0.019183654338121414,0,0.0,0.16666666666666663,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9506249999999999,0.001290625,0.403125,0.76125,1767764406.4334693,1.7038925886154175,0.07885315269231796
6,1536,1535,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.17903645833333334,-0.008166220506171365,0.6666666666666666,1.7460529804229736,0.019920501857995987,0,0.0,0.08333333333333337,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9503124999999999,0.0012953125,0.40156250000000004,0.760625,1767764406.4438815,1.7138323783874512,0.08139494061470032
7,1792,1791,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.18638392857142858,-1.4161600704848957e-05,0.9166666666666666,1.7484720945358276,0.02013438381254673,0,0.0,0.25,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9501562499999999,0.0012976562500000002,0.40078125000000003,0.7603125,1767764406.4542103,1.8493624925613403,0.08220525085926056
8,2048,2047,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.185546875,-0.0025927219471535527,0.6666666666666666,1.7507150173187256,0.01808728091418743,0,0.0,0.25,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9500781249999999,0.001298828125,0.400390625,0.76015625,1767764406.4663372,1.6620584726333618,0.07430771738290787
9,2304,2303,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.1935763888888889,0.006416651077248167,0.5,1.751360535621643,0.016821520403027534,0,0.0,0.16666666666666663,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9500390624999999,0.0012994140625,0.4001953125,0.7600781249999999,1767764406.4775035,1.627545714378357,0.06988634169101715
10,2560,2559,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.19609375,0.008430770099420804,0.75,1.7527638673782349,0.018149573355913162,0,0.0,0.25,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.9500195312499999,0.0012997070312500002,0.40009765625000004,0.7600390625,1767764406.4884548,1.6246579885482788,0.07651358097791672
11,2816,2815,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt_severity,2,error_divergence_ph_meta,or,2,0.5,,0.19282670454545456,0.004636902453368998,1.0,1.753556251525879,0.017234954982995987,0,0.0,0.25,0,0.0,0.0,0.0,0.0,0,overconfident,0.95,0,mild_drift,0.950009765625,0.0012998535156250003,0.40004882812500003,0.76001953125,1767764406.4992592,1.8101009130477905,0.07218405604362488
