step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.06640625,-0.012980132450331127,1.0,1.7548518180847168,0.005862974561750889,0,0.0,mild_drift,0.96,0.00115,0.45,0.78,1764683773.179211,1.9258842468261719,0.023599926382303238
2,512,511,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.08984375,-0.01626677684401528,0.8333333333333334,1.7561750411987305,0.008307024836540222,0,0.0,mild_drift,0.955,0.001225,0.42500000000000004,0.77,1764683773.1897955,1.7562355995178223,0.03327808156609535
3,768,767,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.13151041666666666,0.003848435054012267,0.8333333333333334,1.753649353981018,0.012163321487605572,0,0.0,mild_drift,0.9524999999999999,0.0012625000000000002,0.41250000000000003,0.765,1764683773.1996958,1.8485134840011597,0.049019645899534225
4,1024,1023,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.1494140625,0.009222333554764131,0.75,1.7587436437606812,0.014392651617527008,0,0.0,mild_drift,0.9512499999999999,0.0012812500000000003,0.40625,0.7625,1764683773.2096663,1.8656727075576782,0.05800838768482208
5,1280,1279,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.16484375,0.014262476244814923,0.75,1.7617627382278442,0.013961677439510822,0,0.0,mild_drift,0.9506249999999999,0.001290625,0.403125,0.76125,1764683773.2198014,1.7949455976486206,0.05668870359659195
6,1536,1535,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.171875,0.013984341171495197,0.8333333333333334,1.7630503177642822,0.015335182659327984,0,0.0,mild_drift,0.9503124999999999,0.0012953125,0.40156250000000004,0.760625,1764683773.232086,1.7860851287841797,0.0632697269320488
7,1792,1791,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.16908482142857142,0.005712437463156054,0.9166666666666666,1.765529990196228,0.015646029263734818,0,0.0,mild_drift,0.9501562499999999,0.0012976562500000002,0.40078125000000003,0.7603125,1764683773.2448142,1.8282212018966675,0.0651366114616394
8,2048,2047,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.17138671875,0.004753076556089911,0.75,1.764264702796936,0.016569269821047783,0,0.0,mild_drift,0.9500781249999999,0.001298828125,0.400390625,0.76015625,1764683773.2575881,1.6881252527236938,0.06923504173755646
9,2304,2303,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.1779513888888889,0.00954260717473869,0.75,1.7675724029541016,0.017384570091962814,0,0.0,mild_drift,0.9500390624999999,0.0012994140625,0.4001953125,0.7600781249999999,1764683773.2697542,1.694865345954895,0.07316454499959946
10,2560,2559,INSECTS_abrupt_balanced,insects_real,ts_drift_adapt,2,0.180078125,0.010032069534163636,0.8333333333333334,1.769919991493225,0.017899751663208008,0,0.0,mild_drift,0.9500195312499999,0.0012997070312500002,0.40009765625000004,0.7600390625,1764683773.2806933,1.7020138502120972,0.07591855525970459
