step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.1875,-0.017737003058103974,0.8333333333333334,1.7403708696365356,0.008020036853849888,0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1763606524.931111,1.7895451784133911,0.03255944326519966
2,128,127,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.21875,-0.017730778405025047,1.0,1.734694242477417,0.008165598846971989,0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1763606524.9380589,1.9109541177749634,0.032880570739507675
3,192,191,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.23958333333333334,-0.014622846387722571,1.0,1.7356394529342651,0.010403701104223728,0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1763606524.9441862,1.8121663331985474,0.04211857542395592
4,256,255,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.2421875,0.010361868324565598,0.8333333333333334,1.741086483001709,0.013928248547017574,0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1763606524.9509268,1.9072089195251465,0.057183388620615005
5,320,319,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.2375,0.01579418400917651,0.6666666666666666,1.7351778745651245,0.01295069232583046,0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1763606524.9579523,1.816129207611084,0.052540216594934464
6,384,383,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.23697916666666666,0.022323406991597215,0.6666666666666666,1.7440282106399536,0.01506698876619339,0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1763606524.9654953,1.7418960332870483,0.061185337603092194
7,448,447,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.23214285714285715,0.027439101350498568,0.6666666666666666,1.7381350994110107,0.017363185063004494,0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1763606524.9731693,1.6961612701416016,0.07048135250806808
8,512,511,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.2265625,0.020109901262849603,0.6666666666666666,1.7424771785736084,0.019007591530680656,0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1763606524.981032,1.487441062927246,0.07780949771404266
9,576,575,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.2204861111111111,0.01709099615766129,0.8333333333333334,1.7428796291351318,0.01764172688126564,0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1763606524.9891665,1.690203070640564,0.07163197547197342
10,640,639,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.2203125,0.02088468660706621,0.6666666666666666,1.7366151809692383,0.020635828375816345,0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1763606524.996887,1.6490025520324707,0.08528117090463638
11,704,703,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.22017045454545456,0.02121937321937324,0.8333333333333334,1.7406275272369385,0.017828751355409622,0,0.0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1763606525.004397,1.6997393369674683,0.07364337146282196
12,768,767,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.21744791666666666,0.018894394174175277,0.8333333333333334,1.7412201166152954,0.019908465445041656,0,0.0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1763606525.011945,1.8391457796096802,0.08153825998306274
13,832,831,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.21995192307692307,0.021724439677584712,0.8333333333333334,1.7392691373825073,0.017804481089115143,0,0.0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1763606525.019479,1.6886401176452637,0.07297661900520325
14,896,895,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.21651785714285715,0.019568355191989347,0.8333333333333334,1.7393471002578735,0.016305606812238693,0,0.0,mild_drift,0.9603018127441405,0.0012999816894531252,0.8000122070312501,0.8550027465820312,1763606525.0272124,1.6248869895935059,0.06670941412448883
15,960,959,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.21770833333333334,0.021002760626647323,0.5,1.7370010614395142,0.017304154112935066,0,0.0,mild_drift,0.9603009063720702,0.0012999908447265626,0.8000061035156251,0.8550013732910156,1763606525.035374,1.7765674591064453,0.07100469619035721
16,1024,1023,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.2138671875,0.01713503543021208,0.5,1.741456151008606,0.016044529154896736,0,0.0,mild_drift,0.9603004531860351,0.0012999954223632815,0.8000030517578125,0.8550006866455078,1763606525.043376,1.4726848602294922,0.06559474766254425
17,1088,1087,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.21783088235294118,0.022619696067626836,0.8333333333333334,1.734455943107605,0.011559559032320976,0,0.0,mild_drift,0.9603002265930175,0.0012999977111816407,0.8000015258789063,0.8550003433227539,1763606525.0513225,1.6748294830322266,0.04729757457971573
18,1152,1151,INSECTS_abrupt_balanced,insects_real,baseline_student,3,0.22135416666666666,0.02544689086186699,0.6666666666666666,1.7301632165908813,0.011515041813254356,0,0.0,mild_drift,0.9603001132965088,0.0012999988555908205,0.8000007629394532,0.8550001716613769,1763606525.0594745,1.7060619592666626,0.04760800674557686
