step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,drift_severity_raw,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,sea_abrupt4,sea,ts_drift_adapt,3,0.765625,0.38618925831202044,0.3333333333333333,0.6788239479064941,0.0019727577455341816,0,0.0,0.0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1767760253.9743748,0.6870096325874329,0.007954313419759274
2,128,127,sea_abrupt4,sea,ts_drift_adapt,3,0.765625,0.4083204930662558,0.16666666666666666,0.675904393196106,0.002465011551976204,0,0.0,0.0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1767760254.0009253,0.609486997127533,0.0098832743242383
3,192,191,sea_abrupt4,sea,ts_drift_adapt,3,0.7395833333333334,0.34959349593495925,0.3333333333333333,0.6761981844902039,0.003847097745165229,0,0.0,0.0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1767760254.0202646,0.6095890998840332,0.01573103666305542
4,256,255,sea_abrupt4,sea,ts_drift_adapt,3,0.73828125,0.3532428355957768,0.6666666666666666,0.6668969988822937,0.0030405407305806875,0,0.0,0.0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1767760254.028036,0.8283451199531555,0.012325313873589039
5,320,319,sea_abrupt4,sea,ts_drift_adapt,3,0.721875,0.31558204364125725,0.16666666666666666,0.6719623804092407,0.004760331939905882,0,0.0,0.0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1767760254.0355787,0.5149115920066833,0.01967778615653515
6,384,383,sea_abrupt4,sea,ts_drift_adapt,3,0.7213541666666666,0.31295565514012447,0.0,0.670893132686615,0.007070185616612434,0,0.0,0.0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1767760254.0433016,0.5214019417762756,0.029248319566249847
7,448,447,sea_abrupt4,sea,ts_drift_adapt,3,0.7165178571428571,0.29437444190891926,0.3333333333333333,0.6715492606163025,0.005229577422142029,0,0.0,0.0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1767760254.0520465,0.5464067459106445,0.02161877229809761
8,512,511,sea_abrupt4,sea,ts_drift_adapt,3,0.7265625,0.29615082482325217,0.3333333333333333,0.6663069725036621,0.007239684462547302,0,0.0,0.0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1767760254.0621674,0.626474916934967,0.030304517596960068
9,576,575,sea_abrupt4,sea,ts_drift_adapt,3,0.7430555555555556,0.3332916223487457,0.3333333333333333,0.6686519384384155,0.006762593053281307,0,0.0,0.0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1767760254.0727878,0.5839399695396423,0.02825942076742649
10,640,639,sea_abrupt4,sea,ts_drift_adapt,3,0.7484375,0.34406192707272354,0.16666666666666666,0.6629323363304138,0.005789702758193016,0,0.0,0.0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1767760254.081912,0.6367130875587463,0.02387273497879505
