step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,drift_severity_raw,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,256,255,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.4375,0.02605019815059445,0.4166666666666667,0.6806344389915466,0.0036926246248185635,0,0.0,0.0,0.0,mild_drift,0.980075,0.000575,0.6299999999999999,0.8775,1767760093.2078369,0.6734738349914551,0.014838449656963348
2,512,511,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.44140625,0.048759890345463755,0.5833333333333334,0.6816977858543396,0.0033297145273536444,0,0.0,0.0,0.0,mild_drift,0.9726125,0.0006125,0.595,0.86625,1767760093.2177355,0.7029116749763489,0.013327205553650856
3,768,767,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.50390625,0.07486847430190212,0.25,0.6793313026428223,0.006843803450465202,0,0.0,0.0,0.0,mild_drift,0.9688812499999999,0.0006312500000000001,0.5774999999999999,0.860625,1767760093.2269976,0.6401333808898926,0.027456996962428093
4,1024,1023,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.4990234375,-0.01965107882947584,0.5,0.6807857751846313,0.010100339539349079,0,0.0,0.0,0.0,mild_drift,0.9670156249999999,0.0006406250000000001,0.5687499999999999,0.8578125,1767760093.2357204,0.7016995549201965,0.040899768471717834
5,1280,1279,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.5421875,0.004530892084077807,0.4166666666666667,0.6833767890930176,0.012855391018092632,0,0.0,0.0,0.0,mild_drift,0.9660828124999999,0.0006453125,0.5643749999999998,0.85640625,1767760093.2441669,0.7177154421806335,0.0523262545466423
6,1536,1535,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.5774739583333334,0.02567029736259781,0.08333333333333333,0.6818835735321045,0.014120945706963539,0,0.0,0.0,0.0,mild_drift,0.9656164062499999,0.00064765625,0.5621874999999998,0.855703125,1767760093.2531734,0.5270809531211853,0.05754838511347771
7,1792,1791,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.5943080357142857,0.02378668712833295,0.3333333333333333,0.684288501739502,0.014655944891273975,0,0.0,0.0,0.0,mild_drift,0.9653832031249999,0.0006488281250000001,0.56109375,0.8553515625,1767760093.262235,0.6491215825080872,0.05990675836801529
8,2048,2047,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.60791015625,0.02346008318032935,0.3333333333333333,0.6860186457633972,0.015709642320871353,0,0.0,0.0,0.0,mild_drift,0.9652666015625,0.0006494140625,0.560546875,0.85517578125,1767760093.2714307,0.6865482330322266,0.06468094885349274
9,2304,2303,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6236979166666666,0.028149854920726886,0.08333333333333333,0.6842520236968994,0.016403719782829285,0,0.0,0.0,0.0,mild_drift,0.96520830078125,0.00064970703125,0.5602734375,0.855087890625,1767760093.2821035,0.45640087127685547,0.06756458431482315
10,2560,2559,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.63203125,0.025717767140599493,0.3333333333333333,0.6856486201286316,0.01744939386844635,0,0.0,0.0,0.0,mild_drift,0.965179150390625,0.0006498535156250001,0.5601367187499999,0.8550439453125,1767760093.2931497,0.6028621792793274,0.07197855412960052
11,2816,2815,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6356534090909091,0.020713629128693713,0.4166666666666667,0.6869503259658813,0.018719714134931564,0,0.0,0.0,0.0,mild_drift,0.9651645751953124,0.0006499267578125001,0.560068359375,0.85502197265625,1767760093.3046446,0.6711122393608093,0.0776246190071106
12,3072,3071,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6487630208333334,0.027578874736849918,0.4166666666666667,0.6847218871116638,0.016803668811917305,0,0.0,0.0,0.0,mild_drift,0.9651572875976562,0.0006499633789062501,0.5600341796874999,0.855010986328125,1767760093.3158474,0.7313539981842041,0.06989163160324097
13,3328,3327,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6538461538461539,0.02621891035035595,0.3333333333333333,0.6865776181221008,0.01655137725174427,0,0.0,0.0,0.0,mild_drift,0.9651536437988281,0.000649981689453125,0.56001708984375,0.8550054931640625,1767760093.32723,0.6378598809242249,0.06854777783155441
14,3584,3583,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6554129464285714,0.02253912281507605,0.25,0.6855618357658386,0.01440330408513546,0,0.0,0.0,0.0,mild_drift,0.965151821899414,0.0006499908447265626,0.560008544921875,0.8550027465820312,1767760093.3370752,0.5657639503479004,0.05953917279839516
15,3840,3839,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.65859375,0.02103450367998771,0.16666666666666666,0.6843847036361694,0.01188697386533022,0,0.0,0.0,0.0,mild_drift,0.965150910949707,0.0006499954223632813,0.5600042724609375,0.8550013732910156,1767760093.3463259,0.5300949215888977,0.04911504313349724
16,4096,4095,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.66064453125,0.019149991093267784,0.25,0.6840020418167114,0.01170994434505701,0,0.0,0.0,0.0,mild_drift,0.9651504554748535,0.0006499977111816407,0.5600021362304688,0.8550006866455078,1767760093.3568661,0.6064873337745667,0.04834110662341118
17,4352,4351,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6610753676470589,0.016534091605485916,0.25,0.6848013997077942,0.010390029288828373,0,0.0,0.0,0.0,mild_drift,0.9651502277374266,0.0006499988555908204,0.5600010681152343,0.8550003433227539,1767760093.366116,0.5974492430686951,0.04278689622879028
18,4608,4607,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6636284722222222,0.015854302785188776,0.3333333333333333,0.682129442691803,0.009928927756845951,0,0.0,0.0,0.0,mild_drift,0.9651501138687133,0.0006499994277954103,0.5600005340576171,0.8550001716613769,1767760093.3754506,0.6105656027793884,0.041018664836883545
19,4864,4863,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6675575657894737,0.016322485528283272,0.4166666666666667,0.6811701655387878,0.00908244401216507,0,0.0,0.0,0.0,mild_drift,0.9651500569343566,0.0006499997138977051,0.5600002670288085,0.8550000858306884,1767760093.3847327,0.6939923167228699,0.03746141493320465
20,5120,5119,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6666015625,0.013330888817741329,0.16666666666666666,0.6825852990150452,0.008091073483228683,0,0.0,0.0,0.0,mild_drift,0.9651500284671783,0.0006499998569488527,0.5600001335144043,0.8550000429153441,1767760093.394019,0.5501481890678406,0.03324127942323685
21,5376,5375,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6651785714285714,0.010852532513132122,0.3333333333333333,0.6820095777511597,0.00707100797444582,0,0.0,0.0,0.0,stable,0.9800750142335892,0.0005249999284744263,0.6300000667572021,0.9000000214576721,1767760093.4038537,0.6641407608985901,0.028977395966649055
22,5632,5631,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6695667613636364,0.011172522372592862,0.08333333333333333,0.6788267493247986,0.007154552266001701,0,0.0,0.0,0.0,stable,0.9875375071167947,0.0004624999642372132,0.665000033378601,0.9225000107288361,1767760093.4136982,0.5195908546447754,0.02941376157104969
23,5888,5887,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6700067934782609,0.010150462462254886,0.4166666666666667,0.6821383237838745,0.007513625547289848,0,0.0,0.0,0.0,stable,0.9912687535583973,0.0004312499821186066,0.6825000166893005,0.9337500053644181,1767760093.4230466,0.719449520111084,0.030943993479013443
24,6144,6143,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6666666666666666,0.007262975770356415,0.5833333333333334,0.6817929744720459,0.006487520877271891,0,0.0,0.0,0.0,stable,0.9931343767791987,0.00041562499105930327,0.6912500083446502,0.9393750026822091,1767760093.4322197,0.7651011347770691,0.026577971875667572
25,6400,6399,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6696875,0.0074952827122867485,0.3333333333333333,0.6788865923881531,0.006446405313909054,1,0.0,0.0,0.0,stable,0.9940671883895993,0.0004078124955296516,0.6956250041723251,0.9421875013411045,1767760093.4422498,0.658458948135376,0.026416225358843803
26,6656,6655,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6736778846153846,0.008642608387130473,0.4166666666666667,0.6783832311630249,0.005742968060076237,0,0.0,0.0,0.0,mild_drift,0.9796085941947996,0.0005289062477648258,0.6278125020861625,0.8985937506705522,1767760093.4523797,0.67403244972229,0.023432694375514984
27,6912,6911,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6730324074074074,0.007671760845967071,0.3333333333333333,0.680517852306366,0.00518758362159133,0,0.0,0.0,0.0,mild_drift,0.9723792970973998,0.000589453123882413,0.5939062510430813,0.8767968753352762,1767760093.4621983,0.6420508027076721,0.02117854543030262
28,7168,7167,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6734095982142857,0.00693500187483673,0.08333333333333333,0.6791764497756958,0.004807815421372652,0,0.0,0.0,0.0,mild_drift,0.9687646485486998,0.0006197265619412066,0.5769531255215405,0.8658984376676381,1767760093.4717622,0.47890403866767883,0.01961815170943737
29,7424,7423,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6748383620689655,0.006749974284123326,0.08333333333333333,0.6768785119056702,0.003921676892787218,0,0.0,0.0,0.0,mild_drift,0.9669573242743499,0.0006348632809706034,0.5684765627607702,0.8604492188338191,1767760093.4810767,0.5135570168495178,0.015979094430804253
30,7680,7679,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6747395833333333,0.005927034866940955,0.5,0.6771771907806396,0.005255044437944889,0,0.0,0.0,0.0,mild_drift,0.9660536621371749,0.0006424316404853017,0.564238281380385,0.8577246094169095,1767760093.4902978,0.7653324604034424,0.021444648504257202
31,7936,7935,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.67578125,0.005839545985767654,0.3333333333333333,0.6779260039329529,0.003982824739068747,0,0.0,0.0,0.0,mild_drift,0.9656018310685874,0.0006462158202426508,0.5621191406901924,0.8563623047084548,1767760093.499652,0.6431416273117065,0.01620926894247532
32,8192,8191,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6778564453125,0.006209864439166791,0.3333333333333333,0.6753643751144409,0.003763435874134302,0,0.0,0.0,0.0,mild_drift,0.9653759155342937,0.0006481079101213255,0.5610595703450962,0.8556811523542274,1767760093.5088773,0.6129701137542725,0.015362781472504139
33,8448,8447,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6801609848484849,0.006804369165222442,0.25,0.6743823289871216,0.0037426971830427647,0,0.0,0.0,0.0,mild_drift,0.9652629577671468,0.0006490539550606628,0.5605297851725481,0.8553405761771137,1767760093.519121,0.6050387024879456,0.015245147980749607
34,8704,8703,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6773897058823529,0.0052409481635839715,0.3333333333333333,0.675135612487793,0.0034709565807133913,0,0.0,0.0,0.0,mild_drift,0.9652064788835734,0.0006495269775303315,0.5602648925862741,0.8551702880885568,1767760093.528548,0.6107175946235657,0.014142067171633244
35,8960,8959,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6765625,0.004535433920923593,0.3333333333333333,0.6700334548950195,0.0032624038867652416,0,0.0,0.0,0.0,mild_drift,0.9651782394417867,0.0006497634887651657,0.560132446293137,0.8550851440442784,1767760093.537621,0.6353774666786194,0.013315800577402115
36,9216,9215,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6775173611111112,0.004542695053277268,0.08333333333333333,0.6728572249412537,0.0036915456876158714,0,0.0,0.0,0.0,mild_drift,0.9651641197208933,0.0006498817443825829,0.5600662231465685,0.8550425720221392,1767760093.5472453,0.48431065678596497,0.015035603195428848
37,9472,9471,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6773648648648649,0.004002442438868796,0.5,0.6736012697219849,0.003258463693782687,0,0.0,0.0,0.0,mild_drift,0.9651570598604466,0.0006499408721912915,0.5600331115732842,0.8550212860110695,1767760093.5586083,0.719372034072876,0.013277361169457436
38,9728,9727,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6778371710526315,0.0038739313492808128,0.5,0.6705384850502014,0.003385815303772688,0,0.0,0.0,0.0,mild_drift,0.9651535299302233,0.0006499704360956459,0.5600165557866421,0.8550106430055348,1767760093.569935,0.7318410277366638,0.013821277767419815
39,9984,9983,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6796875,0.004236624487543235,0.3333333333333333,0.6684881448745728,0.003523708786815405,0,0.0,0.0,0.0,mild_drift,0.9651517649651116,0.0006499852180478229,0.5600082778933211,0.8550053215027673,1767760093.5816634,0.6421611905097961,0.014442060142755508
40,10240,10239,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.68203125,0.004613569104539215,0.4166666666666667,0.6709389686584473,0.003178645856678486,0,0.0,0.0,0.0,mild_drift,0.9651508824825558,0.0006499926090239114,0.5600041389466606,0.8550026607513836,1767760093.5932426,0.6851122975349426,0.012961081229150295
41,10496,10495,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6813071646341463,0.0039598623495334575,0.4166666666666667,0.6718626022338867,0.0026816606987267733,0,0.0,0.0,0.0,mild_drift,0.9651504412412779,0.0006499963045119557,0.5600020694733303,0.8550013303756918,1767760093.6028621,0.684493362903595,0.010902904905378819
42,10752,10751,NOAA,uspds_csv,ts_drift_adapt_severity,3,0.6822916666666666,0.004041934069438354,0.16666666666666666,0.6674547791481018,0.0025785339530557394,0,0.0,0.0,0.0,mild_drift,0.9651502206206389,0.000649998152255978,0.5600010347366651,0.8550006651878459,1767760093.6135392,0.5468665361404419,0.010483133606612682
