experiment_name,run_name_token,run_id,dataset,seed,model_variant,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,severity_scheduler_scale,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,acc_final,mean_acc,acc_min,drift_flag_count,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol,MTD_tol,MTFA_tol,MTR_tol,recovery_window,post_mean_acc_mean,post_min_acc_mean,n_gt_drifts,n_recovery_drifts
run_real_adaptive,trackD_insects_base,20260107-133841-g3l_trackD_insects_base,INSECTS_abrupt_balanced,1,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.22216965958332544,0.2174123594331943,0.174609375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.2098033382297622,0.2089416085048246,5,5
run_real_adaptive,trackD_insects_base,20260107-133841-g3l_trackD_insects_base,INSECTS_abrupt_balanced,2,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.1889605843283441,0.19297470287348314,0.16015625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.1858366602575535,0.1848802533916963,5,5
run_real_adaptive,trackD_insects_base,20260107-133841-g3l_trackD_insects_base,INSECTS_abrupt_balanced,3,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.20328495468049274,0.1906626365059188,0.09375,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,1000,0.1885742098430374,0.18819112022172557,5,5
run_real_adaptive,trackD_insects_base,20260107-133841-g3l_trackD_insects_base,INSECTS_abrupt_balanced,4,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.1916854315287528,0.1996332090988773,0.1748325892857143,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19270871783211316,0.19187258029858323,5,5
run_real_adaptive,trackD_insects_base,20260107-133841-g3l_trackD_insects_base,INSECTS_abrupt_balanced,5,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.19643499157946526,0.19457257910321843,0.140625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18771857442566456,0.18694787671257415,5,5
run_real_adaptive,trackD_insects_v1,20260107-133951-s03_trackD_insects_v1,INSECTS_abrupt_balanced,1,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.20383370863057507,0.19802965486941665,0.1640625,8,0.2,5605.5,15018.666666666666,3.3490916659233485,1.0,,6436.571428571428,,1000,0.1893531402515855,0.18842992692543775,5,5
run_real_adaptive,trackD_insects_v1,20260107-133951-s03_trackD_insects_v1,INSECTS_abrupt_balanced,2,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.19577270232936592,0.19489671948989343,0.15806159420289856,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19118510683395776,0.1902808778292975,5,5
run_real_adaptive,trackD_insects_v1,20260107-133951-s03_trackD_insects_v1,INSECTS_abrupt_balanced,3,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.2069559293810434,0.19691113684258366,0.15234375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.1927295667564897,0.19212031028586438,5,5
run_real_adaptive,trackD_insects_v1,20260107-133951-s03_trackD_insects_v1,INSECTS_abrupt_balanced,4,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.19564024447934603,0.19826541871381545,0.16751585144927536,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19241576839922517,0.19172910458128722,5,5
run_real_adaptive,trackD_insects_v1,20260107-133951-s03_trackD_insects_v1,INSECTS_abrupt_balanced,5,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.2004087270800613,0.18882288297968497,0.078125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18510010805237073,0.18425977631497714,5,5
run_real_adaptive,trackD_insects_v2_unc_d095_f5,20260107-134103-7lg_trackD_insects_v2_unc_d095_f5,INSECTS_abrupt_balanced,1,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.20727761273109163,0.20208638972937926,0.1484375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.1931150213770887,0.1920979376564014,5,5
run_real_adaptive,trackD_insects_v2_unc_d095_f5,20260107-134103-7lg_trackD_insects_v2_unc_d095_f5,INSECTS_abrupt_balanced,2,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.18672772342800917,0.1935119235718713,0.15749547101449277,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18392424034098567,0.18298554386839222,5,5
run_real_adaptive,trackD_insects_v2_unc_d095_f5,20260107-134103-7lg_trackD_insects_v2_unc_d095_f5,INSECTS_abrupt_balanced,3,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.19437243362915588,0.19035300503146438,0.05859375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18999995917899173,0.1891280095760349,5,5
run_real_adaptive,trackD_insects_v2_unc_d095_f5,20260107-134103-7lg_trackD_insects_v2_unc_d095_f5,INSECTS_abrupt_balanced,4,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.1864438851779666,0.19503912657062603,0.17520833333333333,8,0.4,2081.3333333333335,11328.0,9.071108263933377,0.6,221.0,9062.4,102.51583710407239,1000,0.18451537881592844,0.1836409986713914,5,5
run_real_adaptive,trackD_insects_v2_unc_d095_f5,20260107-134103-7lg_trackD_insects_v2_unc_d095_f5,INSECTS_abrupt_balanced,5,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.20600980188090148,0.20196124497927712,0.1328125,9,0.2,4325.5,11200.0,3.2366200439255577,1.0,,5600.0,,1000,0.19886021092241393,0.19803629408863216,5,5
stage1_multi_seed,trackD_sea_base,20260107-134214-fsc_trackD_sea_base,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.87112,0.8240936126240356,0.53125,33,0.0,647.0,1728.5714285714287,2.671671450651358,0.5,295.0,1668.9655172413793,11.315020455873759,1000,0.8320432341069195,0.8312573268261898,4,4
stage1_multi_seed,trackD_sea_base,20260107-134214-fsc_trackD_sea_base,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.87034,0.8210411560640616,0.4375,30,0.0,663.0,1896.96,2.8611764705882354,0.5,327.0,1756.4444444444443,10.742779476724431,1000,0.8315292307793984,0.8306767591716172,4,4
stage1_multi_seed,trackD_sea_base,20260107-134214-fsc_trackD_sea_base,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.86336,0.8047035791179235,0.3203125,32,0.0,999.0,1780.148148148148,1.7819300782263745,0.75,399.0,1657.3793103448277,16.61533143202835,1000,0.8199342861625569,0.8185931384054519,4,4
stage1_multi_seed,trackD_sea_base,20260107-134214-fsc_trackD_sea_base,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.87466,0.8328221489445887,0.4375,31,0.0,695.0,1809.2307692307693,2.6032097399003873,0.75,447.0,1622.0689655172414,14.51515852811849,1000,0.8405087401977905,0.8398161241277771,4,4
stage1_multi_seed,trackD_sea_base,20260107-134214-fsc_trackD_sea_base,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.85436,0.8045652993017016,0.609375,32,0.0,631.0,1744.5925925925926,2.764806010447849,0.5,263.0,1682.2857142857142,12.793047256925583,1000,0.8120700654997972,0.8108987899137825,4,4
