experiment_name,run_name_token,run_id,dataset,seed,model_variant,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,severity_scheduler_scale,use_severity_v2,entropy_mode,decay,freeze_baseline_steps,acc_final,mean_acc,acc_min,drift_flag_count,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol,MTD_tol,MTFA_tol,MTR_tol,recovery_window,post_mean_acc_mean,post_min_acc_mean,n_gt_drifts,n_recovery_drifts
stage1_multi_seed,trackD_sea_v1,20260107-134319-dd1_trackD_sea_v1,sea_abrupt4,1,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.87578,0.8314726356376798,0.6770833333333334,31,0.0,999.0,1846.1538461538462,1.848001848001848,0.75,399.0,1655.1724137931035,16.593207155820586,1000,0.8352919537805885,0.8344245463239678,4,4
stage1_multi_seed,trackD_sea_v1,20260107-134319-dd1_trackD_sea_v1,sea_abrupt4,2,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.8733,0.822426925354073,0.3125,31,0.0,647.0,1801.8461538461538,2.7849245036262036,0.5,295.0,1673.142857142857,11.343341404358354,1000,0.8314152264351303,0.8305517336453823,4,4
stage1_multi_seed,trackD_sea_v1,20260107-134319-dd1_trackD_sea_v1,sea_abrupt4,3,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.86732,0.820488442195717,0.375,29,0.0,887.0,1989.3333333333333,2.2427658774896653,0.75,143.0,1768.2962962962963,49.462833462833466,1000,0.8301371047218185,0.8287615721278703,4,4
stage1_multi_seed,trackD_sea_v1,20260107-134319-dd1_trackD_sea_v1,sea_abrupt4,4,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.8766,0.8315476975527786,0.453125,31,0.0,1015.0,1856.0,1.8285714285714285,0.75,399.0,1664.0,16.681704260651628,1000,0.839654353177292,0.8390150580534184,4,4
stage1_multi_seed,trackD_sea_v1,20260107-134319-dd1_trackD_sea_v1,sea_abrupt4,5,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.86702,0.8158524765485332,0.640625,32,0.0,695.0,1792.5925925925926,2.579269917399414,0.5,391.0,1668.9655172413793,8.536908016579945,1000,0.8235975643954794,0.8225989896881243,4,4
stage1_multi_seed,trackD_sea_v2_unc_d095_f5,20260107-134416-0zb_trackD_sea_v2_unc_d095_f5,sea_abrupt4,1,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.86102,0.8154138426194144,0.328125,31,0.0,647.0,1861.5384615384614,2.8771846391630005,0.5,295.0,1728.5714285714287,11.719128329297822,1000,0.8228034529431986,0.8219212557389063,4,4
stage1_multi_seed,trackD_sea_v2_unc_d095_f5,20260107-134416-0zb_trackD_sea_v2_unc_d095_f5,sea_abrupt4,2,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.87456,0.824497828115683,0.6801470588235294,33,0.0,679.0,1728.0,2.544918998527246,0.5,327.0,1612.8,9.864220183486239,1000,0.8324129343271409,0.8314487853514378,4,4
stage1_multi_seed,trackD_sea_v2_unc_d095_f5,20260107-134416-0zb_trackD_sea_v2_unc_d095_f5,sea_abrupt4,3,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.87168,0.8259414226780606,0.375,31,0.0,887.0,1843.6923076923076,2.078570809123233,0.75,143.0,1652.9655172413793,46.23679768507355,1000,0.8359478056878744,0.8348895460204184,4,4
stage1_multi_seed,trackD_sea_v2_unc_d095_f5,20260107-134416-0zb_trackD_sea_v2_unc_d095_f5,sea_abrupt4,4,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.8721,0.8232063538776666,0.40625,32,0.0,695.0,1739.851851851852,2.5033839594990677,0.5,455.0,1677.7142857142858,7.374568288854004,1000,0.831277107795336,0.8305945857200758,4,4
stage1_multi_seed,trackD_sea_v2_unc_d095_f5,20260107-134416-0zb_trackD_sea_v2_unc_d095_f5,sea_abrupt4,5,ts_drift_adapt_severity,error_divergence_ph_meta,or,2,0.5,,,1,uncertain,0.95,5,0.87286,0.8230985139940006,0.6640625,32,0.0,647.0,1787.2592592592594,2.7623790714980823,0.5,295.0,1664.0,11.28135593220339,1000,0.8288126405298623,0.8275281525648976,4,4
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.88122,0.8387410952052405,0.609375,32,0.0,663.0,1792.0,2.7028657616892913,0.5,327.0,1728.0,10.568807339449542,1000,0.8455291409562788,0.8446618466116771,4,4
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.88272,0.8384038645507623,0.671875,29,0.0,823.0,1842.6666666666667,2.238963142972864,0.75,463.0,1700.923076923077,14.694799800631333,1000,0.8432529256565006,0.8423593143474606,4,4
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.86416,0.814946712652649,0.578125,32,0.0,759.0,1746.962962962963,2.301663982823403,0.5,455.0,1626.4827586206898,7.1493747631678675,1000,0.8232766176044912,0.8219034760781184,4,4
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.87564,0.8296592488405773,0.40625,30,0.0,935.0,1881.6,2.0124064171122993,1.0,,1622.0689655172414,,1000,0.8386003488115177,0.837956264999071,4,4
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.8688,0.8254086273265129,0.65625,32,0.0,631.0,1782.5185185185185,2.8249104889358456,0.5,263.0,1718.857142857143,13.071156979902227,1000,0.829915925628853,0.8287992337109593,4,4
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.9394921875,0.9533875236907272,0.53125,13,0.0,47.0,4326.4,92.05106382978722,0.0,47.0,4326.4,92.05106382978722,1000,0.9639889837866894,0.9555247237042683,2,2
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.927578125,0.9341770699095505,0.5,17,0.0,79.0,3227.4285714285716,40.85352622061483,0.0,79.0,3227.4285714285716,40.85352622061483,1000,0.9519057739887951,0.9439271508193597,2,2
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.93484375,0.9492060881058516,0.390625,14,0.0,47.0,3904.0,83.06382978723404,0.0,47.0,4294.4,91.37021276595743,1000,0.9613307182824902,0.9528716296684452,2,2
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.92806640625,0.9448262131305721,0.88125,14,0.0,47.0,3933.090909090909,83.68278529980657,0.0,47.0,3933.090909090909,83.68278529980657,1000,0.956872679675653,0.9482475466844512,2,2
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0,0.92970703125,0.9505708382656188,0.6875,15,0.0,79.0,3610.6666666666665,45.70464135021097,0.0,79.0,3610.6666666666665,45.70464135021097,1000,0.9599504484911059,0.9510682641006097,2,2
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.84326,0.8017624211150832,0.40625,0,1.0,,,,1.0,,,,1000,0.8102921746546285,0.8091143410309587,4,4
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.86678,0.8257356313128178,0.5,0,1.0,,,,1.0,,,,1000,0.8330565690199978,0.8322857234673902,4,4
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.85766,0.8153761539333102,0.421875,0,1.0,,,,1.0,,,,1000,0.8245518352188768,0.8235175081346454,4,4
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.84802,0.8059963327244519,0.390625,0,1.0,,,,1.0,,,,1000,0.8142396490948378,0.8134333701798745,4,4
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.84852,0.8005833473445841,0.53125,0,1.0,,,,1.0,,,,1000,0.8076522134274613,0.806499168932787,4,4
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.85107421875,0.9175184366284787,0.734375,0,1.0,,,,1.0,,,,1000,0.9339424251741086,0.925511504382622,2,2
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.8464453125,0.9067454969082425,0.171875,0,1.0,,,,1.0,,,,1000,0.9292427818063348,0.9210499833269817,2,2
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.85197265625,0.9119934807347886,0.8515625,0,1.0,,,,1.0,,,,1000,0.9294316937735104,0.9213224085365854,2,2
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.862421875,0.913049762197609,0.078125,0,1.0,,,,1.0,,,,1000,0.9350730223150402,0.9265279630335366,2,2
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0,0.85806640625,0.9231497920463412,0.671875,0,1.0,,,,1.0,,,,1000,0.9365559572036416,0.9277879668445121,2,2
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.86542,0.8235021226822253,0.625,31,0.0,679.0,1856.0,2.7334315169366716,0.5,359.0,1723.4285714285713,9.601273378432152,1000,0.8283021928541021,0.8274343525000472,4,4
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.878,0.8286817457535296,0.7058823529411765,29,0.0,727.0,1893.3333333333333,2.6043099495644197,0.75,255.0,1682.962962962963,26.39941902687001,1000,0.8343851603571733,0.8334406079225564,4,4
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.87298,0.8325288194094629,0.5,30,0.0,727.0,1896.96,2.6092984869326,0.5,423.0,1756.4444444444443,8.304701864985553,1000,0.8405767585748597,0.839207759386743,4,4
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.86792,0.8264250384556517,0.5625,30,0.0,631.0,1884.16,2.985990491283677,0.5,263.0,1744.5925925925926,13.266863821996902,1000,0.8330019252300039,0.8324685784158615,4,4
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.87618,0.8258430401658285,0.625,29,0.0,871.0,1954.6666666666667,2.2441637964026024,0.75,79.0,1737.4814814814815,87.97374589779653,1000,0.8333187278010394,0.8322889675494495,4,4
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.930546875,0.9403867719040417,0.25,12,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,1000,0.9575250271339251,0.9494608064977135,2,2
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.93455078125,0.9504080170411988,0.515625,11,0.0,79.0,5608.0,70.9873417721519,0.0,79.0,5608.0,70.9873417721519,1000,0.9612971972897302,0.9531053496570122,2,2
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.92998046875,0.9488285396684648,0.71875,14,0.0,47.0,4084.3636363636365,86.90135396518376,0.0,47.0,4084.3636363636365,86.90135396518376,1000,0.9594010716616523,0.9511272151295731,2,2
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.92943359375,0.9449408432808962,0.4375,12,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,1000,0.9582228101148687,0.9497743187881098,2,2
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0,0.92736328125,0.9490715524518266,0.875,13,0.0,79.0,4851.2,61.40759493670886,0.0,79.0,4851.2,61.40759493670886,1000,0.959474159790218,0.9505880216272866,2,2
