track,dataset,unit,seed,group,src_group,run_id,log_path,acc_final,acc_min_raw,acc_min@2000,confirmed_count,confirm_rate_per_10k,post_mean@W500,post_min@W500,post_mean@W1000,post_min@W1000,post_mean@W2000,post_min@W2000
AC,INSECTS_abrupt_balanced,sample_idx,13,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed13/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed13.csv,0.20472306848070845,0.16009963768115942,0.16009963768115942,40,7.569020001135353,0.19097134396014112,0.190610082066706,0.1910197133851456,0.1900203775810251,0.19044264620542542,0.18753955185642907
AC,INSECTS_abrupt_balanced,sample_idx,14,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed14/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed14.csv,0.21276515223191478,0.15845788043478262,0.15845788043478262,38,7.190569001078585,0.19876654366640648,0.19825692969111253,0.19861194047002675,0.1976322949745725,0.1976261026202382,0.1950958704801426
AC,INSECTS_abrupt_balanced,sample_idx,15,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed15/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed15.csv,0.20150623498022593,0.16089221014492755,0.16089221014492755,39,7.379794501106969,0.19372052043761154,0.19334878232163707,0.19349723904786204,0.1927060677669788,0.19242504510707228,0.19035811410811412
AC,INSECTS_abrupt_balanced,sample_idx,16,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed16/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed16.csv,0.18322705167748407,0.15953351449275363,0.15953351449275363,38,7.190569001078585,0.17965174734867614,0.1792762270854603,0.1793983855957646,0.17854912523067867,0.17825329638352497,0.17612724602738933
AC,INSECTS_abrupt_balanced,sample_idx,17,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed17/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed17.csv,0.21768501523265274,0.18472450657894737,0.18472450657894737,40,7.569020001135353,0.20199163127481676,0.20190235248666513,0.2020749817794347,0.20182068650054835,0.2017569503318511,0.2004255310239047
AC,INSECTS_abrupt_balanced,sample_idx,18,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed18/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed18.csv,0.19287755217893163,0.16519474637681159,0.16519474637681159,37,7.001343501050202,0.18930624290747824,0.1889119649816231,0.18905053787787315,0.18820795486755573,0.18779218741288545,0.18563600254525742
AC,INSECTS_abrupt_balanced,sample_idx,19,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed19/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed19.csv,0.19692697787953906,0.14249320652173914,0.14249320652173914,39,7.379794501106969,0.17420607524406886,0.1738433946583767,0.17421885129167317,0.17329683928140416,0.17370052185605353,0.17116876555676694
AC,INSECTS_abrupt_balanced,sample_idx,20,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed20/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed20.csv,0.19200711487880107,0.1484375,0.16741071428571427,40,7.569020001135353,0.18663320760947083,0.18618579999524448,0.18629712065051088,0.18534166797489474,0.18499952994776836,0.18274020652275064
AC,INSECTS_abrupt_balanced,sample_idx,21,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed21/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed21.csv,0.20080610063012092,0.1599298007246377,0.1599298007246377,38,7.190569001078585,0.19206032079303278,0.19177847099650722,0.191932939995951,0.191179874859431,0.19119590553249605,0.18883465357882834
AC,INSECTS_abrupt_balanced,sample_idx,22,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed22/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed22.csv,0.19367229927905086,0.15879755434782608,0.15879755434782608,39,7.379794501106969,0.19151884181914214,0.19109810663086185,0.19130572494149428,0.19039107341107103,0.19028560629816665,0.18789864134265347
AC,INSECTS_abrupt_balanced,sample_idx,23,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed23/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed23.csv,0.19940583192991088,0.16473214285714285,0.16473214285714285,39,7.379794501106969,0.1924048195552453,0.1920050613519874,0.19210869681672946,0.19119556412785715,0.19077257714049378,0.1885411602808013
AC,INSECTS_abrupt_balanced,sample_idx,24,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed24/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed24.csv,0.2018279183302742,0.1171875,0.16997767857142856,40,7.569020001135353,0.1926513218921078,0.19253630422836257,0.19252692542308356,0.19213312090040846,0.19162104551696676,0.18974669603765432
AC,INSECTS_abrupt_balanced,sample_idx,25,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed25/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed25.csv,0.1856680606278502,0.16177083333333334,0.16177083333333334,39,7.379794501106969,0.18102137003274674,0.18058627172861716,0.1809309938867723,0.17994326718057704,0.17999020648378114,0.17756339907153354
AC,INSECTS_abrupt_balanced,sample_idx,26,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed26/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed26.csv,0.2039093988305864,0.1637794384057971,0.1637794384057971,40,7.569020001135353,0.19394224105328514,0.19373819052814364,0.19381026572617074,0.19309476282381063,0.19287474690081272,0.1907443352359037
AC,INSECTS_abrupt_balanced,sample_idx,27,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed27/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed27.csv,0.19774064752966108,0.07421875,0.15557065217391305,40,7.569020001135353,0.1851505603105088,0.1849938632713841,0.1851987413940661,0.18451880456202407,0.18450375595073915,0.18235013695373783
AC,INSECTS_abrupt_balanced,sample_idx,28,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed28/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed28.csv,0.20801559218120233,0.15630661231884058,0.15630661231884058,40,7.569020001135353,0.192983046722757,0.1926335880622879,0.19288789944314874,0.19203087035334576,0.19194548282624493,0.1896564069769728
AC,INSECTS_abrupt_balanced,sample_idx,29,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed29/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed29.csv,0.19658637197948794,0.16445878623188406,0.16445878623188406,39,7.379794501106969,0.18420115515594035,0.1840625309651287,0.18434370281202578,0.1840344720992976,0.18409667890792,0.18270280837469194
AC,INSECTS_abrupt_balanced,sample_idx,30,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed30/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed30.csv,0.20432569493064887,0.17108242753623187,0.17108242753623187,38,7.190569001078585,0.19642710850378162,0.1959742720471229,0.19624285829187316,0.1953014655743,0.1952057111530114,0.19254215683068132
AC,INSECTS_abrupt_balanced,sample_idx,31,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed31/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed31.csv,0.2151872386322781,0.14453125,0.16502490942028986,39,7.379794501106969,0.20228457207539316,0.20186402028696954,0.20199083104413812,0.2010708818317406,0.2009301423228238,0.19815523610977712
AC,INSECTS_abrupt_balanced,sample_idx,32,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed32/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed32.csv,0.19749465437962418,0.14668251811594202,0.14668251811594202,38,7.190569001078585,0.18040357896387582,0.1799752932380662,0.18030223595244943,0.17937222095793118,0.17943764917458832,0.1770681295292395
AC,INSECTS_abrupt_balanced,sample_idx,33,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed33/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed33.csv,0.19533748367930062,0.04296875,0.15869140625,40,7.569020001135353,0.18949366036417417,0.18919024776187998,0.18943892477427968,0.18889803596423602,0.18876757773583874,0.1871045006896856
AC,INSECTS_abrupt_balanced,sample_idx,34,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed34/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed34.csv,0.20250913013037636,0.17040307971014493,0.17040307971014493,41,7.758245501163737,0.1907277673971618,0.19057268809417122,0.19065629797574798,0.1901112740573113,0.18989185606387446,0.18781070643491943
AC,INSECTS_abrupt_balanced,sample_idx,35,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed35/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed35.csv,0.20916986773137547,0.16015625,0.16259057971014493,40,7.569020001135353,0.1956371346024114,0.19524461290910614,0.1954818591448341,0.19461127314818882,0.19450946787013415,0.19194574406874818
AC,INSECTS_abrupt_balanced,sample_idx,36,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed36/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed36.csv,0.19219634037882946,0.15251358695652173,0.15251358695652173,37,7.001343501050202,0.17967865534715402,0.17930539067697585,0.17962197697719523,0.17880061459573682,0.17880533595591505,0.17648100570009143
AC,INSECTS_abrupt_balanced,sample_idx,37,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed37/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed37.csv,0.19652960432947944,0.16615715579710144,0.16615715579710144,39,7.379794501106969,0.1923497515558582,0.1919325572708084,0.1919789707808362,0.19113197723350453,0.19059242234448176,0.18833514452173974
AC,INSECTS_abrupt_balanced,sample_idx,38,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed38/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed38.csv,0.19828940147974342,0.15552455357142858,0.15552455357142858,38,7.190569001078585,0.1808792814076253,0.18055535088232322,0.18081614154153985,0.18001427475725018,0.17995487757436038,0.1776518489715627
AC,INSECTS_abrupt_balanced,sample_idx,39,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed39/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed39.csv,0.19111775502866765,0.1548346920289855,0.1548346920289855,38,7.190569001078585,0.1851506122656577,0.18473213786869014,0.18512879830927256,0.1841221144905487,0.1845533828899805,0.18183847681231358
AC,INSECTS_abrupt_balanced,sample_idx,40,baseline,A_baseline,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed40/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed40.csv,0.1984407818797661,0.12890625,0.1610054347826087,39,7.379794501106969,0.190438371073734,0.19014911974729334,0.19028783209953118,0.18954095474316113,0.1892380988820164,0.18716960409957867
AC,INSECTS_abrupt_balanced,sample_idx,1,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.22345639298351846,0.068359375,0.13916015625,40,7.569020001135353,0.2038637476991019,0.2034010922450059,0.2036821303263155,0.20274872825679166,0.20279215003918696,0.20012174058502719
AC,INSECTS_abrupt_balanced,sample_idx,2,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19546994152932048,0.173828125,0.173828125,39,7.379794501106969,0.20184615090690156,0.20168611565175393,0.20177775854410757,0.20103088844544184,0.2007317473005501,0.19859318666981632
AC,INSECTS_abrupt_balanced,sample_idx,3,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.19766495732964975,0.08984375,0.16495535714285714,38,7.190569001078585,0.19028253712256726,0.1899414680255577,0.19010736196250433,0.18934645195661295,0.18901476982802654,0.18692044894188484
AC,INSECTS_abrupt_balanced,sample_idx,4,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.21161087668174164,0.19140625,0.19268973214285715,37,7.001343501050202,0.21345749123099098,0.21296826196219448,0.2130166269787117,0.21212703582033052,0.21145029617489502,0.2089268108234455
AC,INSECTS_abrupt_balanced,sample_idx,5,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.2031146517304672,0.15330615942028986,0.15330615942028986,40,7.569020001135353,0.18438389883095244,0.18398312407069345,0.18413128631114187,0.18335585206787944,0.183151575325323,0.1810848721412244
AC,INSECTS_abrupt_balanced,sample_idx,6,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20565027343084755,0.03125,0.14453125,40,7.569020001135353,0.1916134012551196,0.19120401600022363,0.19149813240890728,0.1905990152696567,0.1904721745128687,0.188222266547569
AC,INSECTS_abrupt_balanced,sample_idx,7,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.20239559483035935,0.15885416666666666,0.15885416666666666,41,7.758245501163737,0.19095716097511575,0.19059901658563685,0.1908595388744085,0.18997712149504656,0.18997137188757504,0.18764976576461878
AC,INSECTS_abrupt_balanced,sample_idx,8,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.2134652865820198,0.17391304347826086,0.17391304347826086,40,7.569020001135353,0.19745663311705705,0.19716115255500322,0.197353236436911,0.1965530779295193,0.1964954677193166,0.1941889401840256
AC,INSECTS_abrupt_balanced,sample_idx,9,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.1925180237288777,0.1484375,0.15075860507246377,36,6.812118001021818,0.18409125300919582,0.1837746107882708,0.18383355214907462,0.183054702853197,0.18276832583406277,0.18061928587071513
AC,INSECTS_abrupt_balanced,sample_idx,10,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.20269835563040475,0.125,0.1681951992753623,38,7.190569001078585,0.19174408418392225,0.19158992064517244,0.1917493853978241,0.19121048245113387,0.19115272417556592,0.18909062633265877
AC,INSECTS_abrupt_balanced,sample_idx,11,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed11/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed11.csv,0.21337067383200561,0.17181919642857144,0.17181919642857144,39,7.379794501106969,0.19944483222494253,0.19899618769422758,0.19925412010188176,0.19831516278815559,0.19820526734405758,0.19577206357840088
AC,INSECTS_abrupt_balanced,sample_idx,12,v2,B_v2,20260108-234327-id8_B_v2_theta0.50_w1_cd200,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed12/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed12.csv,0.21000245993150038,0.16796875,0.17667410714285714,39,7.379794501106969,0.1963239314153054,0.1958595330457156,0.1961266370863947,0.19516252654367,0.19515626976477934,0.1925585700599466
