track,dataset,seed,group,run_id,confirm_theta,confirm_window,confirm_cooldown,confirmed_count_total,horizon,confirm_rate_per_10k,median_gap_between_confirms,p10_gap_between_confirms,acc_min_raw,acc_min@2000,post_min@W1000,post_mean@W1000,recovery_time_to_pre90
R,INSECTS_abrupt_balanced,1,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,40,52847,7.569020001135353,1280.0,1280.0,0.17254464285714285,0.17254464285714285,0.19992702740335222,0.2006150563666466,178.4
R,INSECTS_abrupt_balanced,2,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.16389266304347827,0.16389266304347827,0.18188823062330806,0.18256540595150741,178.4
R,INSECTS_abrupt_balanced,3,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,38,52847,7.190569001078585,1280.0,1280.0,0.1593070652173913,0.1593070652173913,0.18296369050986386,0.1836758123827958,178.4
R,INSECTS_abrupt_balanced,4,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.16661005434782608,0.16661005434782608,0.19228016503815432,0.19322099532771683,178.4
R,INSECTS_abrupt_balanced,5,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,40,52847,7.569020001135353,1280.0,1280.0,0.16707589285714286,0.16707589285714286,0.1847447390481109,0.18558238717998868,178.4
R,INSECTS_abrupt_balanced,6,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,37,52847,7.001343501050202,1280.0,1280.0,0.15902400362318841,0.15902400362318841,0.18932733960083575,0.1901999946503568,178.4
R,INSECTS_abrupt_balanced,7,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,38,52847,7.190569001078585,1280.0,1280.0,0.1548346920289855,0.1548346920289855,0.18442711981706256,0.18534117842410677,178.4
R,INSECTS_abrupt_balanced,8,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.1688179347826087,0.1688179347826087,0.19346037869379543,0.19429194217636644,178.4
R,INSECTS_abrupt_balanced,9,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.09765625,0.15427083333333333,0.17483728067059165,0.1755372203560412,178.4
R,INSECTS_abrupt_balanced,10,v2_gate_m3_cd,20260108-111318-lv9_v2_gate_m3_cd_theta0.50_w1_cd200,0.5,1,200,37,52847,7.001343501050202,1280.0,1280.0,0.16015625,0.16649682971014493,0.19908049219210314,0.19998297068622592,178.4
R,sea_abrupt4,1,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,145,50000,29.0,320.0,320.0,0.265625,0.66259765625,,,
R,sea_abrupt4,2,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,149,50000,29.8,320.0,320.0,0.671875,0.7485795454545454,,,
R,sea_abrupt4,3,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,150,50000,30.0,320.0,320.0,0.3203125,0.7069128787878788,,,
R,sea_abrupt4,4,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,153,50000,30.6,320.0,320.0,0.3125,0.71044921875,,,
R,sea_abrupt4,5,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,151,50000,30.2,320.0,320.0,0.296875,0.67626953125,,,
R,INSECTS_abrupt_balanced,1,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.140625,0.15489130434782608,0.1896730247538749,0.19069249090192839,178.4
R,INSECTS_abrupt_balanced,2,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,40,52847,7.569020001135353,1280.0,1280.0,0.16791213768115942,0.16791213768115942,0.19273562385255386,0.19333056352551758,178.4
R,INSECTS_abrupt_balanced,3,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,38,52847,7.190569001078585,1280.0,1280.0,0.140625,0.15715579710144928,0.18710756505565132,0.1879469137892479,178.4
R,INSECTS_abrupt_balanced,4,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.09375,0.1570991847826087,0.18710321401270902,0.1879934798831842,178.4
R,INSECTS_abrupt_balanced,5,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.16134510869565216,0.16134510869565216,0.19079546450951218,0.1915900884207757,178.4
R,INSECTS_abrupt_balanced,6,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,38,52847,7.190569001078585,1280.0,1280.0,0.154296875,0.16015625,0.19559089148957187,0.19644299048012825,178.4
R,INSECTS_abrupt_balanced,7,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.0546875,0.15380859375,0.1920166696140333,0.19287572793706187,178.4
R,INSECTS_abrupt_balanced,8,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,39,52847,7.379794501106969,1280.0,1280.0,0.15857110507246377,0.15857110507246377,0.18220937746831686,0.18320027579278256,178.4
R,INSECTS_abrupt_balanced,9,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,37,52847,7.001343501050202,1280.0,1280.0,0.08203125,0.15279664855072464,0.18359873565250467,0.1843879483192436,178.4
R,INSECTS_abrupt_balanced,10,v2_gate_m5_cd,20260108-111410-pik_v2_gate_m5_cd_theta0.50_w1_cd200,0.5,1,200,38,52847,7.190569001078585,1280.0,1280.0,0.1603826992753623,0.1603826992753623,0.18501580461467182,0.186030842577874,178.4
