track,dataset,group,phase,confirm_rule,perm_stat,delta_k,perm_alpha,perm_pre_n,perm_post_n,perm_n_perm,n_runs,candidate_count_mean,candidate_count_std,confirmed_count_mean,confirmed_count_std,confirmed_over_candidate_mean,perm_pvalue_p50_mean,perm_pvalue_p90_mean,perm_pvalue_p99_mean,perm_pvalue_le_alpha_ratio_mean
AM,sea_nodrift,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,145.8,2.7748873851023217,145.8,2.7748873851023217,1.0,,,,
AM,sine_nodrift,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,24.6,2.073644135332772,24.6,2.073644135332772,1.0,,,,
AM,sea_abrupt4,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,146.4,1.816590212458495,146.4,1.816590212458495,1.0,,,,
AM,sine_abrupt4,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,146.4,1.6733200530681511,146.2,1.7888543819998317,0.9986301369863013,,,,
AM,sea_nodrift,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,145.8,2.7748873851023217,145.8,2.7748873851023217,1.0,,,,
AM,sine_nodrift,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,24.6,2.073644135332772,24.6,2.073644135332772,1.0,,,,
AM,sea_abrupt4,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,146.4,1.816590212458495,146.4,1.816590212458495,1.0,,,,
AM,sine_abrupt4,A_weighted_n5,quick,weighted,N/A,N/A,N/A,N/A,N/A,N/A,5,146.4,1.6733200530681511,146.2,1.7888543819998317,0.9986301369863013,,,,
