track,run_id,dataset,seed,model_variant,mode,log_path,acc_final,mean_acc,acc_min,drift_flag_count,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,miss_rate_tol500,delay_p90,post_mean_acc_W1000,post_min_acc_W1000,recovery_time_to_pre90
J,20260108-002650-1bk_theta0.40_w1,sea_abrupt4,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-002650-1bk_theta0.40_w1/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86494,0.822442859473775,0.6640625,31,0.0,727.0,1861.5384615384614,2.560575600465559,0.75,255.0,1668.9655172413793,26.179851250845164,0.75,1117.4,,,
J,20260108-002650-1bk_theta0.40_w1,sea_abrupt4,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-002650-1bk_theta0.40_w1/sea_abrupt4__ts_drift_adapt__seed2.csv,0.86214,0.8159137801618842,0.6893382352941176,30,0.0,887.0,1896.96,2.1386245772266066,1.0,,1635.3103448275863,,1.0,1131.8,,,
J,20260108-002650-1bk_theta0.40_w1,sea_abrupt4,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-002650-1bk_theta0.40_w1/sea_abrupt4__ts_drift_adapt__seed3.csv,0.85662,0.7844758285717557,0.296875,30,0.0,759.0,1881.6,2.4790513833992094,0.75,319.0,1680.0,21.065830721003135,0.75,1079.0,,,
J,20260108-002650-1bk_theta0.40_w1,sea_abrupt4,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-002650-1bk_theta0.40_w1/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86548,0.8233013597246974,0.578125,31,0.0,615.0,1853.5384615384614,3.013883677298311,0.5,231.0,1721.142857142857,14.901669758812616,0.5,1079.0,,,
J,20260108-002650-1bk_theta0.40_w1,sea_abrupt4,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-002650-1bk_theta0.40_w1/sea_abrupt4__ts_drift_adapt__seed5.csv,0.8761,0.8258706816479675,0.390625,30,0.0,839.0,1925.12,2.2945411203814063,1.0,,1659.5862068965516,,1.0,1098.2,,,
J,20260108-002650-1bk_theta0.40_w1,stagger_abrupt3,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-002650-1bk_theta0.40_w1/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.92396484375,0.92913084933334,0.078125,12,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,,59.800000000000004,,,
J,20260108-002650-1bk_theta0.40_w1,stagger_abrupt3,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-002650-1bk_theta0.40_w1/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.92705078125,0.9304427785754157,0.171875,13,0.0,79.0,4384.0,55.49367088607595,0.0,79.0,4384.0,55.49367088607595,,91.8,,,
J,20260108-002650-1bk_theta0.40_w1,stagger_abrupt3,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-002650-1bk_theta0.40_w1/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.93060546875,0.9362664837806833,0.0625,12,0.0,47.0,5063.111111111111,107.725768321513,0.0,47.0,5063.111111111111,107.725768321513,,59.800000000000004,,,
J,20260108-002650-1bk_theta0.40_w1,stagger_abrupt3,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-002650-1bk_theta0.40_w1/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9302734375,0.9410062476451967,0.125,11,0.0,79.0,5400.0,68.35443037974683,0.0,79.0,5400.0,68.35443037974683,,91.8,,,
J,20260108-002650-1bk_theta0.40_w1,stagger_abrupt3,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-002650-1bk_theta0.40_w1/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.92013671875,0.9142552946112359,0.125,14,0.0,79.0,4224.0,53.46835443037975,0.0,79.0,4224.0,53.46835443037975,,117.39999999999999,,,
J,20260108-002828-a8c_theta0.40_w2,sea_abrupt4,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-002828-a8c_theta0.40_w2/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87624,0.8180773299580424,0.25,31,0.0,743.0,1861.5384615384614,2.505435345273838,0.75,447.0,1668.9655172413793,14.934814471958651,0.75,1079.0,,,
J,20260108-002828-a8c_theta0.40_w2,sea_abrupt4,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-002828-a8c_theta0.40_w2/sea_abrupt4__ts_drift_adapt__seed2.csv,0.86428,0.8024971321667472,0.265625,29,0.0,791.0,1906.6666666666667,2.4104509060261274,0.75,383.0,1694.8148148148148,17.70041582052026,0.75,1079.0,,,
J,20260108-002828-a8c_theta0.40_w2,sea_abrupt4,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-002828-a8c_theta0.40_w2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88398,0.838260528077035,0.359375,28,0.0,551.0,2048.0,3.716878402903811,0.5,103.0,1884.16,36.58563106796117,0.5,1079.0,,,
J,20260108-002828-a8c_theta0.40_w2,sea_abrupt4,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-002828-a8c_theta0.40_w2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88168,0.8365801156437974,0.421875,30,0.0,615.0,1902.08,3.092813008130081,0.5,231.0,1761.1851851851852,15.248356581689915,0.5,1079.0,,,
J,20260108-002828-a8c_theta0.40_w2,sea_abrupt4,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-002828-a8c_theta0.40_w2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.85634,0.8080305034027917,0.59375,31,0.0,631.0,1853.5384615384614,2.9374619041813967,0.5,263.0,1721.142857142857,13.088538837588267,0.5,1079.0,,,
J,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.92794921875,0.9510771059011092,0.8125,13,0.0,47.0,4576.0,97.36170212765957,0.0,47.0,4576.0,97.36170212765957,,59.800000000000004,,,
J,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.93166015625,0.9460929567174553,0.40625,13,0.0,79.0,4384.0,55.49367088607595,0.0,79.0,4384.0,55.49367088607595,,91.8,,,
J,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.9225,0.9357976585744052,0.640625,14,0.0,47.0,4142.545454545455,88.13926499032883,0.0,47.0,4142.545454545455,88.13926499032883,,59.800000000000004,,,
J,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9291015625,0.9423514452663049,0.109375,13,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,,91.8,,,
J,20260108-002828-a8c_theta0.40_w2,stagger_abrupt3,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-002828-a8c_theta0.40_w2/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.93451171875,0.9437154297558066,0.21875,10,0.0,79.0,6153.142857142857,77.8878842676311,0.0,79.0,6153.142857142857,77.8878842676311,,117.39999999999999,,,
J,20260108-003009-944_theta0.40_w3,sea_abrupt4,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86336,0.8136521162778994,0.34375,31,0.0,807.0,1861.5384615384614,2.3067391097130874,0.75,447.0,1668.9655172413793,14.934814471958651,0.75,1098.2,,,
J,20260108-003009-944_theta0.40_w3,sea_abrupt4,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87404,0.8199107828458007,0.515625,30,0.0,935.0,1896.96,2.0288342245989304,1.0,,1635.3103448275863,,1.0,1131.8,,,
J,20260108-003009-944_theta0.40_w3,sea_abrupt4,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed3.csv,0.86782,0.8166738198888853,0.328125,29,0.0,1159.0,1962.6666666666667,1.6934138625251653,1.0,,1682.2857142857142,,1.0,1355.8,,,
J,20260108-003009-944_theta0.40_w3,sea_abrupt4,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88234,0.8333391007831843,0.375,30,0.0,743.0,1881.6,2.532436069986541,0.75,255.0,1680.0,26.352941176470587,0.75,1117.4,,,
J,20260108-003009-944_theta0.40_w3,sea_abrupt4,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003009-944_theta0.40_w3/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87506,0.8233262993946776,0.640625,30,0.0,743.0,1876.48,2.5255450874831764,0.75,447.0,1675.4285714285713,14.99264940875679,0.75,1079.0,,,
J,20260108-003009-944_theta0.40_w3,stagger_abrupt3,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.9290234375,0.9462082976342703,0.671875,14,0.0,47.0,4160.0,88.51063829787235,0.0,47.0,4160.0,88.51063829787235,,59.800000000000004,,,
J,20260108-003009-944_theta0.40_w3,stagger_abrupt3,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.9201953125,0.9372727832589532,0.34375,14,0.0,79.0,4078.5454545454545,51.62715765247411,0.0,79.0,4078.5454545454545,51.62715765247411,,91.8,,,
J,20260108-003009-944_theta0.40_w3,stagger_abrupt3,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.9284765625,0.9285286329901138,0.109375,12,0.0,47.0,4984.888888888889,106.06146572104018,0.0,47.0,4984.888888888889,106.06146572104018,,59.800000000000004,,,
J,20260108-003009-944_theta0.40_w3,stagger_abrupt3,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9203125,0.933818154782151,0.88125,15,0.0,47.0,3904.0,83.06382978723404,0.0,47.0,3904.0,83.06382978723404,,59.800000000000004,,,
J,20260108-003009-944_theta0.40_w3,stagger_abrupt3,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003009-944_theta0.40_w3/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.9287109375,0.9371184165735285,0.171875,12,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,,59.800000000000004,,,
J,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86698,0.8203574412825351,0.640625,31,0.0,695.0,1860.923076923077,2.6775871610403983,0.5,391.0,1728.0,8.838874680306905,0.5,1079.0,,,
J,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed2.csv,0.86658,0.8209268723053786,0.359375,30,0.0,935.0,1920.0,2.053475935828877,1.0,,1655.1724137931035,,1.0,1151.0,,,
J,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed3.csv,0.8748,0.8235732414349719,0.3125,29,0.0,903.0,1962.6666666666667,2.173495754891104,0.75,143.0,1744.5925925925926,48.7997927997928,0.75,1344.6,,,
J,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed4.csv,0.85458,0.8097923998893283,0.59375,30,0.0,727.0,1884.16,2.5916918844566714,0.5,455.0,1744.5925925925926,7.668538868538868,0.5,1079.0,,,
J,20260108-003146-g8c_theta0.50_w1,sea_abrupt4,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003146-g8c_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed5.csv,0.8793,0.8260304884719938,0.546875,29,0.0,839.0,2016.0,2.402860548271752,0.75,15.0,1792.0,477.8666666666667,0.75,1299.8,,,
J,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.93021484375,0.9495840952463546,0.390625,13,0.0,47.0,4601.6,97.90638297872341,0.0,47.0,4601.6,97.90638297872341,,59.800000000000004,,,
J,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.92943359375,0.9480291390301483,0.859375,13,0.0,79.0,4358.4,55.16962025316455,0.0,79.0,4358.4,55.16962025316455,,91.8,,,
J,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.9309765625,0.9410775455388677,0.296875,11,0.0,47.0,5616.0,119.48936170212765,0.0,47.0,5616.0,119.48936170212765,,59.800000000000004,,,
J,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.9305859375,0.9460671375582783,0.171875,11,0.0,79.0,5408.0,68.45569620253164,0.0,79.0,5408.0,68.45569620253164,,91.8,,,
J,20260108-003146-g8c_theta0.50_w1,stagger_abrupt3,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003146-g8c_theta0.50_w1/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.928046875,0.927664435685415,0.09375,11,0.0,79.0,6016.0,76.15189873417721,0.0,79.0,6016.0,76.15189873417721,,117.39999999999999,,,
J,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87424,0.8151923297282075,0.234375,30,0.0,679.0,1904.64,2.8050662739322534,0.75,191.0,1700.5714285714287,35.61406133133882,0.75,1079.0,,,
J,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed2.csv,0.85496,0.8049659609828794,0.359375,30,0.0,679.0,1894.4,2.7899852724594996,0.5,359.0,1754.0740740740741,9.772000412668937,0.5,1079.0,,,
J,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.86778,0.824429324225804,0.328125,31,0.0,759.0,1860.923076923077,2.4518090605047127,0.75,319.0,1668.4137931034484,20.920549129823804,0.75,1079.0,,,
J,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86336,0.8173667411066582,0.484375,31,0.0,663.0,1858.4615384615386,2.803109409444251,0.5,327.0,1725.7142857142858,10.55482743556138,0.5,1079.0,,,
J,20260108-003311-6lp_theta0.50_w2,sea_abrupt4,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003311-6lp_theta0.50_w2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86812,0.8241736270229687,0.6875,29,0.0,823.0,1970.6666666666667,2.3944916970433376,1.0,,1689.142857142857,,1.0,1079.0,,,
J,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.9226953125,0.9441203115953225,0.359375,14,0.0,47.0,4224.0,89.87234042553192,0.0,47.0,4224.0,89.87234042553192,,59.800000000000004,,,
J,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.92849609375,0.9475498104008472,0.859375,13,0.0,79.0,4326.4,54.76455696202531,0.0,79.0,4326.4,54.76455696202531,,91.8,,,
J,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.93384765625,0.950351583400528,0.828125,11,0.0,47.0,5408.0,115.06382978723404,0.0,47.0,5408.0,115.06382978723404,,59.800000000000004,,,
J,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.92841796875,0.9483938422199794,0.46875,11,0.0,79.0,5408.0,68.45569620253164,0.0,79.0,5408.0,68.45569620253164,,91.8,,,
J,20260108-003311-6lp_theta0.50_w2,stagger_abrupt3,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003311-6lp_theta0.50_w2/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.932109375,0.9443687693380914,0.15625,11,0.0,79.0,5632.0,71.29113924050633,0.0,79.0,5632.0,71.29113924050633,,117.39999999999999,,,
J,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86706,0.8214629396523072,0.453125,31,0.0,647.0,1861.5384615384614,2.8771846391630005,0.5,263.0,1728.5714285714287,13.145029875067898,0.5,1098.2,,,
J,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87136,0.813255185397854,0.2109375,31,0.0,711.0,1856.0,2.610407876230661,0.75,255.0,1664.0,26.101960784313725,0.75,1079.0,,,
J,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88086,0.8293476732164702,0.484375,29,0.0,951.0,2013.3333333333333,2.1170697511391516,0.75,143.0,1789.6296296296296,50.059570059570056,0.75,1434.2,,,
J,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed4.csv,0.85914,0.808427573822239,0.3359375,31,0.0,631.0,1856.0,2.941362916006339,0.5,263.0,1723.4285714285713,13.105920695274307,0.5,1079.0,,,
J,20260108-003404-rl6_theta0.50_w3,sea_abrupt4,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-003404-rl6_theta0.50_w3/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87474,0.8169569290139701,0.626953125,30,0.0,631.0,1871.36,2.9657052297939774,0.5,263.0,1732.7407407407406,13.176735671032247,0.5,1079.0,,,
J,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,1,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed1/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed1.csv,0.935546875,0.9419691405576441,0.265625,12,0.0,79.0,4814.222222222223,60.9395218002813,0.0,79.0,4814.222222222223,60.9395218002813,,117.39999999999999,,,
J,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,2,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed2/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed2.csv,0.9278515625,0.938796711645298,0.171875,14,0.0,79.0,4078.5454545454545,51.62715765247411,0.0,79.0,4078.5454545454545,51.62715765247411,,91.8,,,
J,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,3,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed3/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed3.csv,0.936953125,0.951642149694091,0.6875,11,0.0,47.0,5608.0,119.31914893617021,0.0,47.0,5608.0,119.31914893617021,,59.800000000000004,,,
J,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,4,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed4/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed4.csv,0.93060546875,0.9509417744081804,0.84375,12,0.0,79.0,4807.111111111111,60.849507735583686,0.0,79.0,4807.111111111111,60.849507735583686,,91.8,,,
J,20260108-003404-rl6_theta0.50_w3,stagger_abrupt3,5,ts_drift_adapt,,logs/trackJ_twostage_sweep/stagger_abrupt3/ts_drift_adapt/seed5/20260108-003404-rl6_theta0.50_w3/stagger_abrupt3__ts_drift_adapt__seed5.csv,0.93375,0.9525818232182469,0.453125,12,0.0,79.0,4714.666666666667,59.67932489451477,0.0,79.0,4714.666666666667,59.67932489451477,,117.39999999999999,,,
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,1,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed1/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed1.csv,0.218593297632789,0.2034642968388856,0.09375,9,0.0,4376.8,14933.333333333334,3.4119295680253456,0.8,486.0,6400.0,65.84362139917697,,,0.2028537407599404,0.20193386902456015,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,2,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed2/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed2.csv,0.18737109012810566,0.19011980291084923,0.16729166666666667,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18020658899234923,0.17977363650535658,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,3,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed3/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed3.csv,0.20112778398016917,0.19374943557408608,0.15721240942028986,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18875486367747465,0.1879976462983753,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,4,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed4/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed4.csv,0.19823263382973488,0.19298046381794515,0.03515625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19443760652587241,0.19356595185826522,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,5,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed5/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed5.csv,0.19270724922890609,0.19021489761711882,0.15234375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18274143145505822,0.18189224632892903,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,6,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed6/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed6.csv,0.18585728612787858,0.18335100332300136,0.15223052536231885,8,0.4,482.0,11264.0,38.94882434301522,0.6,233.0,9011.2,96.68669527896996,,,0.1752624355287073,0.17451394236395443,178.4
