track,run_id,dataset,seed,model_variant,mode,log_path,acc_final,mean_acc,acc_min,drift_flag_count,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,miss_rate_tol500,delay_p90,post_mean_acc_W1000,post_min_acc_W1000,recovery_time_to_pre90
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,7,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed7/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed7.csv,0.18899842942834977,0.18748599734815238,0.140625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1778559995630309,0.17683744050462197,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,8,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed8/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed8.csv,0.20006812118001022,0.18873470128643746,0.11328125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18523970446940383,0.1841597872653354,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,9,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed9/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed9.csv,0.20761821863114274,0.20255642467115864,0.109375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19919299013817934,0.19841761359548843,178.4
K,20260108-003521-vzu_or,INSECTS_abrupt_balanced,10,ts_drift_adapt,or,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed10/20260108-003521-vzu_or/INSECTS_abrupt_balanced__ts_drift_adapt__seed10.csv,0.194826574829224,0.18860911723914994,0.157421875,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18132671765885996,0.1804695882198064,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,1,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed1/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed1.csv,0.22029632713304445,0.2170106473894621,0.17689732142857142,8,0.2,5477.5,15018.666666666666,3.4273543283127945,1.0,,6436.571428571428,,,,0.21038443097459159,0.20952088357870297,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,2,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed2/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed2.csv,0.19299108747894866,0.1877740592706323,0.15234375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18295834942230071,0.18212821591689873,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,3,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed3/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed3.csv,0.19968967017995345,0.19184672612477374,0.1328125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18749544276807242,0.18689504889190744,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,4,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed4/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed4.csv,0.1883739852782561,0.19208873957853093,0.171875,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1856051586820894,0.1851904684488847,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,5,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed5/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed5.csv,0.19794879557969233,0.19064363231411838,0.12109375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18569834492964438,0.18493167184844844,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,6,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed6/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed6.csv,0.19787310537968097,0.20051566980577637,0.16830357142857144,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19134767637833563,0.19050406093497335,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,7,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed7/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed7.csv,0.20485552633072832,0.20240939039400654,0.16593070652173914,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19705017802683156,0.19623102094707953,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,8,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed8/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed8.csv,0.20674778133101215,0.19281524285288879,0.0625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19022676835434046,0.1893314697348886,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,9,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed9/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed9.csv,0.20786421178117964,0.202252317568441,0.1721875,8,0.4,2337.3333333333335,11328.0,8.077581289218482,0.6,477.0,9062.4,47.496855345911946,,,0.19323710223909477,0.19249521415790727,178.4
K,20260108-003550-d05_weighted,INSECTS_abrupt_balanced,10,ts_drift_adapt,weighted,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed10/20260108-003550-d05_weighted/INSECTS_abrupt_balanced__ts_drift_adapt__seed10.csv,0.19151512857872727,0.18434696041788304,0.158203125,8,0.4,2081.3333333333335,11328.0,9.071108263933377,0.6,221.0,9062.4,102.51583710407239,,,0.17846179899308096,0.17781245693223552,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,1,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed1/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed1.csv,0.19694590042954188,0.1889264236391909,0.15704257246376813,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1808978464487872,0.17999902195710238,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,2,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed2/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed2.csv,0.18771169602815677,0.1929867509215135,0.16155133928571427,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18757128656210997,0.18678747926957398,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,3,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed3/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed3.csv,0.19427782087914167,0.18924870261264826,0.16225090579710144,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.182070741177996,0.18160633754076042,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,4,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed4/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed4.csv,0.20468522338070277,0.2041057378044587,0.15625,9,0.2,5221.5,11200.0,2.6812218711098343,1.0,,5600.0,,,,0.2027344231715553,0.20194113729578506,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,5,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed5/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed5.csv,0.1996139799799421,0.19519323195561075,0.1607223731884058,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18792146445752408,0.18713416153170603,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,6,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed6/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed6.csv,0.19393721497909058,0.1907313242804243,0.125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18623857321022477,0.1853471643877625,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,7,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed7/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed7.csv,0.20909417753136414,0.20580504301965444,0.11328125,9,0.2,4325.5,11200.0,3.2366200439255577,1.0,,5600.0,,,,0.20311868527782415,0.20220101808283114,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,8,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed8/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed8.csv,0.2107025942816054,0.21115056895611056,0.17430932971014493,9,0.2,5093.5,11200.0,2.7486011583390595,1.0,,5600.0,,,,0.202982439871493,0.2020661112010261,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,9,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed9/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed9.csv,0.19811909852971787,0.19374331928754535,0.16322916666666668,8,0.4,2081.3333333333335,11328.0,9.071108263933377,0.6,221.0,9062.4,102.51583710407239,,,0.18305595331131858,0.18250277346184435,178.4
K,20260108-003617-cb6_two_stage,INSECTS_abrupt_balanced,10,ts_drift_adapt,two_stage,logs/trackK_generalization/INSECTS_abrupt_balanced/ts_drift_adapt/seed10/20260108-003617-cb6_two_stage/INSECTS_abrupt_balanced__ts_drift_adapt__seed10.csv,0.20373909588056086,0.1956054786363087,0.1484375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18940134060680486,0.18850091577367412,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,1,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed1/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed1.csv,0.2038147860805722,0.20083850269435566,0.16587409420289856,9,0.2,4005.5,11200.0,3.4951941081013604,1.0,,5600.0,,,,0.19183580118715965,0.19087967377253118,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,2,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed2/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed2.csv,0.19361553162904233,0.19298774183460046,0.16219429347826086,8,0.2,5605.5,15018.666666666666,3.3490916659233485,1.0,,6436.571428571428,,,,0.18675297145366998,0.1862782444531713,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,3,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed3/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed3.csv,0.19022839517853427,0.18219937392613167,0.15418526785714284,8,0.2,5605.5,15018.666666666666,3.3490916659233485,1.0,,6436.571428571428,,,,0.17706550068131174,0.17654183683616964,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,4,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed4/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed4.csv,0.18672772342800917,0.19614695907269475,0.1640625,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,,,0.18812446808914143,0.18710263106482877,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,5,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed5/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed5.csv,0.1919692697787954,0.19118835931555717,0.160625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1798446498616785,0.1790683513282718,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,6,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed6/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed6.csv,0.19442920127916438,0.19415201831023254,0.16015625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1873917217756232,0.18650002019712614,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,7,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed7/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed7.csv,0.19864892992979735,0.18958254490634213,0.15155117753623187,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1850724128809733,0.18421352972828353,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,8,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed8/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed8.csv,0.2144492591821674,0.20126232532184135,0.08203125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1965062197848334,0.19565771241935292,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,9,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed9/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed9.csv,0.19554563172933184,0.1931922451418901,0.15234375,9,0.2,5221.5,11200.0,2.6812218711098343,1.0,,5600.0,,,,0.18592590005340126,0.18511574346068094,178.4
L,20260108-003658-c21_baseline,INSECTS_abrupt_balanced,10,ts_drift_adapt,baseline,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed10/20260108-003658-c21_baseline/INSECTS_abrupt_balanced__ts_drift_adapt__seed10.csv,0.20530966753079646,0.1911986423175778,0.0390625,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,,,0.19087127388072028,0.19001228904367426,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,1,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.20093855848014078,0.19811981875755116,0.15443840579710144,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19065913450966493,0.18976899512357848,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,2,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19707835827956174,0.19912828763700238,0.1676290760869565,8,0.2,5413.5,15018.666666666666,3.4678735260613895,1.0,,6436.571428571428,,,,0.19072191214595946,0.18978003464931942,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,3,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.20733438038110016,0.1987116533699133,0.0859375,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19727068197369227,0.19666688711113617,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,4,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.18235661437735348,0.19093326325472887,0.15828804347826086,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18541764236388594,0.18466317881400013,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,5,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.19864892992979735,0.19619169717297708,0.15891077898550723,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,,,0.18892413047951825,0.1881174207632333,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,6,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.19529963857929494,0.19613182379259816,0.1568161231884058,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18851515970200636,0.18765789988904757,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,7,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.20290650368043597,0.19705396496048472,0.0703125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1947282681319582,0.1939270425998337,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,8,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.19668098472950216,0.19538272080992272,0.1640625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18695818841982886,0.1858446237727078,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,9,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.19649175922947376,0.193337155476448,0.15625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1861692681313379,0.18545285914156015,178.4
L,20260108-003727-lt4_v2,INSECTS_abrupt_balanced,10,ts_drift_adapt_severity,v2,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003727-lt4_v2/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.19620792097943118,0.19210604816615118,0.15896739130434784,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18875671554629053,0.18784470979684056,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,1,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.21301114538195168,0.1999366159078618,0.125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1936580304268361,0.1928109123335478,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,2,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19821371127973206,0.20284803061691975,0.16741071428571427,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1968026115823895,0.1960012281122053,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,3,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.20273620073041043,0.19465578324056687,0.12890625,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,,,0.19196024707420403,0.19111096489427393,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,4,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.19007701477851155,0.1920168452572827,0.125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18866126925905022,0.18764018516406725,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,5,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.19265048157889758,0.1826118411713136,0.04296875,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,,,0.18121360141520612,0.18044081574111273,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,6,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20943478343141522,0.20064894707192682,0.16339285714285715,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19257367237621187,0.191947321913677,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,7,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.19929229662989384,0.18920718933696362,0.14453125,8,0.4,2593.3333333333335,11200.0,7.197943444730077,1.0,,6400.0,,,,0.18394032533727475,0.18332353750156924,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,8,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.19830832402974624,0.19259141083061648,0.15998641304347827,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18513760408646016,0.1841810410085817,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,9,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.1951861032792779,0.1869991128901082,0.0703125,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18153143576268102,0.18073726986490768,178.4
L,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,10,ts_drift_adapt_severity,v2_gate_m1,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.19692697787953906,0.19430864870112094,0.16089221014492755,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1872235167555782,0.18634082384071032,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,1,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.22546218328381934,0.21265000322659147,0.12109375,9,0.2,5157.5,11200.0,2.714493456131847,1.0,,5600.0,,,,0.2073993455472226,0.20664577879832477,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,2,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19859216227978882,0.19968513043641817,0.16445878623188406,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19111269645082382,0.19019634998647236,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,3,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.21308683558196304,0.19712097793165448,0.04296875,8,0.4,2081.3333333333335,11200.0,8.968609865470853,0.6,221.0,8960.0,101.35746606334841,,,0.19837558479063,0.19783955625627062,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,4,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.18801445682820217,0.1909311518760275,0.166893115942029,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.183443655248926,0.18244004873288402,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,5,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.204893371430734,0.19264151199112603,0.12890625,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1870402579647963,0.1862710120538794,178.4
