experiment_name,run_id,dataset,seed,model_variant,monitor_preset,trigger_mode,theta,weights,acc_final,mean_acc,acc_min,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol,MTD_tol,MTFA_tol,MTR_tol,match_tolerance,min_separation,horizon
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86746,0.8170733900512899,0.6614583333333334,0.0,695.0,1896.96,2.7294388489208634,0.5,359.0,1756.4444444444443,9.785205818632003,500,200,50000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86242,0.8131663989699406,0.21875,0.0,919.0,1881.6,2.047442872687704,1.0,,1622.0689655172414,,500,200,50000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86208,0.8202298883359581,0.515625,0.0,647.0,1884.16,2.9121483771251935,0.5,295.0,1744.5925925925926,11.827746390458255,500,200,50000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8687,0.8225932174688416,0.609375,0.0,663.0,1856.0,2.7993966817496228,0.5,327.0,1723.4285714285713,10.540847531673219,500,200,50000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.88006,0.826133846660084,0.34375,0.0,1079.0,1902.08,1.7628174235403151,1.0,,1639.7241379310344,,500,200,50000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.91978515625,0.9444891748244618,0.8958333333333334,0.0,47.0,4078.5454545454545,86.77756286266924,0.0,47.0,4078.5454545454545,86.77756286266924,500,200,60000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.93228515625,0.9414407592696754,0.328125,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,500,200,60000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.93361328125,0.9550316202158798,0.859375,0.0,47.0,4984.888888888889,106.06146572104018,0.0,47.0,4984.888888888889,106.06146572104018,500,200,60000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.93017578125,0.9508240785691675,0.734375,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,500,200,60000
trackF_threshold_sweep,20260107-144040-tc5_trackF_theta0.40,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.4,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.92890625,0.946106089948659,0.71875,0.0,79.0,4332.8,54.845569620253166,0.0,79.0,4332.8,54.845569620253166,500,200,60000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86512,0.8179976250492695,0.375,0.0,695.0,1858.4615384615386,2.6740453790813503,0.75,255.0,1666.2068965517242,26.13657876943881,500,200,50000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.87028,0.8171019235450785,0.3125,0.0,647.0,1954.6666666666667,3.0211231324059766,0.5,295.0,1804.3076923076924,12.232594524119948,500,200,50000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.87218,0.8290194117727557,0.625,0.0,935.0,1968.0,2.104812834224599,0.75,143.0,1749.3333333333333,48.93240093240093,500,200,50000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86656,0.821487468909519,0.4375,0.0,663.0,1853.5384615384614,2.7956839540549945,0.75,127.0,1661.7931034482758,52.339940266087424,500,200,50000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.87016,0.8266699739073388,0.5625,0.0,791.0,1902.08,2.4046523388116308,0.75,383.0,1698.2857142857142,17.736665423349496,500,200,50000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.92982421875,0.9277559140286451,0.078125,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,500,200,60000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.9268359375,0.9387823580048559,0.65625,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,500,200,60000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.923046875,0.9403603456466688,0.8671875,0.0,47.0,4078.5454545454545,86.77756286266924,0.0,47.0,4078.5454545454545,86.77756286266924,500,200,60000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.92376953125,0.9419377976993826,0.671875,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,500,200,60000
trackF_threshold_sweep,20260107-144217-69i_trackF_theta0.50,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.5,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.9266796875,0.9377356013355199,0.265625,0.0,79.0,4386.909090909091,55.530494821634065,0.0,79.0,4386.909090909091,55.530494821634065,500,200,60000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.84442,0.807739293121405,0.6458333333333334,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85806,0.8105936361511851,0.484375,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8571,0.8163483568608562,0.4765625,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8465,0.8116139599175777,0.484375,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8376,0.7992866381100806,0.515625,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85458984375,0.8451445724100936,0.078125,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.855703125,0.9090241277824792,0.09375,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85048828125,0.9195653778299169,0.8502865891959799,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86265625,0.9235862291434946,0.71875,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144351-ip9_trackF_theta0.60,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.6,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86849609375,0.9151959907402175,0.203125,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8609,0.8234143968949419,0.59375,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85634,0.8024409199877414,0.203125,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85774,0.8146857194660296,0.3359375,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8503,0.8061461702622819,0.328125,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.86438,0.8184507575553581,0.34375,1.0,nan,nan,nan,1.0,,,,500,200,50000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85279296875,0.9110062568364379,0.375,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.85287109375,0.9160832498785798,0.40625,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8494921875,0.9128174187658362,0.796875,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8463671875,0.9150534904909524,0.8453348504551366,1.0,nan,nan,nan,1.0,,,,500,200,60000
trackF_threshold_sweep,20260107-144523-1u2_trackF_theta0.70,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,0.7,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.8585546875,0.9155115048003636,0.46875,1.0,nan,nan,nan,1.0,,,,500,200,60000
