step,seen_samples,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
176,11264,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7634055397727273,0.47764178720924555,0.0,0.5168732404708862,0.006431110668927431,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.8502018,0.2887319028377533,0.06322028487920761
177,11328,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7635063559322034,0.4780415923686989,0.3333333333333333,0.5450215339660645,0.006777689326554537,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.8578215,0.6373633742332458,0.09078194200992584
178,11392,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7635182584269663,0.4785897636984058,0.16666666666666666,0.4996613562107086,0.008786721155047417,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.865779,0.422791987657547,0.08184127509593964
179,11456,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7635300279329609,0.4787597606880075,0.3333333333333333,0.5112856030464172,0.006768085528165102,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.8734848,0.4973665475845337,0.06371966749429703
180,11520,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7637152777777778,0.4791892546908683,0.3333333333333333,0.541019082069397,0.007051368709653616,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.8811512,0.5097566843032837,0.1249743327498436
181,11584,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7638984806629834,0.47985510260544606,0.16666666666666666,0.5317797660827637,0.008544067852199078,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.8889618,0.3019064962863922,0.09274941682815552
182,11648,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7640796703296703,0.4805105335663344,0.0,0.5100832581520081,0.007318668533116579,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.896745,0.28808462619781494,0.07282967865467072
183,11712,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7639173497267759,0.48034699248170976,0.16666666666666666,0.5260594487190247,0.006928460672497749,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.904247,0.5220112204551697,0.08860909193754196
184,11776,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7639266304347826,0.48079525050269023,0.16666666666666666,0.4812643826007843,0.008089568465948105,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9120636,0.2700166702270508,0.0854167640209198
185,11840,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7641891891891892,0.4815806573339116,0.0,0.5064345002174377,0.011153178289532661,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.919999,0.2917025685310364,0.06214684247970581
186,11904,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7644489247311828,0.4821268788848842,0.0,0.5115923285484314,0.010122871957719326,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9279637,0.25549331307411194,0.10753914713859558
187,11968,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7644552139037433,0.4825564403148225,0.3333333333333333,0.5443138480186462,0.010499670170247555,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9355407,0.5610156655311584,0.07869205623865128
188,12032,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7643783244680851,0.48248333331108145,0.5,0.5085069537162781,0.0029636197723448277,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9432147,0.5372490286827087,0.016879532486200333
189,12096,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7643022486772487,0.4825747413466069,0.5,0.5214357972145081,0.008648080751299858,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9508314,1.073241114616394,0.06847433000802994
190,12160,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7640625,0.48174038293558585,0.3333333333333333,0.5537152886390686,0.006392634939402342,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.958621,0.558681309223175,0.08839794993400574
191,12224,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7640706806282722,0.4815956541460226,0.16666666666666666,0.516502857208252,0.008296612650156021,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9662783,0.4040652811527252,0.06391122192144394
192,12288,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7642415364583334,0.48181215383142717,0.3333333333333333,0.5083162784576416,0.007680603303015232,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.97413,0.385391503572464,0.09517065435647964
193,12352,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7646534974093264,0.48286098664680177,0.0,0.4635787606239319,0.006586930248886347,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9820402,0.1505659818649292,0.09993215650320053
194,12416,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7649806701030928,0.48336136091166415,0.16666666666666666,0.47882258892059326,0.007678470574319363,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.9898188,0.43798455595970154,0.09227414429187775
195,12480,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7651442307692308,0.48372542045627753,0.16666666666666666,0.4895763099193573,0.012097894214093685,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560798.997431,0.3424147069454193,0.1663360595703125
196,12544,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7654655612244898,0.48395475916610325,0.16666666666666666,0.515011191368103,0.014124098233878613,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0050323,0.4529477655887604,0.1345823109149933
197,12608,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7657043147208121,0.4844157584469691,0.16666666666666666,0.5189865827560425,0.016784396022558212,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0126941,0.4202440679073334,0.18245895206928253
198,12672,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7657039141414141,0.4842222023837073,0.3333333333333333,0.5223262906074524,0.01703021302819252,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0204408,0.7224391102790833,0.18474304676055908
199,12736,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7659390703517588,0.48445682662466644,0.3333333333333333,0.48036831617355347,0.009344772435724735,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.028213,0.6405447125434875,0.10133371502161026
200,12800,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.765859375,0.484051452826839,0.0,0.49224063754081726,0.014333073049783707,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0359607,0.133639395236969,0.12444338202476501
201,12864,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7664800995024875,0.48516090373785575,0.16666666666666666,0.4857567846775055,0.009656175039708614,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0438852,0.3531480133533478,0.11058369278907776
202,12928,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7671720297029703,0.4861389511584219,0.0,0.5277335047721863,0.00684201018884778,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.051926,0.13266362249851227,0.06969233602285385
203,12992,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7671644088669951,0.48609304554990224,0.0,0.49784842133522034,0.008529212325811386,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0597749,0.21041959524154663,0.11616603285074234
204,13056,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7673100490196079,0.48643656464563767,0.8333333333333334,0.48428529500961304,0.0076982127502560616,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0673666,1.1338905096054077,0.08478520810604095
205,13120,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7670731707317073,0.4856342855398146,0.16666666666666666,0.5214860439300537,0.006284425966441631,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0753212,0.3488234281539917,0.12051157653331757
206,13184,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7671419902912622,0.48587982373812255,0.0,0.4477703869342804,0.004249556455761194,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0831048,0.18865138292312622,0.05405208468437195
207,13248,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7672856280193237,0.4864146204776136,0.8333333333333334,0.4479183554649353,0.004156735260039568,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.0911968,1.516973853111267,0.07626467943191528
208,13312,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7678034855769231,0.4874398485306817,0.16666666666666666,0.47622811794281006,0.00430807052180171,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.098978,0.3836219608783722,0.08814016729593277
209,13376,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7682416267942583,0.48837904960969664,0.3333333333333333,0.4820748269557953,0.0076476712711155415,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1070797,0.41862884163856506,0.08093275129795074
210,13440,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.768452380952381,0.4887898131678308,0.3333333333333333,0.5055156350135803,0.00645932974293828,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1148975,0.6132254004478455,0.08860725164413452
211,13504,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.768957345971564,0.4898434821018615,0.3333333333333333,0.46780720353126526,0.007829747162759304,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.122672,0.4986399710178375,0.16051864624023438
212,13568,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7692364386792453,0.490379773488515,0.16666666666666666,0.49381911754608154,0.00902936514467001,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1304522,0.4593658149242401,0.16905558109283447
213,13632,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7697329812206573,0.4910146053432343,0.16666666666666666,0.511867880821228,0.00874398835003376,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1380122,0.3696615397930145,0.1251809000968933
214,13696,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7696407710280374,0.49081129301696735,0.16666666666666666,0.5200555920600891,0.009098563343286514,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1459124,0.3112856447696686,0.13069546222686768
215,13760,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7696947674418605,0.49093655567961986,0.16666666666666666,0.4742816090583801,0.005682836752384901,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1535397,0.5044472217559814,0.11784664541482925
216,13824,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7698206018518519,0.4912950184807561,0.0,0.48100796341896057,0.008927443996071815,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1612093,0.19479550421237946,0.18892288208007812
217,13888,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.769801267281106,0.49138209874102223,0.16666666666666666,0.5064523220062256,0.005961114075034857,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1690273,0.35038521885871887,0.09637975692749023
218,13952,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7697821100917431,0.49151243160200353,0.16666666666666666,0.4731075167655945,0.007023066282272339,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1769578,0.39811432361602783,0.142166867852211
219,14016,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7695490867579908,0.4910497328599285,0.5,0.5106608867645264,0.006435404531657696,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1850388,0.8942109942436218,0.15740078687667847
220,14080,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7698153409090909,0.49160557756496226,0.16666666666666666,0.48220765590667725,0.006998881231993437,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.1931875,0.4865873157978058,0.14263997972011566
221,14144,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7700084841628959,0.4920349038629051,0.0,0.5147879123687744,0.0036411790642887354,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.200866,0.17378203570842743,0.10309813171625137
222,14208,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.769847972972973,0.4919945238816533,0.3333333333333333,0.4886292517185211,0.007120461668819189,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2086556,0.5571312308311462,0.10202924907207489
223,14272,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7699691704035875,0.4923766867446751,0.0,0.5161060690879822,0.00816928967833519,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2162392,0.19493210315704346,0.09958098828792572
224,14336,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7698800223214286,0.4923129545726425,0.16666666666666666,0.5207284092903137,0.008100616745650768,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2242956,0.3053566515445709,0.13549676537513733
225,14400,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7696527777777777,0.4919106172520964,0.3333333333333333,0.493024617433548,0.006113176699727774,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2318068,0.5477853417396545,0.12292440235614777
226,14464,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7697732300884956,0.4924264182428353,0.3333333333333333,0.5130438804626465,0.007410516031086445,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.239548,0.7848532795906067,0.13698452711105347
227,14528,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7699614537444934,0.49278770897709145,0.16666666666666666,0.47966137528419495,0.006405435968190432,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2473826,0.32823446393013,0.12280187755823135
228,14592,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7698739035087719,0.49268807257990777,0.5,0.5061355829238892,0.006104924250394106,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2551217,0.6554500460624695,0.08683042973279953
229,14656,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7701282751091703,0.4932235987038955,0.16666666666666666,0.507207989692688,0.008264318108558655,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2627666,0.5344235897064209,0.13636891543865204
230,14720,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7702445652173913,0.49340245325182885,0.16666666666666666,0.49492040276527405,0.008151761256158352,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2704053,0.41805097460746765,0.12692199647426605
231,14784,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7702922077922078,0.4937811254277098,0.6666666666666666,0.4494791626930237,0.00722556421533227,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.2781394,0.6348238587379456,0.12470930814743042
232,14848,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7707435344827587,0.4946345621356037,0.0,0.440458744764328,0.005717772524803877,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.285886,0.16306763887405396,0.09926740825176239
233,14912,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7713251072961373,0.49581912932456984,0.16666666666666666,0.45117947459220886,0.007711923681199551,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.293771,0.2280837893486023,0.11234326660633087
234,14976,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7713007478632479,0.49566065692960415,0.16666666666666666,0.5054101347923279,0.010044896975159645,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.301636,0.5385856032371521,0.18098214268684387
235,15040,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7715425531914893,0.496022004488435,0.0,0.45977503061294556,0.006611666642129421,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.309671,0.1787743717432022,0.12625685334205627
236,15104,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7715174788135594,0.49578628078027104,0.0,0.5163441896438599,0.008542221039533615,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3175917,0.21574275195598602,0.17479869723320007
237,15168,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7720200421940928,0.49654891210449326,0.16666666666666666,0.4772806167602539,0.0060939728282392025,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3254416,0.3292389214038849,0.11886278539896011
238,15232,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.772452731092437,0.4975373921459838,0.16666666666666666,0.46283823251724243,0.009966363199055195,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.333226,0.8373119235038757,0.09550278633832932
239,15296,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7731433054393305,0.4986038836804449,0.0,0.4875255525112152,0.007617935072630644,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3410063,0.18285910785198212,0.07807958126068115
240,15360,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7731770833333333,0.4984363626438983,0.3333333333333333,0.5173513889312744,0.009921956807374954,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3485734,0.7026477456092834,0.13653157651424408
241,15424,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7733402489626556,0.49852083918654116,0.16666666666666666,0.484302818775177,0.008289819583296776,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.356179,0.26347413659095764,0.13204333186149597
242,15488,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.773566632231405,0.4985864225967967,0.3333333333333333,0.505926251411438,0.010572281666100025,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3639748,0.6348252892494202,0.1405152827501297
243,15552,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7737268518518519,0.4985732733242848,0.0,0.5323352217674255,0.010050094686448574,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3719847,0.1519332230091095,0.15918436646461487
244,15616,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7738857581967213,0.49851457255544745,0.16666666666666666,0.4941883087158203,0.011269409209489822,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3797855,0.27946290373802185,0.1659945249557495
245,15680,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7741071428571429,0.4986676073738032,0.0,0.48834705352783203,0.011419269256293774,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3874462,0.09279399365186691,0.120639868080616
246,15744,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7745807926829268,0.4993488138046168,0.0,0.49253177642822266,0.012368581257760525,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.3951585,0.17873233556747437,0.14392156898975372
247,15808,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7749240890688259,0.49982957971176883,0.16666666666666666,0.4623256325721741,0.012175895273685455,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4031112,0.2751401364803314,0.149760901927948
248,15872,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7752646169354839,0.5002120077458393,0.0,0.513416051864624,0.013091858476400375,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4106326,0.13643379509449005,0.15519468486309052
249,15936,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7755396586345381,0.5007959860695607,0.0,0.4805072546005249,0.01770813576877117,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.418373,0.1476144790649414,0.1494033932685852
250,16000,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.77625,0.502052598649961,0.0,0.44892755150794983,0.02060171402990818,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.42605,0.1837594360113144,0.2257925570011139
251,16064,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7765189243027888,0.5023582552585383,0.16666666666666666,0.49514642357826233,0.014025463722646236,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.43367,0.3367631137371063,0.10159192234277725
252,16128,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7767857142857143,0.5029250054642396,0.0,0.47270914912223816,0.014747501350939274,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4416163,0.18289262056350708,0.14791706204414368
253,16192,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7771121541501976,0.5036399779796188,0.3333333333333333,0.4410424530506134,0.014944088645279408,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4499094,0.4990044832229614,0.12181928753852844
254,16256,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7775590551181102,0.5044032726381724,0.0,0.44105494022369385,0.017046784982085228,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4576566,0.06910992413759232,0.11769705265760422
255,16320,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7779411764705882,0.5050446569397117,0.0,0.45495131611824036,0.012788928113877773,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.465431,0.14947836101055145,0.10609464347362518
256,16384,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.778076171875,0.5051420689313274,0.0,0.48825395107269287,0.01616557128727436,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4731104,0.0784616470336914,0.14713022112846375
257,16448,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7783925097276264,0.505622399656857,0.16666666666666666,0.4742142856121063,0.014759967103600502,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4808915,0.5518612861633301,0.12246984243392944
258,16512,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7785852713178295,0.5059605905839236,0.16666666666666666,0.4758197069168091,0.01630694605410099,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4884756,0.3278235197067261,0.11990964412689209
259,16576,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7785352316602316,0.5061967461673957,0.3333333333333333,0.4426845908164978,0.012561718933284283,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.4962175,0.6839878559112549,0.10997077822685242
260,16640,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.778485576923077,0.5060532775008676,0.3333333333333333,0.4436582028865814,0.012202173471450806,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5040057,0.40285077691078186,0.11623890697956085
261,16704,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7787356321839081,0.506593166307988,0.0,0.48377665877342224,0.011823576875030994,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.511566,0.17453598976135254,0.11478888988494873
262,16768,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7788048664122137,0.5066231676975252,0.0,0.44892632961273193,0.009562673047184944,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.519176,0.09533829241991043,0.12702824175357819
263,16832,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7786953422053232,0.5064858038161114,0.0,0.44607821106910706,0.008003019727766514,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5268898,0.15446312725543976,0.10175102204084396
264,16896,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7784682765151515,0.5060857106253055,0.3333333333333333,0.46286776661872864,0.007002190221101046,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5346608,0.5125598311424255,0.07514248788356781
265,16960,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7784198113207547,0.5065246218087944,0.16666666666666666,0.4375523626804352,0.010740308091044426,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5424654,0.18716536462306976,0.10658933222293854
266,17024,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7787828947368421,0.5076795751645432,0.0,0.40572699904441833,0.0063431719318032265,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5501301,0.13977669179439545,0.08821972459554672
267,17088,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7790847378277154,0.5083827766307143,0.0,0.4345860183238983,0.011570282280445099,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.55784,0.08419971913099289,0.12399730086326599
268,17152,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7790345149253731,0.5085430291194285,0.5,0.4534526467323303,0.01185221504420042,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5657177,0.48492106795310974,0.11382652819156647
269,17216,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7791589219330854,0.5090418413379167,0.0,0.44490310549736023,0.013938693329691887,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5733557,0.24184495210647583,0.15630120038986206
270,17280,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7792245370370371,0.5094600560331343,0.16666666666666666,0.4402795433998108,0.01414476614445448,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5813894,0.4505417048931122,0.13559147715568542
271,17344,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7793473247232472,0.509980785629646,0.16666666666666666,0.479839563369751,0.012536742724478245,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.5888822,0.36998236179351807,0.14560729265213013
272,17408,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7796415441176471,0.5107730666235258,0.0,0.42650020122528076,0.009216809645295143,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.596741,0.19362902641296387,0.10419999063014984
273,17472,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7797619047619048,0.5113675723876693,0.3333333333333333,0.4329850673675537,0.01236879825592041,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.6042566,0.5367833971977234,0.11762978136539459
274,17536,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7794822080291971,0.5107747605569487,0.16666666666666666,0.47642192244529724,0.011037466116249561,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.6119504,0.5301942825317383,0.14836114645004272
275,17600,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7796022727272728,0.5112028052140775,0.0,0.4426928460597992,0.012901193462312222,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.6195672,0.347109317779541,0.11917917430400848
276,17664,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7794384057971014,0.5111006159289018,0.3333333333333333,0.4541795551776886,0.01084374450147152,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560799.6273596,0.7125451564788818,0.11576321721076965
