step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,sea_abrupt4,sea,baseline_student,3,0.296875,-0.06351550960118169,0.6666666666666666,0.5974581241607666,0.003654895583167672,0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1763995935.7485194,0.9066153168678284,0.014467096887528896
2,128,127,sea_abrupt4,sea,baseline_student,3,0.3125,-0.02418621567557738,0.8333333333333334,0.6181601285934448,0.00475212000310421,0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1763995935.7566786,0.9159125685691833,0.018703904002904892
3,192,191,sea_abrupt4,sea,baseline_student,3,0.3645833333333333,0.00745762711864402,0.3333333333333333,0.609695315361023,0.014234298840165138,0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1763995935.764336,0.6467791795730591,0.05571543797850609
4,256,255,sea_abrupt4,sea,baseline_student,3,0.42578125,0.056747543613394826,0.3333333333333333,0.6207135915756226,0.020618658512830734,0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1763995935.7719376,0.7356006503105164,0.08151370286941528
5,320,319,sea_abrupt4,sea,baseline_student,3,0.48125,0.09736618521665243,0.16666666666666666,0.6133694648742676,0.030997129157185555,0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1763995935.7797906,0.5986167788505554,0.12338106334209442
6,384,383,sea_abrupt4,sea,baseline_student,3,0.5208333333333334,0.12435246003222207,0.16666666666666666,0.6332584619522095,0.03139743581414223,0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1763995935.787938,0.5972557067871094,0.12623322010040283
7,448,447,sea_abrupt4,sea,baseline_student,3,0.5558035714285714,0.16267187617401743,0.16666666666666666,0.6362794041633606,0.031979240477085114,0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1763995935.7965822,0.6055868268013,0.1299404799938202
8,512,511,sea_abrupt4,sea,baseline_student,3,0.58203125,0.19699812382739212,0.5,0.6516838669776917,0.03332245349884033,0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1763995935.8058085,0.6078391671180725,0.13727734982967377
9,576,575,sea_abrupt4,sea,baseline_student,3,0.6059027777777778,0.23441928004309437,0.16666666666666666,0.6379724144935608,0.024257268756628036,0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1763995935.8148642,0.6003355383872986,0.09858210384845734
10,640,639,sea_abrupt4,sea,baseline_student,3,0.6171875,0.2451086119242027,0.3333333333333333,0.6473438143730164,0.025640767067670822,0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1763995935.8236403,0.5939067006111145,0.1039230078458786
11,704,703,sea_abrupt4,sea,baseline_student,3,0.6193181818181818,0.24672815107597706,0.16666666666666666,0.6488727331161499,0.01666760817170143,0,0.0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1763995935.8326273,0.5226519107818604,0.06722689419984818
12,768,767,sea_abrupt4,sea,baseline_student,3,0.6315104166666666,0.26704706406053974,0.5,0.6442170739173889,0.014646836556494236,0,0.0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1763995935.841249,0.6839000582695007,0.05884455889463425
13,832,831,sea_abrupt4,sea,baseline_student,3,0.6394230769230769,0.2794665281025373,0.0,0.6593875288963318,0.014439956285059452,0,0.0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1763995935.849785,0.4031272232532501,0.058455441147089005
14,896,895,sea_abrupt4,sea,baseline_student,3,0.6372767857142857,0.27630597942243645,0.3333333333333333,0.6588541269302368,0.010660535655915737,0,0.0,mild_drift,0.9603018127441405,0.0012999816894531252,0.8000122070312501,0.8550027465820312,1763995935.8585443,0.6523537039756775,0.0436980165541172
15,960,959,sea_abrupt4,sea,baseline_student,3,0.63125,0.2678386763185107,0.5,0.64649897813797,0.009273803792893887,0,0.0,mild_drift,0.9603009063720702,0.0012999908447265626,0.8000061035156251,0.8550013732910156,1763995935.8672278,0.7190191149711609,0.03728528693318367
16,1024,1023,sea_abrupt4,sea,baseline_student,3,0.634765625,0.2710578507992219,0.3333333333333333,0.6569326519966125,0.013409148901700974,0,0.0,mild_drift,0.9603004531860351,0.0012999954223632815,0.8000030517578125,0.8550006866455078,1763995935.8758423,0.6131390929222107,0.05507408455014229
17,1088,1087,sea_abrupt4,sea,baseline_student,3,0.6369485294117647,0.27389705882352944,0.3333333333333333,0.6577961444854736,0.017556000500917435,0,0.0,mild_drift,0.9603002265930175,0.0012999977111816407,0.8000015258789063,0.8550003433227539,1763995935.8845193,0.6624661087989807,0.07265670597553253
18,1152,1151,sea_abrupt4,sea,baseline_student,3,0.6432291666666666,0.28382916159947713,0.16666666666666666,0.6554676294326782,0.019149530678987503,0,0.0,mild_drift,0.9603001132965088,0.0012999988555908205,0.8000007629394532,0.8550001716613769,1763995935.8930411,0.5158659815788269,0.07952544838190079
19,1216,1215,sea_abrupt4,sea,baseline_student,3,0.6513157894736842,0.29157002627153095,0.0,0.6659303903579712,0.025576964020729065,0,0.0,mild_drift,0.9603000566482544,0.0012999994277954102,0.8000003814697266,0.8550000858306884,1763995935.9014373,0.3883696496486664,0.10680607706308365
20,1280,1279,sea_abrupt4,sea,baseline_student,3,0.65625,0.29261338658829134,0.16666666666666666,0.663082480430603,0.03115207515656948,0,0.0,mild_drift,0.9603000283241272,0.0012999997138977053,0.8000001907348633,0.8550000429153441,1763995935.9097729,0.3631199598312378,0.13243870437145233
21,1344,1343,sea_abrupt4,sea,baseline_student,3,0.6584821428571429,0.28990551964196926,0.0,0.6613413095474243,0.0350525826215744,0,0.0,stable,0.9751500141620636,0.0010499998569488526,0.9000000953674316,0.9000000214576721,1763995935.9184165,0.3112001419067383,0.1507299691438675
22,1408,1407,sea_abrupt4,sea,baseline_student,3,0.6661931818181818,0.29655527232758805,0.16666666666666666,0.6628047227859497,0.037933506071567535,0,0.0,stable,0.9825750070810317,0.0009249999284744264,0.9500000476837158,0.9225000107288361,1763995935.9269106,0.47823992371559143,0.1646566241979599
23,1472,1471,sea_abrupt4,sea,baseline_student,3,0.6698369565217391,0.2959724133044397,0.3333333333333333,0.676721453666687,0.03519643470644951,0,0.0,stable,0.9862875035405159,0.0008624999642372132,0.9750000238418579,0.9337500053644181,1763995935.9356203,0.6986372470855713,0.15298686921596527
