dataset,model,acc_final_mean,acc_final_std,acc_max_mean,acc_max_std,kappa_final_mean,kappa_final_std,MDR_mean,MDR_std,MTD_mean,MTD_std,MTFA_mean,MTFA_std,MTR_mean,MTR_std,n_detected_mean,n_detected_std
sea_abrupt4,ts_drift_adapt,0.874508,0.007959768840864637,0.874508,0.007959768840864637,0.7112756575418219,0.018698036509727234,0.0,0.0,762.2,123.10645799469661,1809.1496296296295,53.01640153080663,2.4161619587067404,0.3379357097719185,31.0,1.4142135623730951
stagger_abrupt3,ts_drift_adapt,0.9319375000000001,0.005110873221422057,0.9905448717948717,0.005365169003236384,0.8568593837689203,0.011309622107252532,0.0,0.0,59.8,17.527121840165318,3800.3172294372293,409.05708612536665,69.07116929753073,23.872575435113795,14.6,1.51657508881031
