epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.279663260914887,0.4642215143965436,1.1532392226845485,0.5061027533352257,0.001
2,1.1242938785875691,0.5330032482891293,1.096901048412949,0.5307029993376857,0.0009990133642141358
3,1.0797833909660277,0.5528714245166987,1.115447758427067,0.5248367868294067,0.000996057350657239
4,1.0521367863316406,0.562710902267495,1.057646525003159,0.5458416122622765,0.0009911436253643444
5,1.0285895860666223,0.5697120691286386,1.0729831828052763,0.5405430977386697,0.0009842915805643156
6,1.0195074021419628,0.574915639093002,1.0605810513355636,0.5412054120541205,0.0009755282581475769
7,1.0100413984522891,0.5802768929956794,1.0501008493772395,0.550288579808875,0.0009648882429441258
8,1.0027617759373606,0.5807499448106216,1.061996713093162,0.5383669221307598,0.0009524135262330099
9,0.9922002372808166,0.588444921000347,1.0653666808788143,0.5373261424921941,0.0009381533400219318
10,0.9900245481781952,0.5880664795483932,1.07527224658758,0.5313653136531366,0.0009221639627510075
11,0.9847014764462872,0.5904948121984295,1.0786002387453675,0.534582268899612,0.0009045084971874736
12,0.983833359592651,0.5879718691854048,1.0558026224326835,0.5436654366543665,0.0008852566213878945
13,0.9818370637298476,0.5880034059730675,1.0789970399607254,0.5301353013530136,0.0008644843137107056
14,0.9745516871702231,0.5904002018354411,1.0697673098153768,0.5339199545841612,0.0008422735529643443
15,0.9763064509237526,0.5918193572802675,1.0492878916507435,0.5448008326237108,0.0008187119948743448
16,0.9664522161482711,0.5950676464095367,1.0479852494583055,0.5440439019774813,0.0007938926261462366
17,0.9671817342118225,0.5943738370809549,1.0568282892681677,0.5394077017693254,0.0007679133974894982
18,0.9619640958896029,0.5981267148128292,1.0425845337563742,0.5376099914845303,0.0007408768370508576
19,0.9599902464021718,0.6002396795862374,1.0586921508901674,0.5399753997539976,0.0007128896457825362
20,0.9601304115205153,0.5983790091141317,1.0466736571397852,0.5420569590311288,0.0006840622763423389
21,0.9586134011120854,0.5979059572991895,1.055450085209,0.5341091872457187,0.0006545084971874735
22,0.9539027733102631,0.6015957614557381,1.045168051572811,0.5401646324155549,0.0006243449435824271
23,0.9497963326209435,0.6040240941057744,1.044339916712627,0.5465039265777273,0.0005936906572928622
24,0.9491029688938966,0.6063578163928223,1.0617253262426625,0.5409215630617845,0.000562666616782152
25,0.9496837697464762,0.6038033365921347,1.046468711889662,0.540448481407891,0.0005313952597646566
26,0.9487820310121814,0.6054117127629379,1.053516499343574,0.5423408080234648,0.0004999999999999998
27,0.94293544088987,0.6072093096597181,1.0534064604223412,0.539218469107768,0.00046860474023534314
28,0.9452053584207059,0.6034879687155066,1.0494484559670112,0.54413851830826,0.00043733338321784774
29,0.9430223262040474,0.6044656091330537,1.061809021067017,0.5424354243542435,0.00040630934270713756
30,0.9447293102491237,0.6052224920369611,1.0604142283962448,0.5383669221307598,0.00037565505641757246
31,0.9395222719124925,0.6048125137973446,1.0505682671799859,0.5451792979468256,0.00034549150281252633
32,0.9369144640096243,0.6066101106941247,1.0566471276642844,0.5447062162929321,0.00031593772365766105
33,0.9381806697103037,0.6069254785707527,1.050491522035013,0.5417731100387927,0.00028711035421746355
34,0.9380194669005331,0.6090699801318238,1.0512565723745924,0.5414892610464567,0.0002591231629491422
35,0.9341443392113798,0.6085969283168816,1.0495822227083529,0.5430031223389157,0.00023208660251050145
36,0.9334668727323947,0.6097637894604055,1.0474767518738313,0.5417731100387927,0.00020610737385376337
37,0.9332283083814115,0.6073354568103693,1.0519596567971894,0.542624657015801,0.00018128800512565502
38,0.9340364647218394,0.6105522091519758,1.049770643942538,0.5407323304002271,0.00015772644703565555
39,0.9283867779580048,0.6134535936169542,1.0474181662434627,0.5407323304002271,0.00013551568628929425
40,0.9276723865810964,0.6127282475007095,1.056414885635531,0.540448481407891,0.00011474337861210535
41,0.9287082113351677,0.6143366236715129,1.0506833561807405,0.5432869713312518,9.549150281252626e-05
42,0.9298164280835598,0.6112775552682204,1.0486638778509576,0.5436654366543665,7.783603724899252e-05
43,0.9260998488566542,0.6125705635623956,1.048598663562609,0.5430031223389157,6.184665997806817e-05
44,0.9257649736894054,0.6130751521650005,1.0517388138338841,0.5409215630617845,4.7586473766990294e-05
45,0.924995037044977,0.6121290485351162,1.0524144205547166,0.5415838773772353,3.5111757055874305e-05
46,0.9282335479654462,0.6101737677000221,1.048344411206162,0.5442331346390387,2.4471741852423218e-05
47,0.9248590585716198,0.6125390267747327,1.05145493458524,0.5418677263695714,1.5708419435684507e-05
48,0.9230051794894698,0.6143996972468384,1.050266285387702,0.5446115999621535,8.856374635655634e-06
49,0.9238330056540333,0.6140843293702104,1.051679886146507,0.541678493708014,3.942649342761115e-06
50,0.9243409558164952,0.6152827273013971,1.0517760237689635,0.5428138896773583,9.866357858642198e-07
