step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,stagger_abrupt3,stagger,ts_drift_adapt,1,0.125,0.008301051466519093,0.8333333333333334,0.6403687000274658,0.0036911943461745977,0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1763651041.527603,0.8917649388313293,0.014769796282052994
2,128,127,stagger_abrupt3,stagger,ts_drift_adapt,1,0.1875,-0.010475178381660847,0.8333333333333334,0.6270232200622559,0.009488352574408054,0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1763651041.534731,0.8556461334228516,0.03720713034272194
3,192,191,stagger_abrupt3,stagger,ts_drift_adapt,1,0.3385416666666667,0.023389939122076268,0.3333333333333333,0.6357432007789612,0.01584002375602722,0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1763651041.5408216,0.6775971055030823,0.0624084435403347
4,256,255,stagger_abrupt3,stagger,ts_drift_adapt,1,0.47265625,0.06936665230504092,0.0,0.6483805179595947,0.02896200492978096,0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1763651041.5474901,0.4710959196090698,0.11777445673942566
5,320,319,stagger_abrupt3,stagger,ts_drift_adapt,1,0.56875,0.09060955518945633,0.0,0.649208664894104,0.04910438880324364,0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1763651041.5543125,0.4110092222690582,0.20328834652900696
6,384,383,stagger_abrupt3,stagger,ts_drift_adapt,1,0.6197916666666666,0.0811891572978464,0.16666666666666666,0.6540985703468323,0.05893833190202713,0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1763651041.5611625,0.43353936076164246,0.2508030831813812
7,448,447,stagger_abrupt3,stagger,ts_drift_adapt,1,0.65625,0.07041418523808231,0.16666666666666666,0.6653094291687012,0.06608331948518753,0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1763651041.5686493,0.362233430147171,0.28677716851234436
8,512,511,stagger_abrupt3,stagger,ts_drift_adapt,1,0.685546875,0.07221321808031694,0.5,0.677674412727356,0.06780228763818741,0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1763651041.5763505,0.631569504737854,0.30283623933792114
9,576,575,stagger_abrupt3,stagger,ts_drift_adapt,1,0.7118055555555556,0.07463611025085154,0.3333333333333333,0.6723187565803528,0.06410330533981323,0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1763651041.5839815,0.4300943911075592,0.282787561416626
10,640,639,stagger_abrupt3,stagger,ts_drift_adapt,1,0.734375,0.08542223567189515,0.0,0.6812458038330078,0.04389123246073723,0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1763651041.5916078,0.30491378903388977,0.1920109987258911
11,704,703,stagger_abrupt3,stagger,ts_drift_adapt,1,0.7542613636363636,0.10389075284007306,0.0,0.6752280592918396,0.05029701068997383,0,0.0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1763651041.5994163,0.3028358519077301,0.21879735589027405
12,768,767,stagger_abrupt3,stagger,ts_drift_adapt,1,0.76953125,0.13623424156161026,0.0,0.6782470941543579,0.03340389207005501,0,0.0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1763651041.606841,0.2927530109882355,0.14310579001903534
