step,seen_samples,sample_idx,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,monitor_severity,drift_severity_raw,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
1,64,63,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.1875,-0.0458830923947203,1.0,0.6532560586929321,0.003969746641814709,0,0.0,0.0,0.0,mild_drift,0.97515,0.00115,0.9,0.8775,1764759245.0541394,1.1189113855361938,0.01592356152832508
2,128,127,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.1953125,-0.042708003796267005,0.8333333333333334,0.6510948538780212,0.004095717333257198,0,0.0,0.0,0.0,mild_drift,0.967725,0.001225,0.8500000000000001,0.86625,1764759245.0609412,0.885375440120697,0.01623908430337906
3,192,191,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.3541666666666667,-0.04421052631578948,0.3333333333333333,0.6536985635757446,0.015560471452772617,0,0.0,0.0,0.0,mild_drift,0.9640124999999999,0.0012625000000000002,0.8250000000000001,0.860625,1764759245.0673227,0.631037175655365,0.06230659410357475
4,256,255,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.46484375,-0.08340541208451749,0.16666666666666666,0.6614738702774048,0.026804544031620026,0,0.0,0.0,0.0,mild_drift,0.9621562499999999,0.0012812500000000003,0.8125,0.8578125,1764759245.0737827,0.6277796626091003,0.10874254256486893
5,320,319,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.54375,-0.08894275592019384,0.5,0.660480260848999,0.04038896784186363,0,0.0,0.0,0.0,mild_drift,0.9612281249999999,0.001290625,0.80625,0.85640625,1764759245.080242,0.7438169121742249,0.16732023656368256
6,384,383,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.6015625,-0.08151093439363817,0.16666666666666666,0.662845253944397,0.04033850133419037,0,0.0,0.0,0.0,mild_drift,0.9607640624999999,0.0012953125,0.8031250000000001,0.855703125,1764759245.0871205,0.40740856528282166,0.1667059361934662
7,448,447,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.6450892857142857,-0.06341812970261543,0.3333333333333333,0.6695116758346558,0.039240457117557526,0,0.0,0.0,0.0,mild_drift,0.9605320312499999,0.0012976562500000002,0.8015625000000001,0.8553515625,1764759245.0943089,0.5682424902915955,0.1634814292192459
8,512,511,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.677734375,-0.05615842376356454,0.3333333333333333,0.6752743721008301,0.0413469560444355,0,0.0,0.0,0.0,mild_drift,0.9604160156249999,0.001298828125,0.80078125,0.85517578125,1764759245.1016033,0.5663442611694336,0.1745363473892212
9,576,575,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.7048611111111112,-0.03940217391304316,0.0,0.6770864129066467,0.0400521345436573,0,0.0,0.0,0.0,mild_drift,0.9603580078124999,0.0012994140625,0.800390625,0.855087890625,1764759245.1091383,0.3510799705982208,0.16991885006427765
10,640,639,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.7296875,-0.020122355716075485,0.0,0.6803657412528992,0.030303513631224632,0,0.0,0.0,0.0,mild_drift,0.96032900390625,0.0012997070312500002,0.8001953125000001,0.8550439453125,1764759245.1169026,0.3100582957267761,0.127913236618042
11,704,703,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.75,0.012622720897616062,0.0,0.680518627166748,0.03044125996530056,0,0.0,0.0,0.0,mild_drift,0.960314501953125,0.0012998535156250003,0.8000976562500001,0.85502197265625,1764759245.1247404,0.3933394253253937,0.1286725103855133
12,768,767,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.7669270833333334,0.04214046822742475,0.16666666666666666,0.6801813244819641,0.02743898332118988,0,0.0,0.0,0.0,mild_drift,0.9603072509765624,0.0012999267578125001,0.800048828125,0.855010986328125,1764759245.1325967,0.3759040832519531,0.1161792129278183
13,832,831,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.7788461538461539,0.06507719366816446,0.0,0.6802908778190613,0.02891392819583416,0,0.0,0.0,0.0,mild_drift,0.9603036254882812,0.00129996337890625,0.8000244140625,0.8550054931640625,1764759245.1403635,0.36358630657196045,0.12278323620557785
14,896,895,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.7912946428571429,0.07633958103638401,0.0,0.6805673241615295,0.026853756979107857,0,0.0,0.0,0.0,mild_drift,0.9603018127441405,0.0012999816894531252,0.8000122070312501,0.8550027465820312,1764759245.1481912,0.2848091423511505,0.11511347442865372
15,960,959,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.8010416666666667,0.09783314636594449,0.0,0.6753074526786804,0.021045250818133354,0,0.0,0.0,0.0,mild_drift,0.9603009063720702,0.0012999908447265626,0.8000061035156251,0.8550013732910156,1764759245.1557555,0.36136794090270996,0.0903405100107193
16,1024,1023,stagger_abrupt3,stagger,ts_drift_adapt_severity_s1p0,4,0.80859375,0.10984956003406188,0.16666666666666666,0.678045928478241,0.027864469215273857,0,0.0,0.0,0.0,mild_drift,0.9603004531860351,0.0012999954223632815,0.8000030517578125,0.8550006866455078,1764759245.1634595,0.45516237616539,0.12128717452287674
